time,time_err,time_unit,mjd,band,flux_density,flux_density_err,flux_density_unit,mag_system,Gext_corr,upperlimit,Gext_Alambda,mag_Gextcor,mag_Gextcor_err,flux_density_Gextcor,flux_density_Gextcor_err,flux_density_Gextcor_unit,weights,discard,telescope,instrument,reference,comment,source
956.0,,s,53357.66909722223,R,16.0,,magnitude,,n,y,,,,,,,1.0,n,,Automated Response Telescope,GCN2860,,
956.0,,s,53357.66909722223,R,16.5,,magnitude,,n,n,,,,,,,1.0,n,,Automated Response Telescope,GCN2860,,
1434.0,,s,53357.67462962963,V,18.6,0.2,magnitude,,n,n,,,,,,,1.0,n,,25cm Schmidt-Cassegrain + MX916 CCD,GCN2877,,
5066.0,,s,53357.71666666667,R,19.4,0.2,magnitude,,n,n,,,,,,,1.0,n,,TAROT,GCN2904,,
8304.0,,s,53357.75414351852,R,19.5,,magnitude,,n,n,,,,,,,1.0,n,,Loiano 152cm telescope,GCN2863,,
8637.0,,s,53357.757997685185,Rc,19.74,0.07,magnitude,,n,n,,,,,,,1.0,n,,Loiano 152cm telescope,GCN2897,,
9242.0,,s,53357.765,Rc,19.74,0.06,magnitude,,n,n,,,,,,,1.0,n,,Loiano 152cm telescope,GCN2897,,
10624.0,,s,53357.78099537037,Rc,20.04,0.07,magnitude,,n,n,,,,,,,1.0,n,,Loiano 152cm telescope,GCN2897,,
11575.0,,s,53357.79200231482,Rc,20.27,0.07,magnitude,,n,n,,,,,,,1.0,n,,Loiano 152cm telescope,GCN2897,,
12266.0,,s,53357.8,Rc,20.58,0.09,magnitude,,n,n,,,,,,,1.0,n,,Loiano 152cm telescope,GCN2897,,
12871.0,,s,53357.80700231482,Rc,20.45,0.09,magnitude,,n,n,,,,,,,1.0,n,,Loiano 152cm telescope,GCN2897,,
13476.0,,s,53357.81400462963,Rc,20.64,0.09,magnitude,,n,n,,,,,,,1.0,n,,Loiano 152cm telescope,GCN2897,,
14340.0,,s,53357.824004629634,Rc,20.63,0.09,magnitude,,n,n,,,,,,,1.0,n,,Loiano 152cm telescope,GCN2897,,
15463.0,,s,53357.837002314816,R,20.6,0.2,magnitude,,n,n,,,,,,,1.0,n,,Liverpool Telescope 2.0m,GCN2878,,
15722.0,,s,53357.840000000004,I,20.1,0.2,magnitude,,n,n,,,,,,,1.0,n,,Liverpool Telescope 2.0m,GCN2878,,
15722.0,,s,53357.840000000004,Rc,20.81,0.08,magnitude,,n,n,,,,,,,1.0,n,,Loiano 152cm telescope,GCN2897,,
16932.0,,s,53357.85400462963,Rc,20.9,0.1,magnitude,,n,n,,,,,,,1.0,n,,Loiano 152cm telescope,GCN2897,,
18487.0,,s,53357.87200231482,Rc,20.75,0.09,magnitude,,n,n,,,,,,,1.0,n,,Loiano 152cm telescope,GCN2897,,
19821.019,795.21,s,53357.887442349536,10keV,1.05422600571013e-07,2.74679029564127e-08,Jy,,n,n,,,,,,,1.0,n,Swift,XRT,"UKSSDC Swift Burst Analyser (Evans+2007,2009)",,
20474.0,,s,53357.895000000004,B,20.4,,magnitude,,n,y,,,,,,,1.0,n,,Loiano 152cm telescope,GCN2897,,
21424.0,,s,53357.90599537037,V,19.1,,magnitude,,n,y,,,,,,,1.0,n,,Loiano 152cm telescope,GCN2897,,
21943.0,,s,53357.91200231481,R,21.37,0.15,magnitude,,n,n,,,,,,,1.0,n,,Copernicus 182cm + AFOSC,GCN2879,,
22029.0,,s,53357.912997685184,Rc,21.0,,magnitude,,n,y,,,,,,,1.0,n,,Loiano 152cm telescope,GCN2897,,
34816.0,,s,53358.060995370375,R,22.41,0.46,magnitude,,n,n,,,,,,,1.0,n,,Copernicus 182cm + AFOSC,GCN2879,,
46766.0,,s,53358.19930555556,B,20.5,,magnitude,Vega,n,y,,,,,,,1.0,n,,Palomar 60-inch,GCN2875,,
47606.0,,s,53358.20902777778,V,20.3,,magnitude,Vega,n,y,,,,,,,1.0,n,,Palomar 60-inch,GCN2875,,
47690.0,,s,53358.21,85GHz,0.07,,mJy,,n,y,,,,,,,1.0,n,,VLA,GCN2880,,
47726.0,,s,53358.21041666667,R,22.15,0.25,magnitude,,n,n,,,,,,,1.0,n,,MDM 1.3m,GCN2873,,
48566.0,,s,53358.22013888889,R,20.1,,magnitude,Vega,n,y,,,,,,,1.0,n,,Palomar 60-inch,GCN2875,,
49826.0,,s,53358.23472222222,I,19.7,,magnitude,Vega,n,y,,,,,,,1.0,n,,Palomar 60-inch,GCN2875,,
50726.0,,s,53358.24513888889,z,19.4,,magnitude,Vega,n,y,,,,,,,1.0,n,,Palomar 60-inch,GCN2875,,
86570.0,,s,53358.66,Rc,21.0,,magnitude,,n,y,,,,,,,1.0,n,,ARIES 1.04m telescope,GCN2888,,
