time,time_err,time_unit,band,flux_density,flux_density_err,flux_density_unit,mag_system,Gext_corr,upperlimit,Gext_Alambda,mag_Gextcor,mag_Gextcor_err,flux_density_Gextcor,flux_density_Gextcor_err,flux_density_Gextcor_unit,weights,discard,telescope,instrument,reference,comment
64836.0,,s,R,19.49,0.06,mag,AB,n,n,,,,,,,1.0,n,,P48,GCN17809,
64836.0,,s,R,19.82,0.07,mag,AB,n,n,,,,,,,1.0,n,,P48,GCN17809,
68148.0,,s,R,19.42,0.06,mag,AB,n,n,,,,,,,1.0,n,,P48,GCN17809,
68148.0,,s,R,19.98,0.07,mag,AB,n,n,,,,,,,1.0,n,,P48,GCN17809,
125968.0,,s,R,19.2,0.03,mag,Vega,n,n,,,,,,,1.0,n,,ZTSh 2.6m CrAO,GCN17815,
128233.0,,s,R,19.4,0.02,mag,Vega,n,n,,,,,,,1.0,n,,ZTSh 2.6m CrAO,GCN17815,
