time,time_err,time_unit,mjd,band,flux_density,flux_density_err,flux_density_unit,mag_system,Gext_corr,upperlimit,Gext_Alambda,mag_Gextcor,mag_Gextcor_err,flux_density_Gextcor,flux_density_Gextcor_err,flux_density_Gextcor_unit,weights,discard,telescope,instrument,reference,comment,source
79.93,,s,59279.16344907407,w,16.22,0.14,magnitude,,n,n,,,,,,,1.0,n,,Swift/UVOT,GCN29597,,
158.93,,s,59279.16436342592,w,16.23,0.03,magnitude,,n,n,,,,,,,1.0,n,,Swift/UVOT,GCN29636,,
420.93,,s,59279.16739583333,uvot-u,16.86,0.04,magnitude,,n,n,,,,,,,1.0,n,,Swift/UVOT,GCN29636,,
561.93,,s,59279.169027777774,uvot-b,17.32,0.13,magnitude,,n,n,,,,,,,1.0,n,,Swift/UVOT,GCN29636,,
636.93,,s,59279.16989583333,uvot-v,17.42,0.24,magnitude,,n,n,,,,,,,1.0,n,,Swift/UVOT,GCN29636,,
777.93,,s,59279.17152777778,G,17.0,,magnitude,,n,n,,,,,,,1.0,n,,DDOTI,GCN29598,,
2097.93,,s,59279.18680555555,R,17.33,0.02,magnitude,Vega,n,n,,,,,,,1.0,n,,Tautenburg 1.34m Schmidt,GCN29604,,
3237.93,,s,59279.2,R,17.53,0.09,magnitude,Vega,n,n,,,,,,,1.0,n,,Tautenburg 1.34m Schmidt,GCN29604,,
4266.93,,s,59279.21190972222,G,18.08,0.08,magnitude,,n,n,,,,,,,1.0,n,,iTelescope T24 0.61-m,GCN29603,,
4609.93,,s,59279.21587962963,G,17.97,0.06,magnitude,,n,n,,,,,,,1.0,n,,iTelescope T24 0.61-m,GCN29603,,
4961.93,,s,59279.2199537037,G,18.13,0.07,magnitude,,n,n,,,,,,,1.0,n,,iTelescope T24 0.61-m,GCN29603,,
7609.93,,s,59279.25060185185,G,18.41,0.1,magnitude,,n,n,,,,,,,1.0,n,,iTelescope T24 0.61-m,GCN29603,,
8087.93,,s,59279.25613425925,G,18.44,0.09,magnitude,,n,n,,,,,,,1.0,n,,iTelescope T24 0.61-m,GCN29603,,
8327.93,,s,59279.25891203703,G,18.52,0.1,magnitude,,n,n,,,,,,,1.0,n,,iTelescope T24 0.61-m,GCN29603,,
8671.93,,s,59279.26289351851,G,18.63,0.1,magnitude,,n,n,,,,,,,1.0,n,,iTelescope T24 0.61-m,GCN29603,,
11007.93,,s,59279.289930555555,R,19.0,0.02,magnitude,,n,n,,,,,,,1.0,n,,LCO 1-m Sinistro,GCN29600,,
11007.93,,s,59279.289930555555,I,17.7,0.03,magnitude,,n,n,,,,,,,1.0,n,,LCO 1-m Sinistro,GCN29600,,
11008.93,,s,59279.289942129624,G,18.82,0.11,magnitude,,n,n,,,,,,,1.0,n,,iTelescope T24 0.61-m,GCN29603,,
11347.93,,s,59279.293865740736,G,18.85,0.11,magnitude,,n,n,,,,,,,1.0,n,,iTelescope T24 0.61-m,GCN29603,,
12039.93,,s,59279.301875,G,18.87,0.12,magnitude,,n,n,,,,,,,1.0,n,,iTelescope T24 0.61-m,GCN29603,,
12180.93,,s,59279.30350694444,V,19.18,,magnitude,,n,n,,,,,,,1.0,n,,Bok 2.3m/B&C Spectrograph,GCN29638,,
12410.93,,s,59279.30616898148,G,18.91,0.12,magnitude,,n,n,,,,,,,1.0,n,,iTelescope T24 0.61-m,GCN29603,,
