time,time_err,time_unit,mjd,band,flux_density,flux_density_err,flux_density_unit,mag_system,Gext_corr,upperlimit,Gext_Alambda,mag_Gextcor,mag_Gextcor_err,flux_density_Gextcor,flux_density_Gextcor_err,flux_density_Gextcor_unit,weights,discard,telescope,instrument,reference,comment,source
60816.0,,s,60938.703888888886,r,18.47,0.01,magnitude,,n,n,,,,,,,1.0,n,,LCOGT 1-m Sinistro,GCN41913,,
62866.0,,s,60938.72761574074,r,18.75,0.01,magnitude,,n,n,,,,,,,1.0,n,,LCOGT 1-m Sinistro,GCN41913,,
66074.0,,s,60938.76474537037,R,18.87,0.02,magnitude,,n,n,,,,,,,1.0,n,,TRT 0.7m (SBO),GCN41965,,
73920.0,,s,60938.85555555556,r,19.52,0.1,magnitude,AB,n,n,,,,,,,1.0,n,,GROWTH-India Telescope (GIT),GCN41925,,
74162.0,,s,60938.85835648148,i,19.22,0.1,magnitude,AB,n,n,,,,,,,1.0,n,,GROWTH-India Telescope (GIT),GCN41925,,
79039.0,,s,60938.91480324074,g,19.88,0.12,magnitude,AB,n,n,,,,,,,1.0,n,,GROWTH-India Telescope (GIT),GCN41925,,
81448.0,,s,60938.94268518518,i,19.71,0.12,magnitude,AB,n,n,,,,,,,1.0,n,,GROWTH-India Telescope (GIT),GCN41925,,
118782.0,,s,60939.37479166667,J,19.0,,magnitude,AB,n,y,,,,,,,1.0,n,,WINTER/Palomar 1m,GCN41947,,
288107.0,,s,60941.33457175926,z,22.54,0.25,magnitude,AB,n,n,,,,,,,1.0,n,,DDRAGO/COLIBRI,GCN41951,,
288107.0,,s,60941.33457175926,r,22.7,0.14,magnitude,AB,n,n,,,,,,,1.0,n,,DDRAGO/COLIBRI,GCN41951,,
