time,time_err,time_unit,band,flux_density,flux_density_err,flux_density_unit,mag_system,Gext_corr,upperlimit,Gext_Alambda,mag_Gextcor,mag_Gextcor_err,flux_density_Gextcor,flux_density_Gextcor_err,flux_density_Gextcor_unit,weights,discard,telescope,instrument,reference,comment
86.0,0.0,s,G,17.3,0.0,mag,Vega,y,y,0.31167988869113206,17.18832011130887,,0.4838360282045503,,mJy,1.0,n,MASTER-OAFA,Apogee-ALTA-U16M,Dainotti2024;29098,orig_band=CR
97.0,0.0,s,g,17.9,0.0,mag,AB,y,y,0.4042236241941653,17.495776375805832,,0.3645152468489469,,mJy,1.0,n,REM(0.6m),ROSS,Dainotti2024;29149,
97.0,0.0,s,i,17.7,0.0,mag,AB,y,y,0.22134022744086093,17.478659772559137,,0.37030735657703395,,mJy,1.0,n,REM(0.6m),ROSS,Dainotti2024;29149,
97.0,0.0,s,z,15.8,0.3,mag,AB,y,n,0.1677597209940036,15.632240279005996,0.3,2.028290410215713,0.5604373515390575,mJy,1.0,n,REM(0.6m),ROSS,Dainotti2024;29149,
97.0,0.0,s,r,17.8,0.0,mag,AB,y,y,0.29079452481976753,17.509205475180234,,0.3600344504084727,,mJy,1.0,n,REM(0.6m),ROSS,Dainotti2024;29149,
126.0,0.0,s,G,17.2,0.0,mag,Vega,y,y,0.31167988869113206,17.088320111308867,,0.5305156554348085,,mJy,1.0,n,MASTER-OAFA,Apogee-ALTA-U16M,Dainotti2024;29098,orig_band=CR
170.0,0.0,s,G,17.5,0.0,mag,Vega,y,y,0.31167988869113206,17.388320111308868,,0.40243727941475493,,mJy,1.0,n,MASTER-OAFA,Apogee-ALTA-U16M,Dainotti2024;29098,orig_band=CR
216.0,0.0,s,uvot-white,19.6,0.0,mag,Vega,y,y,0.5619395528481697,19.838060447151832,,0.04215043588046614,,mJy,1.0,n,Swift,UVOT,Dainotti2024;29096,
216.0,0.0,s,uvot-white,20.0,0.0,mag,Vega,y,y,0.5619395528481697,20.23806044715183,,0.029160976979839312,,mJy,1.0,n,Swift,UVOT,Dainotti2024;29109,
225.0,0.0,s,G,17.6,0.0,mag,Vega,y,y,0.31167988869113206,17.48832011130887,,0.36702716098715865,,mJy,1.0,n,MASTER-OAFA,Apogee-ALTA-U16M,Dainotti2024;29098,orig_band=CR
399.0,0.0,s,R,17.5,0.0,mag,Vega,y,y,0.2519688398188522,17.424031160181148,,0.38941599404631333,,mJy,1.0,n,FRAM(30cm),G4-1600,Dainotti2024;29099,
424.5,0.0,s,uvot-u,19.1,0.0,mag,Vega,y,y,0.5410168438415864,19.578983156158415,,0.05350975794884608,,mJy,1.0,n,Swift,UVOT,Dainotti2024;29109,
546.0,0.0,s,uvot-white,20.2,0.0,mag,Vega,y,y,0.5619395528481697,20.43806044715183,,0.024255044181789323,,mJy,1.0,n,Swift,UVOT,Dainotti2024;29109,
651.5,0.0,s,uvot-b,18.3,0.0,mag,Vega,y,y,0.4358646534236137,17.734135346576387,,0.29266589108503915,,mJy,1.0,n,Swift,UVOT,Dainotti2024;29109,
2100.0,0.0,s,z,19.76,0.04,mag,AB,y,n,0.1677597209940036,19.592240279006,0.04,0.05286036253012379,0.0019474477243539852,mJy,1.0,n,VLT-UT3-Melipal,X-SHOOTER,Dainotti2024;29100,
2520.0,0.0,s,r,23.5,0.0,mag,AB,y,y,0.29079452481976753,23.209205475180234,,0.0018894876552129317,,mJy,1.0,n,VLT-UT3-Melipal,X-SHOOTER,Dainotti2024;29100,
2581.0,0.0,s,uvot-uvw2,19.4,0.0,mag,Vega,y,y,0.9973473693479815,20.132652630652018,,0.03213403013691139,,mJy,1.0,n,Swift,UVOT,Dainotti2024;29109,
2695.5,0.0,s,uvot-v,18.8,0.0,mag,Vega,y,y,0.3403783705013183,18.44962162949868,,0.15141803193403208,,mJy,1.0,n,Swift,UVOT,Dainotti2024;29109,
2785.5,0.0,s,uvot-u,19.5,0.0,mag,Vega,y,y,0.5410168438415864,19.978983156158414,,0.037019707795387526,,mJy,1.0,n,Swift,UVOT,Dainotti2024;29109,
2810.5,0.0,s,uvot-uvm2,19.2,0.0,mag,Vega,y,y,1.066266230411458,19.823733769588543,,0.042710311715388895,,mJy,1.0,n,Swift,UVOT,Dainotti2024;29109,
2925.5,0.0,s,uvot-uvw1,19.4,0.0,mag,Vega,y,y,0.7602744839684361,20.149725516031562,,0.03163268397018601,,mJy,1.0,n,Swift,UVOT,Dainotti2024;29109,
