time,time_err,time_unit,band,flux_density,flux_density_err,flux_density_unit,mag_system,Gext_corr,upperlimit,Gext_Alambda,mag_Gextcor,mag_Gextcor_err,flux_density_Gextcor,flux_density_Gextcor_err,flux_density_Gextcor_unit,weights,discard,telescope,instrument,reference,comment
31.0,,s,q,19.77,,mag,,n,y,,,,,,,1.0,n,,MeerLICHT/0.6m,GCN30498,
139.0,,s,u,18.59,,mag,,n,y,,,,,,,1.0,n,,MeerLICHT/0.6m,GCN30498,
343.0,,s,g,19.4,,mag,,n,y,,,,,,,1.0,n,,MeerLICHT/0.6m,GCN30498,
553.0,,s,r,19.38,,mag,,n,y,,,,,,,1.0,n,,MeerLICHT/0.6m,GCN30498,
747.0,,s,i,19.26,,mag,,n,y,,,,,,,1.0,n,,MeerLICHT/0.6m,GCN30498,
854.0,,s,R,18.6,,mag,,n,y,,,,,,,1.0,n,,Zeiss-1000,GCN30518,
2034.0,,s,z,18.14,,mag,,n,y,,,,,,,1.0,n,,MeerLICHT/0.6m,GCN30498,
3495.0,,s,r,22.0,,mag,AB,n,y,,,,,,,1.0,n,,CAFOS,GCN30551,
6102.0,,s,r,22.0,0.15,mag,,n,n,,,,,,,1.0,n,,OSIRIS/GTC,GCN30511,
