time,time_err,time_unit,mjd,band,flux_density,flux_density_err,flux_density_unit,mag_system,Gext_corr,upperlimit,Gext_Alambda,mag_Gextcor,mag_Gextcor_err,flux_density_Gextcor,flux_density_Gextcor_err,flux_density_Gextcor_unit,weights,discard,telescope,instrument,reference,comment,source
359.8,,s,54838.68513657407,G,16.6,,magnitude,,n,y,,,,,,,1.0,n,,ROTSE-IIId,GCN8787,,
447.0,,s,54838.68614583334,G,17.7,,magnitude,,n,y,,,,,,,1.0,n,,ROTSE-IIId,GCN8787,,
864.0,,s,54838.690972222226,G,20.5,,magnitude,,n,y,,,,,,,1.0,n,,0.4-m RC + SBIG STL-1001E CCD,GCN8788,,
4190.0,,s,54838.729467592595,uvot-uvw2,20.6,,magnitude,,n,y,,,,,,,1.0,n,,Swift/UVOT,GCN8790,,
4247.357,37.404,s,54838.73013144676,10keV,3.47970814448869e-07,7.79651008891762e-08,Jy,,n,n,,,,,,,1.0,n,Swift,XRT,"UKSSDC Swift Burst Analyser (Evans+2007,2009)",,
4331.916,53.138,s,54838.73111013889,10keV,2.67009837783119e-07,6.0066828053343e-08,Jy,,n,n,,,,,,,1.0,n,Swift,XRT,"UKSSDC Swift Burst Analyser (Evans+2007,2009)",,
4395.0,,s,54838.73184027778,uvot-v,19.6,,magnitude,,n,y,,,,,,,1.0,n,,Swift/UVOT,GCN8790,,
4437.448,60.436,s,54838.73233157408,10keV,2.5687229084457e-07,5.76698463187876e-08,Jy,,n,n,,,,,,,1.0,n,Swift,XRT,"UKSSDC Swift Burst Analyser (Evans+2007,2009)",,
4599.0,,s,54838.73420138889,uvot-uvm2,20.3,,magnitude,,n,y,,,,,,,1.0,n,,Swift/UVOT,GCN8790,,
4628.402,187.912,s,54838.73454168982,10keV,4.10917737172633e-07,9.28174452672602e-08,Jy,,n,n,,,,,,,1.0,n,Swift,XRT,"UKSSDC Swift Burst Analyser (Evans+2007,2009)",,
4805.0,,s,54838.73658564815,uvot-uvw1,20.3,,magnitude,,n,y,,,,,,,1.0,n,,Swift/UVOT,GCN8790,,
4899.99,83.676,s,54838.73768506945,10keV,2.7236566536878e-07,5.98352855068617e-08,Jy,,n,n,,,,,,,1.0,n,Swift,XRT,"UKSSDC Swift Burst Analyser (Evans+2007,2009)",,
5009.0,,s,54838.73894675926,uvot-u,20.1,,magnitude,,n,y,,,,,,,1.0,n,,Swift/UVOT,GCN8790,,
5011.844,57.628,s,54838.73897967593,10keV,3.20693350813014e-07,7.21435327023697e-08,Jy,,n,n,,,,,,,1.0,n,Swift,XRT,"UKSSDC Swift Burst Analyser (Evans+2007,2009)",,
5089.29,45.454,s,54838.73987604167,10keV,3.55564312573352e-07,7.97466474238187e-08,Jy,,n,n,,,,,,,1.0,n,Swift,XRT,"UKSSDC Swift Burst Analyser (Evans+2007,2009)",,
5165.696,30.952,s,54838.740760370376,10keV,6.22105048861337e-07,1.3614473311383e-07,Jy,,n,n,,,,,,,1.0,n,Swift,XRT,"UKSSDC Swift Burst Analyser (Evans+2007,2009)",,
5215.0,,s,54838.74133101852,uvot-b,20.3,,magnitude,,n,y,,,,,,,1.0,n,,Swift/UVOT,GCN8790,,
5244.393,51.981,s,54838.74167121528,10keV,3.36167133673713e-07,7.54721738777303e-08,Jy,,n,n,,,,,,,1.0,n,Swift,XRT,"UKSSDC Swift Burst Analyser (Evans+2007,2009)",,
5334.652,48.317,s,54838.742715879634,10keV,3.15387601501934e-07,7.0806976739269e-08,Jy,,n,n,,,,,,,1.0,n,Swift,XRT,"UKSSDC Swift Burst Analyser (Evans+2007,2009)",,
5419.0,,s,54838.74369212963,w,20.9,,magnitude,,n,y,,,,,,,1.0,n,,Swift/UVOT,GCN8790,,
5480.93,97.961,s,54838.74440891204,10keV,2.94547746281484e-07,4.93111898335094e-08,Jy,,n,n,,,,,,,1.0,n,Swift,XRT,"UKSSDC Swift Burst Analyser (Evans+2007,2009)",,
9154.881,264.531,s,54838.78693149306,10keV,9.63826480139596e-08,2.51410875335401e-08,Jy,,n,n,,,,,,,1.0,n,Swift,XRT,"UKSSDC Swift Burst Analyser (Evans+2007,2009)",,
9445.19,174.786,s,54838.790291550926,10keV,1.10243121157603e-07,1.77570204478827e-08,Jy,,n,n,,,,,,,1.0,n,Swift,XRT,"UKSSDC Swift Burst Analyser (Evans+2007,2009)",,
88436.835,8022.234,s,54839.70454670139,10keV,3.77671174713713e-09,1.06782359967003e-09,Jy,,n,n,,,,,,,1.0,n,Swift,XRT,"UKSSDC Swift Burst Analyser (Evans+2007,2009)",,
