time,time_err,time_unit,band,flux_density,flux_density_err,flux_density_unit,mag_system,Gext_corr,upperlimit,Gext_Alambda,mag_Gextcor,mag_Gextcor_err,flux_density_Gextcor,flux_density_Gextcor_err,flux_density_Gextcor_unit,weights,discard,telescope,instrument,reference,comment
41.0,0.0,s,G,17.3,0.0,mag,Vega,y,y,0.296093265953845,17.203906734046154,,0.47693978906651796,,mJy,1.0,n,MASTER-Tavrida,Apogee-ALTA-U16M,Dainotti2024;34482,C
42.0,0.0,s,G,17.3,0.0,mag,Vega,y,y,0.296093265953845,17.203906734046154,,0.47693978906651796,,mJy,1.0,n,MASTER-Tavrida,Apogee-ALTA-U16M,Dainotti2024;34477,C
44.0,0.0,s,G,15.8,0.0,mag,Vega,y,y,0.296093265953845,15.703906734046155,,1.8987314994965274,,mJy,1.0,n,MASTER-OAFA,Apogee-ALTA-U16M,Dainotti2024;34482,C
46.0,0.0,s,G,16.4,0.0,mag,Vega,y,y,0.296093265953845,16.30390673404615,,1.0926059350903718,,mJy,1.0,n,MASTER-Kislovodsk,Apogee-ALTA-U16M,Dainotti2024;34482,unfilter-polarization
46.0,0.0,s,G,14.2,0.0,mag,Vega,y,y,0.296093265953845,14.103906734046154,,8.28826360703346,,mJy,1.0,n,MASTER-Kislovodsk,Apogee-ALTA-U16M,Dainotti2024;34482,unfilter-polarization
47.0,0.0,s,G,16.4,0.0,mag,Vega,y,y,0.296093265953845,16.30390673404615,,1.0926059350903718,,mJy,1.0,n,MASTER-Kislovodsk,Apogee-ALTA-U16M,Dainotti2024;34477,unfilter-polarization
47.0,0.0,s,G,14.2,0.0,mag,Vega,y,y,0.296093265953845,14.103906734046154,,8.28826360703346,,mJy,1.0,n,MASTER-Kislovodsk,Apogee-ALTA-U16M,Dainotti2024;34477,unfilter-polarization
56.0,0.0,s,G,17.1,0.0,mag,Vega,y,y,0.296093265953845,17.003906734046154,,0.5734077458486043,,mJy,1.0,n,MASTER-Kislovodsk,Apogee-ALTA-U16M,Dainotti2024;34482,unfilter-polarization
57.0,0.0,s,G,17.1,0.0,mag,Vega,y,y,0.296093265953845,17.003906734046154,,0.5734077458486043,,mJy,1.0,n,MASTER-Kislovodsk,Apogee-ALTA-U16M,Dainotti2024;34477,unfilter-polarization
58.0,0.0,s,G,17.9,0.0,mag,Vega,y,y,0.296093265953845,17.80390673404615,,0.2744502023340344,,mJy,1.0,n,MASTER-Tavrida,Apogee-ALTA-U16M,Dainotti2024;34482,C
59.0,0.0,s,G,17.9,0.0,mag,Vega,y,y,0.296093265953845,17.80390673404615,,0.2744502023340344,,mJy,1.0,n,MASTER-Tavrida,Apogee-ALTA-U16M,Dainotti2024;34477,C
64.0,0.0,s,G,16.5,0.0,mag,Vega,y,y,0.296093265953845,16.403906734046153,,0.9964684559470185,,mJy,1.0,n,MASTER-Kislovodsk,Apogee-ALTA-U16M,Dainotti2024;34482,unfilter-polarization
64.0,0.0,s,G,14.2,0.0,mag,Vega,y,y,0.296093265953845,14.103906734046154,,8.28826360703346,,mJy,1.0,n,MASTER-Kislovodsk,Apogee-ALTA-U16M,Dainotti2024;34482,unfilter-polarization
65.0,0.0,s,G,14.2,0.0,mag,Vega,y,y,0.296093265953845,14.103906734046154,,8.28826360703346,,mJy,1.0,n,MASTER-Kislovodsk,Apogee-ALTA-U16M,Dainotti2024;34477,unfilter-polarization
65.0,0.0,s,G,16.5,0.0,mag,Vega,y,y,0.296093265953845,16.403906734046153,,0.9964684559470185,,mJy,1.0,n,MASTER-Kislovodsk,Apogee-ALTA-U16M,Dainotti2024;34477,unfilter-polarization
75.0,0.0,s,G,18.0,0.0,mag,Vega,y,y,0.296093265953845,17.903906734046153,,0.25030155939206145,,mJy,1.0,n,MASTER-Tavrida,Apogee-ALTA-U16M,Dainotti2024;34482,C
