time,time_err,time_unit,band,flux_density,flux_density_err,flux_density_unit,mag_system,Gext_corr,upperlimit,Gext_Alambda,mag_Gextcor,mag_Gextcor_err,flux_density_Gextcor,flux_density_Gextcor_err,flux_density_Gextcor_unit,weights,discard,telescope,instrument,reference,comment
407.5,0.0,s,R,18.5,0.0,mag,Vega,y,y,4.199529684348056,14.476470315651943,,5.880823194640415,,mJy,1.0,n,TAROT(25cm),ANDOR-IKON-L936-BEX2-DD,Dainotti2024;2905,
1000.15,0.0,s,H,18.534679910804407,1.2284042345856818,mag,AB,y,n,0.9718811287653548,17.562798782039053,1.2284042345856818,0.34269418572819826,0.387724925328607,mJy,1.0,n,PAIRITEL(1.3m),2MASS-3-Band-NIC,Dainotti2024;Blake2005,
1000.15,0.0,s,Ks,16.919020776254364,0.095487116165998,mag,AB,y,n,0.5729009825728645,16.3461197936815,0.095487116165998,1.0509409905408988,0.09242698549390566,mJy,1.0,n,PAIRITEL(1.3m),2MASS-3-Band-NIC,Dainotti2024;Blake2005,
1000.15,0.0,s,J,18.534679910804407,0.8346972681972815,mag,AB,y,n,1.5817050780119255,16.95297483279248,0.8346972681972815,0.6009471997137372,0.46199894940742675,mJy,1.0,n,PAIRITEL(1.3m),2MASS-3-Band-NIC,Dainotti2024;Blake2005,
1020.4,0.0,s,Ks,17.782104921644454,1.1932464754129128,mag,AB,y,n,0.5729009825728645,17.20920393907159,1.1932464754129128,0.47461851185717885,0.5216155305104373,mJy,1.0,n,PAIRITEL(1.3m),2MASS-3-Band-NIC,Dainotti2024;Blake2005,
1020.4,0.0,s,J,18.9,1.0864222600854951,mag,AB,y,n,1.5817050780119255,17.318294921988073,1.0864222600854951,0.4292479997955282,0.4295192331538064,mJy,1.0,n,PAIRITEL(1.3m),2MASS-3-Band-NIC,Dainotti2024;Blake2005,
1028.2,0.0,s,Ks,17.36804035820066,0.0250110029687959,mag,AB,y,n,0.5729009825728645,16.795139375627794,0.0250110029687959,0.6949771066480144,0.016009482230990805,mJy,1.0,n,PAIRITEL(1.3m),2MASS-3-Band-NIC,Dainotti2024;Blake2005,
1028.65,0.0,s,J,18.043943297944487,0.4660731587808868,mag,AB,y,n,1.5817050780119255,16.462238219932562,0.4660731587808868,0.9443455995501588,0.405378520707267,mJy,1.0,n,PAIRITEL(1.3m),2MASS-3-Band-NIC,Dainotti2024;Blake2005,
1028.65,0.0,s,H,21.4,3.6447047418349774,mag,AB,y,n,0.9718811287653548,20.428118871234645,3.6447047418349774,0.024478156123442826,0.0821706518613917,mJy,1.0,n,PAIRITEL(1.3m),2MASS-3-Band-NIC,Dainotti2024;Blake2005,
1028.65,0.0,s,Ks,17.707196863200842,0.6638277429181763,mag,AB,y,n,0.5729009825728645,17.134295880627977,0.6638277429181763,0.5085198341326936,0.310913067319729,mJy,1.0,n,PAIRITEL(1.3m),2MASS-3-Band-NIC,Dainotti2024;Blake2005,
1028.85,0.0,s,J,18.203115997617928,0.0744095815845966,mag,AB,y,n,1.5817050780119255,16.621410919606003,0.0744095815845966,0.8155711996115016,0.05589415868199632,mJy,1.0,n,PAIRITEL(1.3m),2MASS-3-Band-NIC,Dainotti2024;Blake2005,
