time,time_err,time_unit,band,flux_density,flux_density_err,flux_density_unit,mag_system,Gext_corr,upperlimit,Gext_Alambda,mag_Gextcor,mag_Gextcor_err,flux_density_Gextcor,flux_density_Gextcor_err,flux_density_Gextcor_unit,weights,discard,telescope,instrument,reference,comment,source
127.98,,s,r,17.7,0.3,magnitude,AB,n,n,,,,,,,1.0,n,,REM 60cm,GCN39079,,
174.98,,s,H,15.3,0.3,magnitude,Vega,n,n,,,,,,,1.0,n,,REM 60cm,GCN39079,,
1183.98,,s,w,17.88,,magnitude,,n,n,,,,,,,1.0,n,,Swift/UVOT,GCN39066,,
1684.98,,s,B,17.525,0.051,magnitude,,n,n,,,,,,,1.0,n,,PROMPT-5,GCN39091,,
1689.98,,s,V,16.902,0.054,magnitude,,n,n,,,,,,,1.0,n,,PROMPT-6,GCN39091,,
1722.98,,s,R,16.628,0.057,magnitude,,n,n,,,,,,,1.0,n,,PROMPT-6,GCN39091,,
1769.98,,s,i,16.34,0.02,magnitude,AB,n,n,,,,,,,1.0,n,,OHP T193 MISTRAL,GCN39078,,
1948.98,,s,I,16.111,0.095,magnitude,,n,n,,,,,,,1.0,n,,PROMPT-6,GCN39091,,
2071.98,,s,r,16.71,0.02,magnitude,AB,n,n,,,,,,,1.0,n,,NOT/ALFOSC,GCN39073,,
3367.98,,s,r,16.72,0.02,magnitude,AB,n,n,,,,,,,1.0,n,,VLT/X-shooter,GCN39071,,
4212.77,,s,r,17.05,0.01,magnitude,,n,n,,,,,,,1.0,n,,LCOGT 0.4m SCICAM QHY600,GCN39077,,
4437.98,,s,r,17.0,0.0,magnitude,,n,n,,,,,,,1.0,n,,7DT,GCN39129,,
5870.78,,s,V,17.34,0.01,magnitude,,n,n,,,,,,,1.0,n,,LCOGT 0.4m SCICAM QHY600,GCN39077,,
6890.98,,s,i,17.04,0.03,magnitude,AB,n,n,,,,,,,1.0,n,,LCO 1m/Sinistro,GCN39074,,
6890.98,,s,r,17.27,0.02,magnitude,AB,n,n,,,,,,,1.0,n,,LCO 1m/Sinistro,GCN39074,,
60639.0,,s,Ic,18.7,0.22,magnitude,,n,n,,,,,,,1.0,n,,0.36m f/7.7 robotic telescope (Al-Khatim Observatory),GCN39097,,
70110.0,,s,r,19.29,0.08,magnitude,AB,n,n,,,,,,,1.0,n,,Konkoly RC80,GCN39105,,
70110.0,,s,g,20.32,0.21,magnitude,AB,n,n,,,,,,,1.0,n,,Konkoly RC80,GCN39105,,
70110.0,,s,i,19.12,0.1,magnitude,AB,n,n,,,,,,,1.0,n,,Konkoly RC80,GCN39105,,
77205.0,,s,r,19.24,0.03,magnitude,AB,n,n,,,,,,,1.0,n,,NOT/ALFOSC,GCN39100,,
86888.0,,s,r,18.91,0.03,magnitude,,n,n,,,,,,,1.0,n,,Liverpool Telescope/IO:O,GCN39099,,
91885.0,,s,H,16.7,,magnitude,Vega,n,n,,,,,,,1.0,n,,TNG/NICS,GCN39098,,
114141.0,,s,r,19.38,0.04,magnitude,,n,n,,,,,,,1.0,n,,COLIBRI (SVOM/F-GFT) OGSE camera,GCN39104,,
116757.0,,s,Rc,19.7,0.2,magnitude,,n,n,,,,,,,1.0,n,,iTelescope T11 0.51m,GCN39101,,
135829.0,,s,g,20.08,0.22,magnitude,,n,n,,,,,,,1.0,n,,C-GFT,GCN39124,,
136187.0,,s,r,19.74,0.16,magnitude,,n,n,,,,,,,1.0,n,,C-GFT,GCN39124,,
136511.0,,s,i,19.32,0.11,magnitude,,n,n,,,,,,,1.0,n,,C-GFT,GCN39124,,
149501.0,,s,R,19.46,0.21,magnitude,,n,n,,,,,,,1.0,n,,AS-32 (Abastumani),GCN39139,,
151922.0,,s,R,19.52,0.03,magnitude,,n,n,,,,,,,1.0,n,,DFOT 1.3-m,GCN39115,,
155873.0,,s,R,19.65,0.13,magnitude,,n,n,,,,,,,1.0,n,,1m Zeiss-1000/SAO RAS,GCN39107,,
156142.0,,s,r,19.32,0.13,magnitude,AB,n,n,,,,,,,1.0,n,,ABObservatory 0.3-m,GCN39213,,
226422.0,,s,R,20.38,0.08,magnitude,,n,n,,,,,,,1.0,n,,AZT-33IK (Sayan),GCN39139,,
312413.0,,s,R,20.82,0.11,magnitude,,n,n,,,,,,,1.0,n,,AZT-33IK (Sayan),GCN39139,,
339377.0,,s,r,21.8,0.11,magnitude,,n,n,,,,,,,1.0,n,,Liverpool Telescope IO:O,GCN39131,,
399679.0,,s,R,21.63,0.18,magnitude,,n,n,,,,,,,1.0,n,,AZT-33IK,GCN39192,,
409271.0,,s,R,21.8,,magnitude,,n,y,,,,,,,1.0,n,,AS-32,GCN39192,,
442530.0,,s,r,22.04,0.21,magnitude,,n,n,,,,,,,1.0,n,,LCOGT 1m/Sinistro,GCN39140,,
443241.0,,s,r,22.1,0.15,magnitude,AB,n,n,,,,,,,1.0,n,,COLIBRI/DDRAGO,GCN39136,,
