time,time_err,time_unit,band,flux_density,flux_density_err,flux_density_unit,mag_system,Gext_corr,upperlimit,Gext_Alambda,mag_Gextcor,mag_Gextcor_err,flux_density_Gextcor,flux_density_Gextcor_err,flux_density_Gextcor_unit,weights,discard,telescope,instrument,reference,comment,source
98.0122,,s,w,20.31,0.2,magnitude,,n,n,,,,,,,1.0,n,,Swift/UVOT,GCN33687,,
263.012,,s,g,17.8,,magnitude,AB,n,y,,,,,,,1.0,n,,MITSuME 50cm Akeno,GCN33690,,
263.012,,s,Rc,17.4,,magnitude,AB,n,y,,,,,,,1.0,n,,MITSuME 50cm Akeno,GCN33690,,
263.012,,s,Ic,17.0,,magnitude,AB,n,y,,,,,,,1.0,n,,MITSuME 50cm Akeno,GCN33690,,
753.012,,s,Ic,18.2,,magnitude,AB,n,y,,,,,,,1.0,n,,MITSuME 50cm Akeno,GCN33690,,
753.012,,s,g,18.7,,magnitude,AB,n,y,,,,,,,1.0,n,,MITSuME 50cm Akeno,GCN33690,,
753.012,,s,Rc,18.7,,magnitude,AB,n,y,,,,,,,1.0,n,,MITSuME 50cm Akeno,GCN33690,,
2391.01,,s,g,19.6,,magnitude,AB,n,y,,,,,,,1.0,n,,MITSuME 50cm Akeno,GCN33690,,
2391.01,,s,Rc,19.4,,magnitude,AB,n,y,,,,,,,1.0,n,,MITSuME 50cm Akeno,GCN33690,,
2391.01,,s,Ic,19.0,,magnitude,AB,n,y,,,,,,,1.0,n,,MITSuME 50cm Akeno,GCN33690,,
15208.0,,s,r,21.7,,magnitude,,n,y,,,,,,,1.0,n,,GIT,GCN33699,,
15512.0,,s,r,21.1,,magnitude,,n,y,,,,,,,1.0,n,,HMT-0.5m,GCN33706,,
15636.0,,s,R,20.6,,magnitude,,n,y,,,,,,,1.0,n,,GMG,GCN33697,,
16687.0,,s,R,21.8,,magnitude,,n,y,,,,,,,1.0,n,,Zeiss-1000/TSHAO,GCN33711,,
17675.0,,s,i,20.76,,magnitude,,n,y,,,,,,,1.0,n,,GIT,GCN33699,,
19152.0,,s,z,19.42,,magnitude,,n,y,,,,,,,1.0,n,,GIT,GCN33699,,
20376.0,,s,Ic,19.0,,magnitude,,n,y,,,,,,,1.0,n,,AKO 0.35m robotic telescope,GCN33693,,
20630.0,,s,g,21.35,,magnitude,,n,y,,,,,,,1.0,n,,GIT,GCN33699,,
21763.0,,s,r,20.4,,magnitude,,n,y,,,,,,,1.0,n,,GOT-0.5m,GCN33708,,
24604.0,,s,R,21.4,,magnitude,,n,y,,,,,,,1.0,n,,Zeiss-1000/SAO RAS,GCN33711,,
30781.0,,s,G,20.0,,magnitude,,n,y,,,,,,,1.0,n,,SC 0.35m/SBIG ST10XME,GCN33705,,
40564.0,,s,r,22.3,,magnitude,,n,y,,,,,,,1.0,n,,T193cm/MISTRAL,GCN33696,,
41064.0,,s,R,21.0,,magnitude,,n,y,,,,,,,1.0,n,,AS-32/AbAO,GCN33711,,
45756.0,,s,r,23.5,,magnitude,,n,y,,,,,,,1.0,n,,NOT/ALFOSC,GCN33712,,
46706.0,,s,z,22.5,,magnitude,,n,y,,,,,,,1.0,n,,NOT/ALFOSC,GCN33712,,
