time,time_err,time_unit,mjd,band,flux_density,flux_density_err,flux_density_unit,mag_system,Gext_corr,upperlimit,Gext_Alambda,mag_Gextcor,mag_Gextcor_err,flux_density_Gextcor,flux_density_Gextcor_err,flux_density_Gextcor_unit,weights,discard,telescope,instrument,reference,comment,source
65267.0,,s,61195.85571759259,r,16.1,0.1,magnitude,,n,n,,,,,,,1.0,n,,JinShan 100B,GCN44832,,
78574.0,,s,61196.009733796294,r,18.6,0.05,magnitude,AB,n,n,,,,,,,1.0,n,,Liverpool Telescope/IO:O,GCN44843,,
91293.0,,s,61196.15694444445,r,19.56,0.03,magnitude,AB,n,n,,,,,,,1.0,n,,COLIBRI/DDRAGO,GCN44834,,
91293.0,,s,61196.15694444445,z,19.21,0.06,magnitude,AB,n,n,,,,,,,1.0,n,,COLIBRI/DDRAGO,GCN44834,,
91293.0,,s,61196.15694444445,y,19.26,0.08,magnitude,AB,n,n,,,,,,,1.0,n,,COLIBRI/DDRAGO,GCN44834,,
91293.0,,s,61196.15694444445,g,19.69,0.04,magnitude,AB,n,n,,,,,,,1.0,n,,COLIBRI/DDRAGO,GCN44834,,
91293.0,,s,61196.15694444445,i,19.38,0.04,magnitude,AB,n,n,,,,,,,1.0,n,,COLIBRI/DDRAGO,GCN44834,,
135506.0,,s,61196.66866898148,g,21.1,,magnitude,AB,n,y,,,,,,,1.0,n,,SVOM/C-GFT/LATIOS,GCN44872,,
150245.0,,s,61196.83925925926,r,21.8,,magnitude,AB,n,y,,,,,,,1.0,n,,LCO 1m Sinistro,GCN44844,,
155206.0,,s,61196.89667824074,R,21.35,0.14,magnitude,,n,n,,,,,,,1.0,n,,Zeiss-1000/Simeiz Observatory,GCN44858,,
158491.0,,s,61196.934699074074,Rc,21.65,0.07,magnitude,,n,n,,,,,,,1.0,n,,Zeiss-1000 1-m,GCN44852,,
158491.0,,s,61196.934699074074,Rc,23.4,,magnitude,,n,y,,,,,,,1.0,n,,Zeiss-1000 1-m,GCN44852,,
236694.0,,s,61197.83982638889,R,21.53,0.19,magnitude,,n,n,,,,,,,1.0,n,,Zeiss-1000/Simeiz Observatory,GCN44858,,
251649.0,,s,61198.01291666667,g,22.0938,0.0008,magnitude,AB,n,n,,,,,,,1.0,n,,SPARC4,GCN44857,,
251649.0,,s,61198.01291666667,r,21.7162,0.0005,magnitude,AB,n,n,,,,,,,1.0,n,,SPARC4,GCN44857,,
251649.0,,s,61198.01291666667,i,21.5773,0.0008,magnitude,AB,n,n,,,,,,,1.0,n,,SPARC4,GCN44857,,
251649.0,,s,61198.01291666667,z,21.4418,0.0006,magnitude,AB,n,n,,,,,,,1.0,n,,SPARC4,GCN44857,,
310222.0,,s,61198.6908449074,R,21.18,0.06,magnitude,,n,n,,,,,,,1.0,n,,AZT-33IK 1.6-m,GCN44862,,
409007.0,,s,61199.834189814814,Rc,23.08,0.18,magnitude,,n,n,,,,,,,1.0,n,,Zeiss-1000 1-m (SAO RAS),GCN44877,,
409007.0,,s,61199.834189814814,Rc,23.8,,magnitude,,n,y,,,,,,,1.0,n,,Zeiss-1000 1-m (SAO RAS),GCN44877,,
