time,time_err,time_unit,mjd,band,flux_density,flux_density_err,flux_density_unit,mag_system,Gext_corr,upperlimit,Gext_Alambda,mag_Gextcor,mag_Gextcor_err,flux_density_Gextcor,flux_density_Gextcor_err,flux_density_Gextcor_unit,weights,discard,telescope,instrument,reference,comment,source
175.0,,s,60942.348391203705,w,17.74,0.14,magnitude,,n,n,,,,,,,1.0,n,,Swift/UVOT,GCN41959,,
462.0,,s,60942.35171296296,J,18.6,,magnitude,AB,n,n,,,,,,,1.0,n,,WINTER/Palomar 1m,GCN41972,,
905.0,,s,60942.356840277775,z,18.39,0.05,magnitude,AB,n,n,,,,,,,1.0,n,,COLIBRI/DDRAGO,GCN41963,,
905.0,,s,60942.356840277775,r,18.9,0.04,magnitude,AB,n,n,,,,,,,1.0,n,,COLIBRI/DDRAGO,GCN41963,,
974.0,,s,60942.35763888889,G,19.47,0.19,magnitude,AB,n,n,,,,,,,1.0,n,,DDOTI/OAN,GCN41960,,
2563.0,,s,60942.37603009259,g,20.12,0.05,magnitude,AB,n,n,,,,,,,1.0,n,,COLIBRI/DDRAGO,GCN41963,,
2634.0,,s,60942.376851851855,y,19.26,0.06,magnitude,AB,n,n,,,,,,,1.0,n,,COLIBRI/DDRAGO,GCN41963,,
2704.0,,s,60942.37766203704,i,19.38,0.05,magnitude,AB,n,n,,,,,,,1.0,n,,COLIBRI/DDRAGO,GCN41963,,
11104.0,,s,60942.47488425926,VT-R,20.25,0.05,magnitude,AB,n,n,,,,,,,1.0,n,,SVOM/VT,GCN41976,,
11155.0,,s,60942.47547453704,VT-B,21.15,0.06,magnitude,AB,n,n,,,,,,,1.0,n,,SVOM/VT,GCN41976,,
22742.0,,s,60942.60958333333,R,21.47,0.09,magnitude,,n,n,,,,,,,1.0,n,,AZT-33IK 1.5m,GCN41969,,
23552.0,,s,60942.61895833333,r,21.5,,magnitude,AB,n,y,,,,,,,1.0,n,,GIT,GCN41971,,
27686.0,,s,60942.66680555556,Mephisto-g,22.22,,magnitude,AB,n,y,,,,,,,1.0,n,,Mephisto 1.6m,GCN41982,,
27689.0,,s,60942.66684027778,Mephisto-u,21.34,,magnitude,AB,n,y,,,,,,,1.0,n,,Mephisto 1.6m,GCN41982,,
28077.0,,s,60942.67133101852,Mephisto-r,22.46,,magnitude,AB,n,y,,,,,,,1.0,n,,Mephisto 1.6m,GCN41982,,
28080.0,,s,60942.67136574074,Mephisto-v,21.66,,magnitude,AB,n,y,,,,,,,1.0,n,,Mephisto 1.6m,GCN41982,,
55366.0,,s,60942.987175925926,Rc,23.18,0.24,magnitude,,n,n,,,,,,,1.0,n,,Zeiss-1000 1-m,GCN41981,,
62649.0,,s,60943.07146990741,Rc,23.07,0.1,magnitude,,n,n,,,,,,,1.0,n,,BTA 6-m/SCORPIO-2,GCN41981,,
66583.0,,s,60943.117002314815,r,23.55,0.15,magnitude,AB,n,n,,,,,,,1.0,n,,NOT/ALFOSC,GCN41980,,
