time,time_err,time_unit,band,flux_density,flux_density_err,flux_density_unit,mag_system,Gext_corr,upperlimit,Gext_Alambda,mag_Gextcor,mag_Gextcor_err,flux_density_Gextcor,flux_density_Gextcor_err,flux_density_Gextcor_unit,weights,discard,telescope,instrument,reference,comment,source
21614.0,,s,V,11.2,,magnitude,,n,y,,,,,,,1.0,n,,Pi of the Sky South,GCN12855,,
22003.0,,s,V,11.3,,magnitude,,n,y,,,,,,,1.0,n,,Pi of the Sky South,GCN12855,,
22033.0,,s,V,11.7,,magnitude,,n,y,,,,,,,1.0,n,,Pi of the Sky South,GCN12855,,
34266.0,,s,R,18.6,,magnitude,,n,n,,,,,,,1.0,n,,"0.6m Yock-Allen telescope, BOOTES-3",GCN12851,,
37866.0,,s,R,20.6,,magnitude,,n,y,,,,,,,1.0,n,,"0.6m Yock-Allen telescope, BOOTES-3",GCN12851,,
