time,time_err,time_unit,band,flux_density,flux_density_err,flux_density_unit,mag_system,Gext_corr,upperlimit,Gext_Alambda,mag_Gextcor,mag_Gextcor_err,flux_density_Gextcor,flux_density_Gextcor_err,flux_density_Gextcor_unit,weights,discard,telescope,instrument,reference,comment
12441.6,0.0,s,V,17.84,0.02,mag,Vega,y,n,0.6121263520411971,17.205873647958803,0.02,0.47607654964670015,0.008769654130724253,mJy,1.0,n,1.3m,MACHO,Dainotti2024;astro-ph9905306,
12441.6,0.0,s,R,17.54,0.02,mag,Vega,y,n,0.4609089250129475,17.25509107498705,0.02,0.4549773940775718,0.008380993322018356,mJy,1.0,n,1.3m,MACHO,Dainotti2024;astro-ph9905306,
13132.8,0.0,s,R,17.61,0.02,mag,Vega,y,n,0.4609089250129475,17.32509107498705,0.02,0.4265695186972757,0.007857700919023936,mJy,1.0,n,1.3m,MACHO,Dainotti2024;astro-ph9905306,
13132.8,0.0,s,V,17.88,0.02,mag,Vega,y,n,0.6121263520411971,17.245873647958803,0.02,0.4588563960162477,0.008452447178335876,mJy,1.0,n,1.3m,MACHO,Dainotti2024;astro-ph9905306,
13737.6,0.0,s,V,17.95,0.01,mag,Vega,y,n,0.6121263520411971,17.315873647958803,0.01,0.43020632353976923,0.0039623466699777845,mJy,1.0,n,1.3m,MACHO,Dainotti2024;astro-ph9905306,
13737.6,0.0,s,R,17.6,0.02,mag,Vega,y,n,0.4609089250129475,17.315091074987052,0.02,0.4305165178575664,0.007930407330452298,mJy,1.0,n,1.3m,MACHO,Dainotti2024;astro-ph9905306,
30468.0,0.0,s,R,19.2,0.3,mag,Vega,y,n,0.4609089250129475,18.91509107498705,0.3,0.0986256364742121,0.027251270439908475,mJy,1.0,n,1m,SAAO-CCD(STE3-STE4),Dainotti2024;310,
31332.0,0.0,s,R,19.11,0.02,mag,Vega,y,n,0.4609089250129475,18.82509107498705,0.02,0.10714941861112577,0.001973765232135656,mJy,1.0,n,1m,SAAO-CCD(STE3-STE4),Dainotti2024;313,
33924.0,0.0,s,R,19.17,0.02,mag,Vega,y,n,0.4609089250129475,18.885091074987052,0.02,0.10138876170858652,0.0018676500104585349,mJy,1.0,n,1m,SAAO-CCD(STE3-STE4),Dainotti2024;313,
34992.0,0.0,s,V,18.84,0.06,mag,Vega,y,n,0.6121263520411971,18.205873647958803,0.06,0.18952948814671922,0.010473786578146257,mJy,1.0,n,1.3m,MACHO,Dainotti2024;astro-ph9905306,
34992.0,0.0,s,R,18.53,0.07,mag,Vega,y,n,0.4609089250129475,18.24509107498705,0.07,0.1828057360843649,0.011785921359006546,mJy,1.0,n,1.3m,MACHO,Dainotti2024;astro-ph9905306,
35683.2,0.0,s,R,18.61,0.07,mag,Vega,y,n,0.4609089250129475,18.32509107498705,0.07,0.16982038413293946,0.010948724779748812,mJy,1.0,n,1.3m,MACHO,Dainotti2024;astro-ph9905306,
35683.2,0.0,s,V,18.9,0.08,mag,Vega,y,n,0.6121263520411971,18.265873647958802,0.08,0.17933984485906365,0.013214248107275036,mJy,1.0,n,1.3m,MACHO,Dainotti2024;astro-ph9905306,
36374.4,0.0,s,R,18.55,0.04,mag,Vega,y,n,0.4609089250129475,18.26509107498705,0.04,0.1794691553730794,0.006611888029028558,mJy,1.0,n,1.3m,MACHO,Dainotti2024;astro-ph9905306,
36374.4,0.0,s,V,18.98,0.05,mag,Vega,y,n,0.6121263520411971,18.345873647958804,0.05,0.16660068768439834,0.007672245198893046,mJy,1.0,n,1.3m,MACHO,Dainotti2024;astro-ph9905306,
36516.0,0.0,s,R,19.25,0.02,mag,Vega,y,n,0.4609089250129475,18.96509107498705,0.02,0.09418675162451777,0.001734984081985179,mJy,1.0,n,1m,SAAO-CCD(STE3-STE4),Dainotti2024;313,
51926.4,0.0,s,B,19.86,0.05,mag,Vega,y,n,0.7896998490965157,18.925300150903485,0.05,0.09770261518717147,0.004499371705530294,mJy,1.0,n,Yale(1m),Finger-Lakes-Instrument,Dainotti2024;astro-ph9905306,
52617.6,0.0,s,V,19.23,0.04,mag,Vega,y,n,0.6121263520411971,18.595873647958804,0.04,0.13233563015219932,0.0048754247881668406,mJy,1.0,n,Yale(1m),Finger-Lakes-Instrument,Dainotti2024;astro-ph9905306,
53740.8,0.0,s,R,18.9,0.04,mag,Vega,y,n,0.4609089250129475,18.61509107498705,0.04,0.13001390987654468,0.00478988945221765,mJy,1.0,n,Yale(1m),Finger-Lakes-Instrument,Dainotti2024;astro-ph9905306,
53796.0,0.0,s,R,19.61,0.01,mag,Vega,y,n,0.4609089250129475,19.32509107498705,0.01,0.06760671262947249,0.0006226808347478225,mJy,1.0,n,MPG-ESO(2.2m),WFI,Dainotti2024;313,
53968.8,0.0,s,I,18.5,0.0,mag,Vega,y,y,0.3220175146374626,18.59498248536254,,0.13244429464682594,,mJy,1.0,n,Warsaw(1.3m),OGLE-I,Dainotti2024;316,
53968.8,0.0,s,V,19.45,0.0,mag,Vega,y,y,0.6121263520411971,18.815873647958803,,0.10806294268491677,,mJy,1.0,n,Warsaw(1.3m),OGLE-I,Dainotti2024;316,
54064.8,0.0,s,R,18.949,0.022,mag,Vega,y,n,0.4609089250129475,18.664091074987052,0.022,0.12427673041447684,0.002518188172354044,mJy,1.0,n,Swope(1m),SITE3,Dainotti2024;astro-ph9905304,
54345.6,0.0,s,I,18.4,0.04,mag,Vega,y,n,0.3220175146374626,18.494982485362538,0.04,0.14522228128380824,0.005350186560874961,mJy,1.0,n,Yale(1m),Finger-Lakes-Instrument,Dainotti2024;astro-ph9905306,
54540.0,0.0,s,R,18.962,0.015,mag,Vega,y,n,0.4609089250129475,18.67709107498705,0.015,0.1227975830450378,0.0016965113050512143,mJy,1.0,n,Swope(1m),SITE3,Dainotti2024;astro-ph9905304,
54660.0,0.0,s,R,20.3,0.0,mag,Vega,y,y,0.4609089250129475,20.01509107498705,,0.03580880424152005,,mJy,1.0,n,Swope(1m),CISCO,Dainotti2024;318,
55382.4,0.0,s,V,19.39,0.05,mag,Vega,y,n,0.6121263520411971,18.755873647958804,0.05,0.11420280992657185,0.005259233754299136,mJy,1.0,n,Swope(1m),SITE3,Dainotti2024;astro-ph9905306,
55689.12,0.0,s,V,19.414,0.02,mag,Vega,y,n,0.6121263520411971,18.779873647958805,0.02,0.11170607432881134,0.002057701932371247,mJy,1.0,n,Swope(1m),SITE3,Dainotti2024;astro-ph9905304,
56147.03999999999,0.0,s,V,19.404,0.018,mag,Vega,y,n,0.6121263520411971,18.769873647958804,0.018,0.1127396779086496,0.0018690674525381281,mJy,1.0,n,Swope(1m),SITE3,Dainotti2024;astro-ph9905304,
56484.0,0.0,s,R,19.018,0.018,mag,Vega,y,n,0.4609089250129475,18.73309107498705,0.018,0.11662450647029736,0.001933472520549319,mJy,1.0,n,Swope(1m),SITE3,Dainotti2024;astro-ph9905304,
56950.56,0.0,s,R,19.031,0.017,mag,Vega,y,n,0.4609089250129475,18.74609107498705,0.017,0.11523643622269472,0.0018043235614697247,mJy,1.0,n,Swope(1m),SITE3,Dainotti2024;astro-ph9905304,
57369.6,0.0,s,I,18.61,0.05,mag,Vega,y,n,0.3220175146374626,18.70498248536254,0.05,0.11968321715512581,0.005511615834059239,mJy,1.0,n,Swope(1m),SITE3,Dainotti2024;astro-ph9905306,
57589.92,0.0,s,I,18.592,0.026,mag,Vega,y,n,0.3220175146374626,18.686982485362538,0.026,0.121683937615482,0.002913951256426354,mJy,1.0,n,Swope(1m),SITE3,Dainotti2024;astro-ph9905304,
58358.88,0.0,s,I,18.57,0.019,mag,Vega,y,n,0.3220175146374626,18.66498248536254,0.019,0.12417473869496064,0.0021730140570653993,mJy,1.0,n,Swope(1m),SITE3,Dainotti2024;astro-ph9905304,
58497.8,0.0,s,R,18.96,0.02,mag,Vega,y,n,0.4609089250129475,18.67509107498705,0.02,0.12302399301964945,0.002266185699261187,mJy,1.0,n,ANTU-VLT-UT1(8.2m),FORS1,Dainotti2024;astro-ph9906409,
58816.8,0.0,s,V,19.486,0.022,mag,Vega,y,n,0.6121263520411971,18.851873647958804,0.022,0.10453862649715984,0.002118239930527007,mJy,1.0,n,Swope(1m),SITE3,Dainotti2024;astro-ph9905304,
59309.27999999999,0.0,s,R,19.038,0.015,mag,Vega,y,n,0.4609089250129475,18.75309107498705,0.015,0.11449586933293528,0.0015818188916124653,mJy,1.0,n,Swope(1m),SITE3,Dainotti2024;astro-ph9905304,
59443.2,0.0,s,B,17.88,0.05,mag,Vega,y,n,0.7896998490965157,16.945300150903485,0.05,0.6052101298935466,0.027870956464437414,mJy,1.0,y,Yale(1m),Finger-Lakes-Instrument,Dainotti2024;astro-ph9905306,
59784.48,0.0,s,R,19.064,0.017,mag,Vega,y,n,0.4609089250129475,18.77909107498705,0.017,0.11178661844828225,0.0017503077683995497,mJy,1.0,n,Swope(1m),SITE3,Dainotti2024;astro-ph9905304,
60372.0,0.0,s,I,18.621,0.021,mag,Vega,y,n,0.3220175146374626,18.715982485362538,0.021,0.11847678340712273,0.0022915441528486512,mJy,1.0,n,Swope(1m),SITE3,Dainotti2024;astro-ph9905304,
