time,time_err,time_unit,band,flux_density,flux_density_err,flux_density_unit,mag_system,Gext_corr,upperlimit,Gext_Alambda,mag_Gextcor,mag_Gextcor_err,flux_density_Gextcor,flux_density_Gextcor_err,flux_density_Gextcor_unit,weights,discard,telescope,instrument,reference,comment
-469605.0,0.0,s,g,19.4,0.0,mag,AB,y,y,0.47951392009576393,18.920486079904233,,0.09813678290589178,,mJy,1.0,n,Oschin(1.2m),ZTF,Dainotti2024;arXiv2104.06352,
-467265.0,0.0,s,r,19.5,0.0,mag,AB,y,y,0.34495762788899453,19.155042372111005,,0.0790695559930657,,mJy,1.0,n,Oschin(1.2m),ZTF,Dainotti2024;arXiv2104.06352,
-381525.0,0.0,s,g,19.2,0.0,mag,AB,y,y,0.47951392009576393,18.720486079904234,,0.1179863638155238,,mJy,1.0,n,Oschin(1.2m),ZTF,Dainotti2024;arXiv2104.06352,
-377445.0,0.0,s,r,19.3,0.0,mag,AB,y,y,0.34495762788899453,18.955042372111006,,0.09506251503145283,,mJy,1.0,n,Oschin(1.2m),ZTF,Dainotti2024;arXiv2104.06352,
-30645.4,0.0,s,g,19.4,0.0,mag,AB,y,y,0.47951392009576393,18.920486079904233,,0.09813678290589178,,mJy,1.0,n,Oschin(1.2m),ZTF,Dainotti2024;arXiv2104.06352,
-30165.4,0.0,s,g,19.1,0.0,mag,AB,y,y,0.47951392009576393,18.620486079904236,,0.12936947536593885,,mJy,1.0,n,Oschin(1.2m),ZTF,Dainotti2024;arXiv2104.06352,
52814.61,0.0,s,g,19.45,0.13,mag,AB,y,n,0.47951392009576393,18.970486079904234,0.13,0.09371990009112174,0.01122149833306883,mJy,1.0,n,Oschin(1.2m),ZTF,Dainotti2024;arXiv2104.06352,
58814.61,0.0,s,r,19.23,0.11,mag,AB,y,n,0.34495762788899453,18.885042372111005,0.11,0.10139330980694078,0.010272535842394709,mJy,1.0,n,Oschin(1.2m),ZTF,Dainotti2024;arXiv2104.06352,
131654.61,0.0,s,g,20.04,0.16,mag,AB,y,n,0.47951392009576393,19.560486079904233,0.16,0.054429183186575913,0.008020980853072119,mJy,1.0,n,Oschin(1.2m),ZTF,Dainotti2024;arXiv2104.06352,
131714.61,0.0,s,g,20.19,0.22,mag,AB,y,n,0.47951392009576393,19.710486079904236,0.22,0.04740583678655724,0.00960572563329592,mJy,1.0,n,Oschin(1.2m),ZTF,Dainotti2024;arXiv2104.06352,
137174.61,0.0,s,r,19.95,0.16,mag,AB,y,n,0.34495762788899453,19.605042372111004,0.16,0.05224073758148829,0.00769847959053752,mJy,1.0,n,Oschin(1.2m),ZTF,Dainotti2024;arXiv2104.06352,
137234.61,0.0,s,r,20.32,0.22,mag,AB,y,n,0.34495762788899453,19.975042372111005,0.22,0.03715431853117175,0.007528486239140108,mJy,1.0,n,Oschin(1.2m),ZTF,Dainotti2024;arXiv2104.06352,
171417.6,0.0,s,r,20.5,0.3,mag,AB,y,n,0.34495762788899453,20.155042372111005,0.3,0.03147815721332068,0.008697736266517823,mJy,1.0,n,NEXT(0.6m),CCD,Dainotti2024;28846,
174269.0,0.0,s,r,20.8,0.2,mag,AB,y,n,0.34495762788899453,20.455042372111006,0.2,0.023878624165268158,0.004398605123532308,mJy,1.0,n,NEXT(0.6m),CCD,Dainotti2024;28846,
187434.0,0.0,s,G,19.0,0.0,mag,AB,y,y,0.3697330791569638,18.630266920843034,,0.1282092856980139,,mJy,1.0,n,RC-360,CCD,Dainotti2024;28875,orig_band=Clear
187434.43,0.0,s,R,19.0,0.0,mag,Vega,y,y,0.298900308868349,18.87709969113165,,0.10213777021153672,,mJy,1.0,n,RC-360,CCD,Dainotti2024;Alexei,
