time,time_err,time_unit,band,flux_density,flux_density_err,flux_density_unit,mag_system,Gext_corr,upperlimit,Gext_Alambda,mag_Gextcor,mag_Gextcor_err,flux_density_Gextcor,flux_density_Gextcor_err,flux_density_Gextcor_unit,weights,discard,telescope,instrument,reference,comment
167.85,8.014,s,10keV,4.50621092959009e-05,9.89884253090875e-06,Jy,,n,n,,,,,,,1.0,n,Swift,XRT,"UKSSDC Swift Burst Analyser (Evans+2007,2009)",
172.4600067138672,20.009994506835938,s,uvot-white,19.784648895263672,0.4503805935382843,mag,Vega,y,n,0.9279445510044575,19.656704344259214,0.4503805935382843,0.04981320797191945,0.020663308522015183,mJy,1.0,n,Swift,UVOT,"Roming et al. 2017, ApJS, 228, 13 (MAST HLSP uvotgrb, noc-db)",
181.96,7.963,s,10keV,3.55237964710709e-05,7.46130391570094e-06,Jy,,n,n,,,,,,,1.0,n,Swift,XRT,"UKSSDC Swift Burst Analyser (Evans+2007,2009)",
196.271,6.348,s,10keV,2.95890499821519e-05,6.34043525195528e-06,Jy,,n,n,,,,,,,1.0,n,Swift,XRT,"UKSSDC Swift Burst Analyser (Evans+2007,2009)",
198.82000732421875,4.9949951171875,s,uvot-white,19.160327911376953,0.5396990776062012,mag,Vega,y,n,0.9279445510044575,19.032383360372496,0.5396990776062012,0.08852642061491885,0.04400482118977857,mJy,1.0,n,Swift,UVOT,"Roming et al. 2017, ApJS, 228, 13 (MAST HLSP uvotgrb, noc-db)",
211.908,10.611,s,10keV,1.21846506321773e-05,2.74747143894147e-06,Jy,,n,n,,,,,,,1.0,n,Swift,XRT,"UKSSDC Swift Burst Analyser (Evans+2007,2009)",
221.4499969482422,20.01000213623047,s,uvot-white,19.433786392211914,0.33834582567214966,mag,Vega,y,n,0.9279445510044575,19.305841841207457,0.33834582567214966,0.06881601382040303,0.021444998254172835,mJy,1.0,n,Swift,UVOT,"Roming et al. 2017, ApJS, 228, 13 (MAST HLSP uvotgrb, noc-db)",
238.442,15.924,s,10keV,6.0400219932937e-06,1.29427524121856e-06,Jy,,n,n,,,,,,,1.0,n,Swift,XRT,"UKSSDC Swift Burst Analyser (Evans+2007,2009)",
260.005,10.152,s,10keV,5.32696143692442e-06,1.17173976963179e-06,Jy,,n,n,,,,,,,1.0,n,Swift,XRT,"UKSSDC Swift Burst Analyser (Evans+2007,2009)",
278.29998779296875,20.010009765625,s,uvot-v,19.078426361083984,0.5364123582839966,mag,Vega,y,n,0.5620751423984828,18.5063512186855,0.5364123582839966,0.14370959366766103,0.07100030533151268,mJy,1.0,n,Swift,UVOT,"Roming et al. 2017, ApJS, 228, 13 (MAST HLSP uvotgrb, noc-db)",
280.367,10.21,s,10keV,3.56134975717087e-06,7.99675157262754e-07,Jy,,n,n,,,,,,,1.0,n,Swift,XRT,"UKSSDC Swift Burst Analyser (Evans+2007,2009)",
295.746,5.531,s,10keV,1.03659908770321e-05,1.86680730812533e-06,Jy,,n,n,,,,,,,1.0,n,Swift,XRT,"UKSSDC Swift Burst Analyser (Evans+2007,2009)",
304.996,5.278,s,10keV,1.39163752814155e-05,2.35979038944267e-06,Jy,,n,n,,,,,,,1.0,n,Swift,XRT,"UKSSDC Swift Burst Analyser (Evans+2007,2009)",
315.355,7.455,s,10keV,1.18686473255864e-05,2.17901767319421e-06,Jy,,n,n,,,,,,,1.0,n,Swift,XRT,"UKSSDC Swift Burst Analyser (Evans+2007,2009)",
327.97,5.159,s,10keV,2.50238821761673e-05,4.45068847169199e-06,Jy,,n,n,,,,,,,1.0,n,Swift,XRT,"UKSSDC Swift Burst Analyser (Evans+2007,2009)",
337.424,5.445,s,10keV,3.93048121344945e-05,6.58127994307346e-06,Jy,,n,n,,,,,,,1.0,n,Swift,XRT,"UKSSDC Swift Burst Analyser (Evans+2007,2009)",
341.7099914550781,45.02500915527344,s,uvot-v,19.459331512451172,0.4911499321460724,mag,Vega,y,n,0.5620751423984828,18.887256370052686,0.4911499321460724,0.10118676253247282,0.04577343127557951,mJy,1.0,n,Swift,UVOT,"Roming et al. 2017, ApJS, 228, 13 (MAST HLSP uvotgrb, noc-db)",
349.518,8.395,s,10keV,2.42816111245293e-05,4.38863726750823e-06,Jy,,n,n,,,,,,,1.0,n,Swift,XRT,"UKSSDC Swift Burst Analyser (Evans+2007,2009)",
364.161,6.289,s,10keV,2.726333238338e-05,4.69866041165499e-06,Jy,,n,n,,,,,,,1.0,n,Swift,XRT,"UKSSDC Swift Burst Analyser (Evans+2007,2009)",
378.403,9.598,s,10keV,1.75324621889404e-05,3.11284362772096e-06,Jy,,n,n,,,,,,,1.0,n,Swift,XRT,"UKSSDC Swift Burst Analyser (Evans+2007,2009)",
397.107,10.952,s,10keV,5.58376349012851e-06,1.2661547097202e-06,Jy,,n,n,,,,,,,1.0,n,Swift,XRT,"UKSSDC Swift Burst Analyser (Evans+2007,2009)",
419.417,11.358,s,10keV,4.28285408008065e-06,9.395673885025e-07,Jy,,n,n,,,,,,,1.0,n,Swift,XRT,"UKSSDC Swift Burst Analyser (Evans+2007,2009)",
423.7200012207031,35.02000427246094,s,uvot-v,19.352066040039062,0.503757894039154,mag,Vega,y,n,0.5620751423984828,18.779990897640577,0.503757894039154,0.11169401173531086,0.05182358282056124,mJy,1.0,n,Swift,UVOT,"Roming et al. 2017, ApJS, 228, 13 (MAST HLSP uvotgrb, noc-db)",
439.604,8.979,s,10keV,9.17753085854761e-06,1.92060761669057e-06,Jy,,n,n,,,,,,,1.0,n,Swift,XRT,"UKSSDC Swift Burst Analyser (Evans+2007,2009)",
456.091,10.422,s,10keV,7.49571986072819e-06,1.64878821709197e-06,Jy,,n,n,,,,,,,1.0,n,Swift,XRT,"UKSSDC Swift Burst Analyser (Evans+2007,2009)",
472.701,9.481,s,10keV,5.23416135491666e-06,1.07966744744164e-06,Jy,,n,n,,,,,,,1.0,n,Swift,XRT,"UKSSDC Swift Burst Analyser (Evans+2007,2009)",
490.769,10.062,s,10keV,2.31199669077015e-06,5.21323440543932e-07,Jy,,n,n,,,,,,,1.0,n,Swift,XRT,"UKSSDC Swift Burst Analyser (Evans+2007,2009)",
525.43,40.59,s,10keV,6.95209800993956e-07,1.56760173009879e-07,Jy,,n,n,,,,,,,1.0,n,Swift,XRT,"UKSSDC Swift Burst Analyser (Evans+2007,2009)",
543.8499755859375,90.05499267578125,s,uvot-v,19.974369049072266,0.5271713733673096,mag,Vega,y,n,0.5620751423984828,19.40229390667378,0.5271713733673096,0.0629663742363406,0.030572868286662995,mJy,1.0,n,Swift,UVOT,"Roming et al. 2017, ApJS, 228, 13 (MAST HLSP uvotgrb, noc-db)",
653.993,87.972,s,10keV,1.86456929767723e-07,4.22241553606571e-08,Jy,,n,n,,,,,,,1.0,n,Swift,XRT,"UKSSDC Swift Burst Analyser (Evans+2007,2009)",
889.6900024414062,362.5050048828125,s,uvot-white,19.6474552154541,0.23191094398498535,mag,Vega,y,n,0.9279445510044575,19.519510664449644,0.23191094398498535,0.056522580771289875,0.012073103029715716,mJy,1.0,n,Swift,UVOT,"Roming et al. 2017, ApJS, 228, 13 (MAST HLSP uvotgrb, noc-db)",
904.833,163.3,s,10keV,4.37195466242019e-08,1.08466899424215e-08,Jy,,n,n,,,,,,,1.0,n,Swift,XRT,"UKSSDC Swift Burst Analyser (Evans+2007,2009)",
