time,time_err,time_unit,band,flux_density,flux_density_err,flux_density_unit,mag_system,Gext_corr,upperlimit,Gext_Alambda,mag_Gextcor,mag_Gextcor_err,flux_density_Gextcor,flux_density_Gextcor_err,flux_density_Gextcor_unit,weights,discard,telescope,instrument,reference,comment,source
1108.48,,s,uvot-uvw2,17.0,,magnitude,,n,y,,,,,,,1.0,n,,Swift/UVOT,GCN29787,,
1123.48,,s,uvot-v,17.0,,magnitude,,n,y,,,,,,,1.0,n,,Swift/UVOT,GCN29787,,
4398.48,,s,uvot-uvm2,19.4,,magnitude,,n,y,,,,,,,1.0,n,,Swift/UVOT,GCN29787,,
4598.48,,s,uvot-uvw1,19.3,,magnitude,,n,y,,,,,,,1.0,n,,Swift/UVOT,GCN29787,,
4813.48,,s,uvot-u,19.9,,magnitude,,n,y,,,,,,,1.0,n,,Swift/UVOT,GCN29787,,
5018.48,,s,uvot-b,19.7,,magnitude,,n,y,,,,,,,1.0,n,,Swift/UVOT,GCN29787,,
6174.48,,s,r,21.5,0.2,magnitude,AB,n,n,,,,,,,1.0,n,,D50,GCN29780,,
22718.48,,s,H,20.17,0.15,magnitude,AB,n,n,,,,,,,1.0,n,,RATIR,GCN29784,,
22718.48,,s,J,20.24,0.11,magnitude,AB,n,n,,,,,,,1.0,n,,RATIR,GCN29784,,
22718.48,,s,Y,21.14,0.18,magnitude,AB,n,n,,,,,,,1.0,n,,RATIR,GCN29784,,
22718.48,,s,Z,22.07,0.27,magnitude,AB,n,n,,,,,,,1.0,n,,RATIR,GCN29784,,
22718.48,,s,i,22.49,0.14,magnitude,AB,n,n,,,,,,,1.0,n,,RATIR,GCN29784,,
22718.48,,s,r,23.79,0.3,magnitude,AB,n,n,,,,,,,1.0,n,,RATIR,GCN29784,,
47213.48,,s,g,19.3,,magnitude,AB,n,y,,,,,,,1.0,n,,MITSuME 50cm Akeno,GCN29805,,
47213.48,,s,Rc,19.6,,magnitude,AB,n,y,,,,,,,1.0,n,,MITSuME 50cm Akeno,GCN29805,,
47213.48,,s,Ic,19.0,,magnitude,AB,n,y,,,,,,,1.0,n,,MITSuME 50cm Akeno,GCN29805,,
