time,time_err,time_unit,mjd,band,flux_density,flux_density_err,flux_density_unit,mag_system,Gext_corr,upperlimit,Gext_Alambda,mag_Gextcor,mag_Gextcor_err,flux_density_Gextcor,flux_density_Gextcor_err,flux_density_Gextcor_unit,weights,discard,telescope,instrument,reference,comment,source
0.0,,s,59324.07537037037,R,20.4,0.15,magnitude,,n,y,,,,,,,1.0,n,,Montarrenti 0.53m RC + U47,GCN29842,,
5584.0,,s,59324.14,r,23.6,,magnitude,,n,y,,,,,,,1.0,n,,RATIR,GCN29843,,
5584.0,,s,59324.14,i,23.53,,magnitude,,n,y,,,,,,,1.0,n,,RATIR,GCN29843,,
5584.0,,s,59324.14,Z,22.31,,magnitude,,n,y,,,,,,,1.0,n,,RATIR,GCN29843,,
5584.0,,s,59324.14,Y,20.1,,magnitude,,n,y,,,,,,,1.0,n,,RATIR,GCN29843,,
5584.0,,s,59324.14,J,22.21,,magnitude,,n,y,,,,,,,1.0,n,,RATIR,GCN29843,,
5584.0,,s,59324.14,H,21.87,,magnitude,,n,y,,,,,,,1.0,n,,RATIR,GCN29843,,
35368.0,,s,59324.484722222216,g,19.6,,magnitude,AB,n,y,,,,,,,1.0,n,,MITSuME 50cm Akeno,GCN29859,,
35368.0,,s,59324.484722222216,Rc,19.9,,magnitude,AB,n,y,,,,,,,1.0,n,,MITSuME 50cm Akeno,GCN29859,,
35368.0,,s,59324.484722222216,Ic,19.3,,magnitude,AB,n,y,,,,,,,1.0,n,,MITSuME 50cm Akeno,GCN29859,,
