time,time_err,time_unit,band,flux_density,flux_density_err,flux_density_unit,mag_system,Gext_corr,upperlimit,Gext_Alambda,mag_Gextcor,mag_Gextcor_err,flux_density_Gextcor,flux_density_Gextcor_err,flux_density_Gextcor_unit,weights,discard,telescope,instrument,reference,comment
235.0,,s,R,14.5,,mag,,n,y,,,,,,,1.0,n,,BOOTES-1,GCN4379,
236.0,,s,R,14.0,,mag,,n,y,,,,,,,1.0,n,,TAROT,GCN4386,
302.0,,s,R,18.2,,mag,,n,y,,,,,,,1.0,n,,TAROT,GCN4386,
307.0,,s,R,16.0,,mag,,n,y,,,,,,,1.0,n,,BOOTES-1,GCN4379,
309.871,22.599,s,10keV,3.07595963166301e-06,7.98391655428536e-07,Jy,,n,n,,,,,,,1.0,n,Swift,XRT,"UKSSDC Swift Burst Analyser (Evans+2007,2009)",
339.0,,s,R,18.2,,mag,,n,y,,,,,,,1.0,n,,TAROT,GCN4386,
353.0,,s,R,16.5,,mag,,n,y,,,,,,,1.0,n,,BOOTES-1,GCN4379,
513.757,5947.526,s,10keV,1.77432707362408e-08,3.80209624889769e-09,Jy,,n,n,,,,,,,1.0,n,Swift,XRT,"UKSSDC Swift Burst Analyser (Evans+2007,2009)",
665.0,,s,R,18.5,,mag,,n,y,,,,,,,1.0,n,,BOOTES-1,GCN4379,
19660.0,,s,R,21.8,,mag,,n,n,,,,,,,1.0,n,,MDM 1.3m,GCN4381,
525688.0,,s,8.46GHz,0.031,,mJy,,n,y,,,,,,,1.0,n,,VLA,GCN4417,
