time,time_err,time_unit,mjd,band,flux_density,flux_density_err,flux_density_unit,mag_system,Gext_corr,upperlimit,Gext_Alambda,mag_Gextcor,mag_Gextcor_err,flux_density_Gextcor,flux_density_Gextcor_err,flux_density_Gextcor_unit,weights,discard,telescope,instrument,reference,comment,source
63.0,,s,54261.87047453704,R,15.1,,magnitude,,n,y,,,,,,,1.0,n,,Watcher 40cm,GCN6500,,
66.0,,s,54261.87050925926,R,15.8,,magnitude,,n,y,,,,,,,1.0,n,,TAROT 25cm,GCN6513,,
67.0,,s,54261.870520833334,w,19.0,0.4,magnitude,,n,n,,,,,,,1.0,n,,OPTIMA-Burst/Skinakas 1.3m,GCN6492,,
118.0,,s,54261.87111111111,R,16.7,,magnitude,,n,y,,,,,,,1.0,n,,TAROT 25cm,GCN6513,,
245.0,,s,54261.87258101852,R,18.1,,magnitude,,n,y,,,,,,,1.0,n,,TAROT 25cm,GCN6513,,
322.0,,s,54261.87347222222,R,17.5,,magnitude,,n,y,,,,,,,1.0,n,,Watcher 40cm,GCN6500,,
727.0,,s,54261.878159722226,Ic,19.7,,magnitude,,n,y,,,,,,,1.0,n,,Tautenburg 1.34m Schmidt,GCN6505,,
1048.0,,s,54261.881875,Ic,20.2,,magnitude,,n,y,,,,,,,1.0,n,,Tautenburg 1.34m Schmidt,GCN6505,,
1918.0,,s,54261.89194444445,Rc,21.2,,magnitude,,n,y,,,,,,,1.0,n,,Tautenburg 1.34m Schmidt,GCN6505,,
2884.0,,s,54261.903125000004,Ic,20.4,,magnitude,,n,y,,,,,,,1.0,n,,Tautenburg 1.34m Schmidt,GCN6505,,
3131.0,,s,54261.9059837963,w,19.4,,magnitude,,n,y,,,,,,,1.0,n,,Swift/UVOT,GCN6493,,
3143.0,,s,54261.906122685185,Ic,19.36,0.15,magnitude,,n,n,,,,,,,1.0,n,,Tautenburg 1.34m Schmidt,GCN6505,,
3476.0,,s,54261.90997685185,Ic,20.5,,magnitude,,n,y,,,,,,,1.0,n,,Tautenburg 1.34m Schmidt,GCN6505,,
3833.0,,s,54261.9141087963,Rc,21.3,,magnitude,,n,y,,,,,,,1.0,n,,Tautenburg 1.34m Schmidt,GCN6505,,
4004.0,,s,54261.91608796296,Rc,20.89,0.2,magnitude,,n,n,,,,,,,1.0,n,,Tautenburg 1.34m Schmidt,GCN6505,,
4174.0,,s,54261.91805555556,Rc,21.78,0.5,magnitude,,n,n,,,,,,,1.0,n,,Tautenburg 1.34m Schmidt,GCN6505,,
40080.0,,s,54262.33363425926,R,19.8,0.2,magnitude,,n,y,,,,,,,1.0,n,,SARA 0.9m,GCN6507,,
56494.0,,s,54262.523611111115,g,18.7,,magnitude,,n,y,,,,,,,1.0,n,,MITSuME 50cm,GCN6512,,
56494.0,,s,54262.523611111115,Rc,19.0,,magnitude,,n,y,,,,,,,1.0,n,,MITSuME 50cm,GCN6512,,
56494.0,,s,54262.523611111115,Ic,19.0,,magnitude,,n,y,,,,,,,1.0,n,,MITSuME 50cm,GCN6512,,
85812.0,,s,54262.86293981482,I,19.2,,magnitude,,n,n,,,,,,,1.0,n,,OPTIMA-Burst/Skinakas 1.3m,GCN6508,,
86700.0,,s,54262.87321759259,I,17.0,,magnitude,,n,n,,,,,,,1.0,n,,OPTIMA-Burst/Skinakas 1.3m,GCN6508,,
88391.0,,s,54262.892789351856,I,20.7,,magnitude,,n,n,,,,,,,1.0,n,,OPTIMA-Burst/Skinakas 1.3m,GCN6508,,
88733.0,,s,54262.89674768518,I,21.2,,magnitude,,n,n,,,,,,,1.0,n,,OPTIMA-Burst/Skinakas 1.3m,GCN6508,,
90994.0,,s,54262.92291666667,I,18.0,,magnitude,,n,n,,,,,,,1.0,n,,OPTIMA-Burst/Skinakas 1.3m,GCN6508,,
91654.0,,s,54262.930555555555,I,17.4,,magnitude,,n,n,,,,,,,1.0,n,,OPTIMA-Burst/Skinakas 1.3m,GCN6508,,
92854.0,,s,54262.944444444445,I,17.6,,magnitude,,n,n,,,,,,,1.0,n,,OPTIMA-Burst/Skinakas 1.3m,GCN6508,,
131669.0,,s,54263.39369212963,R,21.16,0.4,magnitude,,n,y,,,,,,,1.0,n,,SARA 0.9m,GCN6536,,
176599.0,,s,54263.91371527778,w,18.9,,magnitude,,n,n,,,,,,,1.0,n,,OPTIMA-Burst/Skinakas 1.3m,GCN6532,,
178247.0,,s,54263.93278935186,w,18.7,,magnitude,,n,n,,,,,,,1.0,n,,OPTIMA-Burst/Skinakas 1.3m,GCN6532,,
178447.0,,s,54263.93510416667,w,18.4,,magnitude,,n,n,,,,,,,1.0,n,,OPTIMA-Burst/Skinakas 1.3m,GCN6532,,
178908.0,,s,54263.94043981482,w,19.2,,magnitude,,n,n,,,,,,,1.0,n,,OPTIMA-Burst/Skinakas 1.3m,GCN6532,,
213354.0,,s,54264.33912037037,R,20.9,0.3,magnitude,,n,y,,,,,,,1.0,n,,Super-LOTIS,GCN6536,,
256954.0,,s,54264.84375,w,21.4,,magnitude,,n,y,,,,,,,1.0,n,,OPTIMA-Burst/Skinakas 1.3m,GCN6532,,
262980.0,,s,54264.91349537037,0.61GHz,0.3,0.15,mJy,,n,y,,,,,,,1.0,n,,GMRT,GCN6559,,
406066.0,,s,54266.56958333334,8.46GHz,0.08,0.1,mJy,,n,y,,,,,,,1.0,n,,VLA,GCN6539,,
