time,time_err,time_unit,band,flux_density,flux_density_err,flux_density_unit,mag_system,Gext_corr,upperlimit,Gext_Alambda,mag_Gextcor,mag_Gextcor_err,flux_density_Gextcor,flux_density_Gextcor_err,flux_density_Gextcor_unit,weights,discard,telescope,instrument,reference,comment
61130.0,,s,uvot-uvm2,20.31,,mag,,n,y,,,,,,,1.0,n,,Swift/UVOT,GCN8262,
63898.5,0.0,s,uvot-uvm2,20.31,0.0,mag,Vega,y,y,3.230732211124505,18.769267788875496,,0.11280260610303679,,mJy,1.0,n,Swift,UVOT,Dainotti2024;8262,
65034.553,3898.954,s,10keV,2.0083815502722e-08,5.27839142960223e-09,Jy,,n,n,,,,,,,1.0,n,Swift,XRT,"UKSSDC Swift Burst Analyser (Evans+2007,2009)",
66675.0,,s,uvot-uvw1,20.34,,mag,,n,y,,,,,,,1.0,n,,Swift/UVOT,GCN8262,
66734.136,778.447,s,10keV,1.86470607642149e-08,3.58460006768788e-09,Jy,,n,n,,,,,,,1.0,n,Swift,XRT,"UKSSDC Swift Burst Analyser (Evans+2007,2009)",
67096.0,0.0,s,uvot-uvw1,20.34,0.0,mag,Vega,y,y,2.3035928500755913,19.54640714992441,,0.05513957177227489,,mJy,1.0,n,Swift,UVOT,Dainotti2024;8262,
71848.902,409.636,s,10keV,2.09513679634191e-08,5.51186952752329e-09,Jy,,n,n,,,,,,,1.0,n,Swift,XRT,"UKSSDC Swift Burst Analyser (Evans+2007,2009)",
72689.623,535.774,s,10keV,2.566442559348e-08,5.01582817408614e-09,Jy,,n,n,,,,,,,1.0,n,Swift,XRT,"UKSSDC Swift Burst Analyser (Evans+2007,2009)",
94655.0,,s,uvot-uvm2,20.2,,mag,,n,y,,,,,,,1.0,n,,Swift/UVOT,GCN8262,
95105.0,0.0,s,uvot-uvm2,20.2,0.0,mag,Vega,y,y,3.230732211124505,18.659267788875496,,0.12483004680828491,,mJy,1.0,n,Swift,UVOT,Dainotti2024;8262,
95562.0,,s,uvot-uvw1,20.38,,mag,,n,y,,,,,,,1.0,n,,Swift/UVOT,GCN8262,
95973.459,1323.467,s,10keV,9.70675635929355e-09,2.00869883862928e-09,Jy,,n,n,,,,,,,1.0,n,Swift,XRT,"UKSSDC Swift Burst Analyser (Evans+2007,2009)",
96012.0,0.0,s,uvot-uvw1,20.38,0.0,mag,Vega,y,y,2.3035928500755913,19.58640714992441,,0.05314511962431566,,mJy,1.0,n,Swift,UVOT,Dainotti2024;8262,
96015.0,,s,Ks,18.6,0.5,mag,,n,n,,,,,,,1.0,n,,IRSF/SIRIUS,GCN8274,
96469.0,,s,uvot-u,19.99,,mag,,n,y,,,,,,,1.0,n,,Swift/UVOT,GCN8262,
