time,time_err,time_unit,band,flux_density,flux_density_err,flux_density_unit,mag_system,Gext_corr,upperlimit,Gext_Alambda,mag_Gextcor,mag_Gextcor_err,flux_density_Gextcor,flux_density_Gextcor_err,flux_density_Gextcor_unit,weights,discard,telescope,instrument,reference,comment,source
3240.22,,s,w,20.2,,magnitude,Vega,n,y,,,,,,,1.0,n,,Swift/UVOT,GCN22912,,
3240.22,,s,w,20.8,,magnitude,Vega,n,y,,,,,,,1.0,n,,Swift/UVOT,GCN22912,,
3975.22,,s,uvot-v,18.9,,magnitude,Vega,n,y,,,,,,,1.0,n,,Swift/UVOT,GCN22912,,
4095.22,,s,R,21.3,,magnitude,,n,y,,,,,,,1.0,n,,Zeiss-1000 1-m,GCN22913,,
4180.22,,s,uvot-uvm2,20.1,,magnitude,Vega,n,y,,,,,,,1.0,n,,Swift/UVOT,GCN22912,,
4385.22,,s,uvot-uvw1,20.5,,magnitude,Vega,n,y,,,,,,,1.0,n,,Swift/UVOT,GCN22912,,
4590.22,,s,uvot-u,21.0,,magnitude,Vega,n,y,,,,,,,1.0,n,,Swift/UVOT,GCN22912,,
4795.22,,s,uvot-b,20.5,,magnitude,Vega,n,y,,,,,,,1.0,n,,Swift/UVOT,GCN22912,,
5205.22,,s,uvot-uvw2,20.4,,magnitude,Vega,n,y,,,,,,,1.0,n,,Swift/UVOT,GCN22912,,
14655.2,,s,Rc,23.5,,magnitude,,n,y,,,,,,,1.0,n,,RTT150/TFOSC,GCN22929,,
43749.2,,s,i,23.07,,magnitude,AB,n,y,,,,,,,1.0,n,,RATIR,GCN22911,,
43749.2,,s,r,23.2,,magnitude,AB,n,y,,,,,,,1.0,n,,RATIR,GCN22911,,
