time,time_err,time_unit,mjd,band,flux_density,flux_density_err,flux_density_unit,mag_system,Gext_corr,upperlimit,Gext_Alambda,mag_Gextcor,mag_Gextcor_err,flux_density_Gextcor,flux_density_Gextcor_err,flux_density_Gextcor_unit,weights,discard,telescope,instrument,reference,comment,source
50724.0,,s,54701.11736111111,r,21.5,,magnitude,,n,y,,,,,,,1.0,n,,INT 2.5m,GCN8121,,
53760.0,,s,54701.1525,4.8GHz,0.013000000000000001,0.033,mJy,,n,n,,,,,,,1.0,n,,WSRT,GCN8125,,
53760.0,,s,54701.1525,4.8GHz,0.099,,mJy,,n,y,,,,,,,1.0,n,,WSRT,GCN8125,,
81855.0,,s,54701.47767361111,R,20.5,,magnitude,,n,y,,,,,,,1.0,n,,MDM 2.4m,GCN8129,,
94164.0,,s,54701.62013888889,2GHz,0.04,,mJy,,n,y,,,,,,,1.0,n,,GBT/Pulsar Spigot,GCN8134,,
116710.0,,s,54701.88108796296,R,19.0,,magnitude,,n,y,,,,,,,1.0,n,,Astrotel-Caucasus 30-cm,GCN8127,,
161064.0,,s,54702.39444444444,8GHz,0.075,,mJy,,n,y,,,,,,,1.0,n,,VLA,GCN8130,,
162684.0,,s,54702.413194444445,R,17.16,,magnitude,,n,n,,,,,,,1.0,n,,MDM 2.4m,GCN8129,,
166284.0,,s,54702.45486111111,R,17.35,,magnitude,,n,n,,,,,,,1.0,n,,MDM 2.4m,GCN8129,,
169524.0,,s,54702.49236111111,R,23.0,,magnitude,,n,y,,,,,,,1.0,n,,MDM 2.4m,GCN8129,,
213384.0,,s,54703.0,Ks,19.2,0.2,magnitude,,n,n,,,,,,,1.0,n,,WHT/LIRIS,GCN8159,,
229340.0,,s,54703.18467592592,I,23.3,0.4,magnitude,,n,n,,,,,,,1.0,n,,BTA-6m/SCORPIO,GCN8160,,
233184.0,,s,54703.229166666664,0.618GHz,0.7,,mJy,,n,y,,,,,,,1.0,n,,GMRT,GCN8147,,
252624.0,,s,54703.45416666666,1.43GHz,14.0,0.8,mJy,,n,n,,,,,,,1.0,n,,VLA,GCN8130,,
252624.0,,s,54703.45416666666,8.46GHz,3.0,0.1,mJy,,n,n,,,,,,,1.0,n,,VLA,GCN8130,,
256584.0,,s,54703.5,8.46GHz,-0.012,0.023,mJy,,n,y,,,,,,,1.0,n,,VLA,GCN8154,,
256584.0,,s,54703.5,1.43GHz,0.043000000000000003,0.4,mJy,,n,y,,,,,,,1.0,n,,VLA,GCN8154,,
385096.0,,s,54704.9874074074,I,22.8,,magnitude,,n,y,,,,,,,1.0,n,,CrAO Shajn telescope,GCN8461,,
417744.0,,s,54705.365277777775,22GHz,1.5,,mJy,,n,y,,,,,,,1.0,n,,VLA,GCN8155,,
417744.0,,s,54705.365277777775,4.8GHz,0.15,,mJy,,n,y,,,,,,,1.0,n,,VLA,GCN8155,,
417744.0,,s,54705.365277777775,14GHz,1.0,,mJy,,n,y,,,,,,,1.0,n,,VLA,GCN8155,,
417744.0,,s,54705.365277777775,85GHz,0.2,,mJy,,n,y,,,,,,,1.0,n,,VLA,GCN8155,,
472524.0,,s,54705.99930555555,I,23.6,,magnitude,,n,y,,,,,,,1.0,n,,CrAO Shajn telescope,GCN8461,,
580152.0,,s,54707.244999999995,K,19.5,,magnitude,,n,y,,,,,,,1.0,n,,WHT/LIRIS,GCN8162,,
742584.0,,s,54709.125,K,19.1,0.1,magnitude,,n,n,,,,,,,1.0,n,,WHT/LIRIS,GCN8164,,
771924.0,,s,54709.464583333334,4.8GHz,0.1,,mJy,,n,y,,,,,,,1.0,n,,VLA,GCN8168,,
868584.0,,s,54710.58333333333,K,19.1,0.1,magnitude,,n,n,,,,,,,1.0,n,,Gemini-N/NIRI,GCN8164,,
948562.0,,s,54711.509004629625,i,23.5,0.4,magnitude,,n,n,,,,,,,1.0,n,,Large Format Camera / Palomar Hale 5m,GCN8229,,
