time,time_err,time_unit,mjd,band,flux_density,flux_density_err,flux_density_unit,mag_system,Gext_corr,upperlimit,Gext_Alambda,mag_Gextcor,mag_Gextcor_err,flux_density_Gextcor,flux_density_Gextcor_err,flux_density_Gextcor_unit,weights,discard,telescope,instrument,reference,comment,source
25883.0,,s,60148.493125,Rc,17.8,,magnitude,AB,n,y,,,,,,,1.0,n,,MITSuME 50cm Akeno,GCN34268,,
25883.0,,s,60148.493125,g,18.0,,magnitude,AB,n,y,,,,,,,1.0,n,,MITSuME 50cm Akeno,GCN34268,,
25883.0,,s,60148.493125,Ic,17.6,,magnitude,AB,n,y,,,,,,,1.0,n,,MITSuME 50cm Akeno,GCN34268,,
25883.0,,s,60148.493125,Ic,17.1,0.2,magnitude,AB,n,n,,,,,,,1.0,n,,MITSuME 50cm Akeno,GCN34268,,
25937.0,,s,60148.49375,5.5GHz,0.15,,mJy,,n,y,,,,,,,1.0,n,,ATCA,GCN34267,,
25937.0,,s,60148.49375,90GHz,0.09,,mJy,,n,y,,,,,,,1.0,n,,ATCA,GCN34267,,
26848.0,,s,60148.50429398149,Ic,18.2,,magnitude,AB,n,y,,,,,,,1.0,n,,MITSuME 50cm Akeno,GCN34268,,
26848.0,,s,60148.50429398149,Rc,18.5,,magnitude,AB,n,y,,,,,,,1.0,n,,MITSuME 50cm Akeno,GCN34268,,
26848.0,,s,60148.50429398149,g,18.6,,magnitude,AB,n,y,,,,,,,1.0,n,,MITSuME 50cm Akeno,GCN34268,,
28622.0,,s,60148.52482638889,Ic,19.6,0.1,magnitude,AB,n,n,,,,,,,1.0,n,,Murikabushi 105cm/MITSuME,GCN34295,,
28622.0,,s,60148.52482638889,Ic,20.1,,magnitude,AB,n,y,,,,,,,1.0,n,,Murikabushi 105cm/MITSuME,GCN34295,,
28622.0,,s,60148.52482638889,g,20.5,0.2,magnitude,AB,n,n,,,,,,,1.0,n,,Murikabushi 105cm/MITSuME,GCN34295,,
28622.0,,s,60148.52482638889,Rc,19.4,0.1,magnitude,AB,n,n,,,,,,,1.0,n,,Murikabushi 105cm/MITSuME,GCN34295,,
28622.0,,s,60148.52482638889,Rc,21.2,,magnitude,AB,n,y,,,,,,,1.0,n,,Murikabushi 105cm/MITSuME,GCN34295,,
29192.0,,s,60148.531423611115,g,19.0,,magnitude,AB,n,y,,,,,,,1.0,n,,MITSuME 50cm Akeno,GCN34268,,
29192.0,,s,60148.531423611115,Rc,18.5,,magnitude,AB,n,y,,,,,,,1.0,n,,MITSuME 50cm Akeno,GCN34268,,
29192.0,,s,60148.531423611115,Ic,18.0,,magnitude,AB,n,y,,,,,,,1.0,n,,MITSuME 50cm Akeno,GCN34268,,
52856.0,,s,60148.8053125,G,20.0,,magnitude,,n,y,,,,,,,1.0,n,,"0.35m SC + SBIG ST10XME, Nastro Verde Observatory",GCN34253,,
57317.0,,s,60148.85694444445,i,22.4,,magnitude,,n,n,,,,,,,1.0,n,,CAFOS/2.2m CAHA,GCN34241,,
57317.0,,s,60148.85694444445,i,23.0,,magnitude,,n,y,,,,,,,1.0,n,,CAFOS/2.2m CAHA,GCN34241,,
58517.0,,s,60148.870833333334,I,19.25,,magnitude,AB,n,y,,,,,,,1.0,n,,T120cm OHP,GCN34247,,
58517.0,,s,60148.870833333334,r,21.0,,magnitude,AB,n,y,,,,,,,1.0,n,,MISTRAL/T193cm OHP,GCN34247,,
59694.0,,s,60148.884456018524,R,20.83,0.14,magnitude,,n,y,,,,,,,1.0,n,,"0.53m RC + U47 CCD, Montarrenti Observatory",GCN34252,,
60737.0,,s,60148.89652777778,G,19.9,,magnitude,,n,y,,,,,,,1.0,n,,"0.25m RC, Leavitt Observatory",GCN34254,,
