time,time_err,time_unit,band,flux_density,flux_density_err,flux_density_unit,mag_system,Gext_corr,upperlimit,Gext_Alambda,mag_Gextcor,mag_Gextcor_err,flux_density_Gextcor,flux_density_Gextcor_err,flux_density_Gextcor_unit,weights,discard,telescope,instrument,reference,comment
326.0,0.0,s,G,15.45,0.17,mag,Vega,y,n,0.16202978103643598,15.487970218963563,0.17,2.316531239958437,0.3627127004396651,mJy,1.0,n,ART(20cm),CCD,Dainotti2024;https://www.nature.com/articles/nature01504,unfilter
567.0,0.0,s,G,15.543,0.044,mag,Vega,y,n,0.16202978103643598,15.580970218963563,0.044,2.1263666948653843,0.08617206846751452,mJy,1.0,n,Oschin(1.2m),NEAT,Dainotti2024;https://www.nature.com/articles/nature01504,unfilter
721.0,0.0,s,G,15.594,0.068,mag,Vega,y,n,0.16202978103643598,15.631970218963563,0.068,2.0287949787480364,0.1270640676347341,mJy,1.0,n,Oschin(1.2m),NEAT,Dainotti2024;https://www.nature.com/articles/nature01504,unfilter
1028.0,0.0,s,G,15.886,0.059,mag,Vega,y,n,0.16202978103643598,15.923970218963563,0.059,1.5503800143184738,0.08424921306291647,mJy,1.0,n,Oschin(1.2m),NEAT,Dainotti2024;https://www.nature.com/articles/nature01504,unfilter
2295.5,0.0,s,Rc,16.86,0.53,mag,Vega,y,n,0.1389904010627088,16.897009598937288,0.53,0.6327358028167605,0.3088687418023324,mJy,1.0,n,30cm,CCD,Dainotti2024;astro-ph0303119,
2451.0,0.0,s,G,16.39,0.18,mag,Vega,y,n,0.16202978103643598,16.427970218963562,0.18,0.97462637813495,0.16157953220632662,mJy,1.0,n,ART(20cm),CCD,Dainotti2024;https://www.nature.com/articles/nature01504,unfilter
2715.6,0.0,s,Rc,16.45,0.35,mag,Vega,y,n,0.1389904010627088,16.487009598937288,0.35,0.9230440121358605,0.29755423355300264,mJy,1.0,n,30cm,CCD,Dainotti2024;astro-ph0303119,
3212.7,0.0,s,Rc,16.36,0.38,mag,Vega,y,n,0.1389904010627088,16.397009598937288,0.38,1.0028186665106995,0.350979447497523,mJy,1.0,n,30cm,CCD,Dainotti2024;astro-ph0303119,
3800.7,0.0,s,Rc,16.6,0.38,mag,Vega,y,n,0.1389904010627088,16.63700959893729,0.38,0.8039377264973122,0.28137252375869176,mJy,1.0,n,30cm,CCD,Dainotti2024;astro-ph0303119,
6293.1,0.0,s,Rc,16.37,0.19,mag,Vega,y,n,0.1389904010627088,16.40700959893729,0.19,0.993624769713567,0.17388082429067966,mJy,1.0,n,30cm,CCD,Dainotti2024;astro-ph0303119,
