time,time_err,time_unit,band,flux_density,flux_density_err,flux_density_unit,mag_system,Gext_corr,upperlimit,Gext_Alambda,mag_Gextcor,mag_Gextcor_err,flux_density_Gextcor,flux_density_Gextcor_err,flux_density_Gextcor_unit,weights,discard,telescope,instrument,reference,comment
523.0,0.0,s,uvot-white,19.5,0.0,mag,Vega,y,y,0.1346949392860415,20.16530506071396,,0.031182018482615554,,mJy,1.0,n,Swift,UVOT,Dainotti2024;27783,
614.5,0.0,s,uvot-v,17.2,0.0,mag,Vega,y,y,0.0815875012117972,17.1084124987882,,0.5207883366495928,,mJy,1.0,n,Swift,UVOT,Dainotti2024;27783,
24192.0,0.0,s,G,18.1,0.0,mag,AB,y,y,0.07470857580882057,18.02529142419118,,0.22382555973598836,,mJy,1.0,n,BOOTES-3-YA(60cm),EMCCD,Dainotti2024;arXiv2008.08593,orig_band=Clear
26178.0,0.0,s,G,18.2,0.0,mag,Vega,y,y,0.07470857580882057,18.325291424191178,,0.16978905033407607,,mJy,1.0,n,BOOTES-3-YA(60cm),EMCCD,Dainotti2024;AlbertoCastroTirado,orig_band=clear
52448.0,0.0,s,G,17.1,0.0,mag,Vega,y,y,0.07470857580882057,17.22529142419118,,0.4676378759426405,,mJy,1.0,n,MASTER-SAAO(2X0.4m),VWF-2,Dainotti2024;27789,orig_band=Clear
52448.0,0.0,s,G,17.4,0.0,mag,Vega,y,y,0.07470857580882057,17.525291424191177,,0.35473960592436715,,mJy,1.0,n,MASTER-SAAO(2X0.4m),VWF-2,Dainotti2024;27789,orig_band=Clear
53065.0,0.0,s,G,16.4,0.0,mag,Vega,y,y,0.07470857580882057,16.525291424191177,,0.891065602840474,,mJy,1.0,n,MASTER-SAAO(2X0.4m),VWF-2,Dainotti2024;27789,orig_band=Clear
53065.0,0.0,s,G,17.3,0.0,mag,Vega,y,y,0.07470857580882057,17.42529142419118,,0.3889642432044936,,mJy,1.0,n,MASTER-SAAO(2X0.4m),VWF-2,Dainotti2024;27789,orig_band=Clear
53265.0,0.0,s,G,16.9,0.0,mag,Vega,y,y,0.07470857580882057,17.025291424191177,,0.5622243865258677,,mJy,1.0,n,MASTER-SAAO(2X0.4m),VWF-2,Dainotti2024;27789,orig_band=Clear
53265.0,0.0,s,G,16.4,0.0,mag,Vega,y,y,0.07470857580882057,16.525291424191177,,0.891065602840474,,mJy,1.0,n,MASTER-SAAO(2X0.4m),VWF-2,Dainotti2024;27789,orig_band=Clear
55058.0,0.0,s,G,19.3,0.0,mag,Vega,y,y,0.07470857580882057,19.42529142419118,,0.06164667811655911,,mJy,1.0,n,MASTER-SAAO(2X0.4m),VWF-2,Dainotti2024;27789,orig_band=Clear
55138.0,0.0,s,G,19.3,0.0,mag,Vega,y,y,0.07470857580882057,19.42529142419118,,0.06164667811655911,,mJy,1.0,n,MASTER-SAAO(2X0.4m),VWF-2,Dainotti2024;27789,orig_band=Clear
55278.0,0.0,s,G,19.7,0.0,mag,Vega,y,y,0.07470857580882057,19.825291424191178,,0.04264908117530632,,mJy,1.0,n,MASTER-SAAO(2X0.4m),VWF-2,Dainotti2024;27789,orig_band=Clear
55697.0,0.0,s,G,19.1,0.0,mag,Vega,y,y,0.07470857580882057,19.22529142419118,,0.07411560861184659,,mJy,1.0,n,MASTER-SAAO(2X0.4m),VWF-2,Dainotti2024;27789,orig_band=Clear
56160.0,0.0,s,R,22.1,0.0,mag,AB,y,y,0.06039604688681626,22.039603953113186,,0.005548615971784851,,mJy,1.0,n,LCOGT(1m),Sinistro,Dainotti2024;arXiv2008.08593,
58140.0,0.0,s,R,22.57,0.29,mag,AB,y,n,0.06039604688681626,22.509603953113185,0.29,0.0035990233778353847,0.0009612986791803368,mJy,1.0,n,LCOGT(1m),Sinistro,Dainotti2024;27794,
58140.0,0.0,s,I,20.39,0.0,mag,AB,y,y,0.04219615602339203,20.34780384397661,,0.02635753011047334,,mJy,1.0,n,LCOGT(1m),Sinistro,Dainotti2024;27794,
59616.0,0.0,s,I,20.4,0.0,mag,AB,y,y,0.04219615602339203,20.35780384397661,,0.026115882821930007,,mJy,1.0,n,LCOGT(1m),Sinistro,Dainotti2024;arXiv2008.08593,
183168.0,0.0,s,r,22.2,0.0,mag,AB,y,y,0.0697024273639176,22.13029757263608,,0.005103959503118115,,mJy,1.0,n,Gemini-North(8.1m),GMOS,Dainotti2024;arXiv2008.08593,
304128.0,0.0,s,F125W,24.53,0.15,mag,AB,y,n,0.023138589445198705,24.5068614105548,0.15,0.0005718494196455769,7.900391694679211e-05,mJy,1.0,n,HST,WFC3,Dainotti2024;arXiv2008.08593,
311040.0,0.0,s,F160W,23.6,0.0,mag,AB,y,y,0.015778572013258472,23.584221427986744,,0.0013376351660319358,,mJy,1.0,n,HST,WFC3,Dainotti2024;27826,
316224.0,0.0,s,F160W,24.61,0.15,mag,AB,y,n,0.015778572013258472,24.594221427986742,0.15,0.0005276399587539745,7.28961542096937e-05,mJy,1.0,n,HST,WFC3,Dainotti2024;arXiv2008.08593,
527040.0,0.0,s,F125W,25.6,0.0,mag,AB,y,y,0.023138589445198705,25.576861410554802,,0.0002134428861181033,,mJy,1.0,n,HST,WFC3,Dainotti2024;28100,
1415232.0,0.0,s,F125W,27.5,0.0,mag,AB,y,y,0.023138589445198705,27.4768614105548,,3.709212243866987e-05,,mJy,1.0,n,HST,WFC3,Dainotti2024;arXiv2008.08593,
