time,time_err,time_unit,band,flux_density,flux_density_err,flux_density_unit,mag_system,Gext_corr,upperlimit,Gext_Alambda,mag_Gextcor,mag_Gextcor_err,flux_density_Gextcor,flux_density_Gextcor_err,flux_density_Gextcor_unit,weights,discard,telescope,instrument,reference,comment
29.0,,s,R,17.1,,mag,,n,y,,,,,,,1.0,n,,TAROT,GCN8171,
66.086,1.286,s,10keV,7.93982304503665e-05,1.27407399073231e-05,Jy,,n,n,,,,,,,1.0,n,Swift,XRT,"UKSSDC Swift Burst Analyser (Evans+2007,2009)",
68.304,1.122,s,10keV,9.14596059811484e-05,1.48144062661224e-05,Jy,,n,n,,,,,,,1.0,n,Swift,XRT,"UKSSDC Swift Burst Analyser (Evans+2007,2009)",
70.94,1.576,s,10keV,7.25729883241262e-05,1.16562450422412e-05,Jy,,n,n,,,,,,,1.0,n,Swift,XRT,"UKSSDC Swift Burst Analyser (Evans+2007,2009)",
73.873,1.357,s,10keV,9.62597972081444e-05,1.60039032828556e-05,Jy,,n,n,,,,,,,1.0,n,Swift,XRT,"UKSSDC Swift Burst Analyser (Evans+2007,2009)",
75.0,,s,uvot-v,19.4,,mag,,n,y,,,,,,,1.0,n,,Swift/UVOT,GCN8169,
75.0,,s,uvot-v,19.8,0.24,mag,,n,n,,,,,,,1.0,n,,Swift/UVOT,GCN8179,
76.526,1.888,s,10keV,9.5982853855079e-05,1.62989756177377e-05,Jy,,n,n,,,,,,,1.0,n,Swift,XRT,"UKSSDC Swift Burst Analyser (Evans+2007,2009)",
80.514,2.197,s,10keV,8.27193779706994e-05,1.35151651490408e-05,Jy,,n,n,,,,,,,1.0,n,Swift,XRT,"UKSSDC Swift Burst Analyser (Evans+2007,2009)",
84.867,2.157,s,10keV,9.31011898209557e-05,1.43350166888694e-05,Jy,,n,n,,,,,,,1.0,n,Swift,XRT,"UKSSDC Swift Burst Analyser (Evans+2007,2009)",
89.298,2.327,s,10keV,9.17623345503862e-05,1.40230328193357e-05,Jy,,n,n,,,,,,,1.0,n,Swift,XRT,"UKSSDC Swift Burst Analyser (Evans+2007,2009)",
93.072,1.793,s,10keV,0.000105759743743297,1.6227751532141e-05,Jy,,n,n,,,,,,,1.0,n,Swift,XRT,"UKSSDC Swift Burst Analyser (Evans+2007,2009)",
96.0,,s,R,18.2,,mag,,n,y,,,,,,,1.0,n,,TAROT,GCN8171,
96.81,2.032,s,10keV,8.77810223921571e-05,1.39527803222547e-05,Jy,,n,n,,,,,,,1.0,n,Swift,XRT,"UKSSDC Swift Burst Analyser (Evans+2007,2009)",
100.033,1.379,s,10keV,0.000121691394803158,1.90250411161049e-05,Jy,,n,n,,,,,,,1.0,n,Swift,XRT,"UKSSDC Swift Burst Analyser (Evans+2007,2009)",
103.816,2.528,s,10keV,6.22192914902565e-05,1.03415836484606e-05,Jy,,n,n,,,,,,,1.0,n,Swift,XRT,"UKSSDC Swift Burst Analyser (Evans+2007,2009)",
107.828,1.889,s,10keV,7.88270514701911e-05,1.28784642280023e-05,Jy,,n,n,,,,,,,1.0,n,Swift,XRT,"UKSSDC Swift Burst Analyser (Evans+2007,2009)",
111.037,1.85,s,10keV,7.38271808188376e-05,1.21302487155357e-05,Jy,,n,n,,,,,,,1.0,n,Swift,XRT,"UKSSDC Swift Burst Analyser (Evans+2007,2009)",
114.567,1.681,s,10keV,7.60025872698281e-05,1.30398122587505e-05,Jy,,n,n,,,,,,,1.0,n,Swift,XRT,"UKSSDC Swift Burst Analyser (Evans+2007,2009)",
117.701,1.836,s,10keV,6.78231470257238e-05,1.1559338448642e-05,Jy,,n,n,,,,,,,1.0,n,Swift,XRT,"UKSSDC Swift Burst Analyser (Evans+2007,2009)",
121.389,1.853,s,10keV,6.86804455222236e-05,1.12182902644162e-05,Jy,,n,n,,,,,,,1.0,n,Swift,XRT,"UKSSDC Swift Burst Analyser (Evans+2007,2009)",
124.659,1.721,s,10keV,8.09431257082333e-05,1.31516343964003e-05,Jy,,n,n,,,,,,,1.0,n,Swift,XRT,"UKSSDC Swift Burst Analyser (Evans+2007,2009)",
127.785,2.633,s,10keV,5.1061928729376e-05,8.65079053598836e-06,Jy,,n,n,,,,,,,1.0,n,Swift,XRT,"UKSSDC Swift Burst Analyser (Evans+2007,2009)",
132.258,1.941,s,10keV,6.14728081207687e-05,1.03136441234031e-05,Jy,,n,n,,,,,,,1.0,n,Swift,XRT,"UKSSDC Swift Burst Analyser (Evans+2007,2009)",
136.517,2.319,s,10keV,4.50757250566767e-05,7.4525324293766e-06,Jy,,n,n,,,,,,,1.0,n,Swift,XRT,"UKSSDC Swift Burst Analyser (Evans+2007,2009)",
140.872,2.372,s,10keV,4.18052674402623e-05,6.73924599024938e-06,Jy,,n,n,,,,,,,1.0,n,Swift,XRT,"UKSSDC Swift Burst Analyser (Evans+2007,2009)",
145.023,2.497,s,10keV,2.96286099193348e-05,4.76163296947168e-06,Jy,,n,n,,,,,,,1.0,n,Swift,XRT,"UKSSDC Swift Burst Analyser (Evans+2007,2009)",
149.146,1.892,s,10keV,3.76537738750722e-05,5.93310569087352e-06,Jy,,n,n,,,,,,,1.0,n,Swift,XRT,"UKSSDC Swift Burst Analyser (Evans+2007,2009)",
152.889,2.02,s,10keV,3.56660057859118e-05,5.38919569992634e-06,Jy,,n,n,,,,,,,1.0,n,Swift,XRT,"UKSSDC Swift Burst Analyser (Evans+2007,2009)",
156.89,2.19,s,10keV,2.95258566307266e-05,4.61828194192037e-06,Jy,,n,n,,,,,,,1.0,n,Swift,XRT,"UKSSDC Swift Burst Analyser (Evans+2007,2009)",
161.233,2.154,s,10keV,3.43165804164437e-05,5.25179475912029e-06,Jy,,n,n,,,,,,,1.0,n,Swift,XRT,"UKSSDC Swift Burst Analyser (Evans+2007,2009)",
165.673,2.586,s,10keV,3.52894018329782e-05,5.29228048052271e-06,Jy,,n,n,,,,,,,1.0,n,Swift,XRT,"UKSSDC Swift Burst Analyser (Evans+2007,2009)",
170.869,2.609,s,10keV,4.22155295244176e-05,6.4504636444728e-06,Jy,,n,n,,,,,,,1.0,n,Swift,XRT,"UKSSDC Swift Burst Analyser (Evans+2007,2009)",
175.139,2.04,s,10keV,5.54834798621017e-05,8.32081110550123e-06,Jy,,n,n,,,,,,,1.0,n,Swift,XRT,"UKSSDC Swift Burst Analyser (Evans+2007,2009)",
179.532,2.495,s,10keV,4.51172221660275e-05,6.76619565693345e-06,Jy,,n,n,,,,,,,1.0,n,Swift,XRT,"UKSSDC Swift Burst Analyser (Evans+2007,2009)",
184.079,2.385,s,10keV,4.69935294672428e-05,7.18075653763039e-06,Jy,,n,n,,,,,,,1.0,n,Swift,XRT,"UKSSDC Swift Burst Analyser (Evans+2007,2009)",
189.769,3.841,s,10keV,2.58395117733213e-05,3.87552505209384e-06,Jy,,n,n,,,,,,,1.0,n,Swift,XRT,"UKSSDC Swift Burst Analyser (Evans+2007,2009)",
196.006,2.636,s,10keV,3.39611148346669e-05,5.2885411611681e-06,Jy,,n,n,,,,,,,1.0,n,Swift,XRT,"UKSSDC Swift Burst Analyser (Evans+2007,2009)",
200.791,2.825,s,10keV,3.27746036877066e-05,5.00813762530693e-06,Jy,,n,n,,,,,,,1.0,n,Swift,XRT,"UKSSDC Swift Burst Analyser (Evans+2007,2009)",
206.518,2.902,s,10keV,2.72022661846119e-05,4.15730929253105e-06,Jy,,n,n,,,,,,,1.0,n,Swift,XRT,"UKSSDC Swift Burst Analyser (Evans+2007,2009)",
211.943,2.696,s,10keV,2.94526547631169e-05,4.50034847775141e-06,Jy,,n,n,,,,,,,1.0,n,Swift,XRT,"UKSSDC Swift Burst Analyser (Evans+2007,2009)",
217.255,2.795,s,10keV,3.08930642302494e-05,4.72045591591877e-06,Jy,,n,n,,,,,,,1.0,n,Swift,XRT,"UKSSDC Swift Burst Analyser (Evans+2007,2009)",
223.259,3.209,s,10keV,2.77485998759245e-05,4.32052509765344e-06,Jy,,n,n,,,,,,,1.0,n,Swift,XRT,"UKSSDC Swift Burst Analyser (Evans+2007,2009)",
229.614,3.302,s,10keV,2.89357722500279e-05,4.50554478584142e-06,Jy,,n,n,,,,,,,1.0,n,Swift,XRT,"UKSSDC Swift Burst Analyser (Evans+2007,2009)",
236.025,3.109,s,10keV,2.38129608374368e-05,3.57542831333581e-06,Jy,,n,n,,,,,,,1.0,n,Swift,XRT,"UKSSDC Swift Burst Analyser (Evans+2007,2009)",
241.677,3.163,s,10keV,1.84659031468746e-05,2.8755791244556e-06,Jy,,n,n,,,,,,,1.0,n,Swift,XRT,"UKSSDC Swift Burst Analyser (Evans+2007,2009)",
248.01,3.17,s,10keV,1.49836279584412e-05,2.332975030742e-06,Jy,,n,n,,,,,,,1.0,n,Swift,XRT,"UKSSDC Swift Burst Analyser (Evans+2007,2009)",
254.097,3.014,s,10keV,1.29341752622378e-05,2.58361027243657e-06,Jy,,n,n,,,,,,,1.0,n,Swift,XRT,"UKSSDC Swift Burst Analyser (Evans+2007,2009)",
259.751,2.954,s,10keV,2.4504373707235e-05,3.67572323423687e-06,Jy,,n,n,,,,,,,1.0,n,Swift,XRT,"UKSSDC Swift Burst Analyser (Evans+2007,2009)",
265.466,2.821,s,10keV,1.75074474608187e-05,3.30146733134184e-06,Jy,,n,n,,,,,,,1.0,n,Swift,XRT,"UKSSDC Swift Burst Analyser (Evans+2007,2009)",
271.29,3.099,s,10keV,1.61315254892844e-05,3.04177812421119e-06,Jy,,n,n,,,,,,,1.0,n,Swift,XRT,"UKSSDC Swift Burst Analyser (Evans+2007,2009)",
277.928,4.419,s,10keV,1.81436769143843e-05,2.80458751161795e-06,Jy,,n,n,,,,,,,1.0,n,Swift,XRT,"UKSSDC Swift Burst Analyser (Evans+2007,2009)",
286.305,3.958,s,10keV,1.80743036364471e-05,2.98178324548999e-06,Jy,,n,n,,,,,,,1.0,n,Swift,XRT,"UKSSDC Swift Burst Analyser (Evans+2007,2009)",
293.707,3.856,s,10keV,1.95299318498671e-05,2.98396955061071e-06,Jy,,n,n,,,,,,,1.0,n,Swift,XRT,"UKSSDC Swift Burst Analyser (Evans+2007,2009)",
301.074,3.511,s,10keV,1.53217628006974e-05,3.06092107440174e-06,Jy,,n,n,,,,,,,1.0,n,Swift,XRT,"UKSSDC Swift Burst Analyser (Evans+2007,2009)",
306.727,3.572,s,10keV,2.19282005094064e-05,3.35059389084617e-06,Jy,,n,n,,,,,,,1.0,n,Swift,XRT,"UKSSDC Swift Burst Analyser (Evans+2007,2009)",
314.452,4.153,s,10keV,1.28669171837973e-05,2.35952341804035e-06,Jy,,n,n,,,,,,,1.0,n,Swift,XRT,"UKSSDC Swift Burst Analyser (Evans+2007,2009)",
320.841,3.547,s,10keV,1.79479426237087e-05,3.58501813432894e-06,Jy,,n,n,,,,,,,1.0,n,Swift,XRT,"UKSSDC Swift Burst Analyser (Evans+2007,2009)",
328.106,3.718,s,10keV,1.62426546910884e-05,3.15159041179995e-06,Jy,,n,n,,,,,,,1.0,n,Swift,XRT,"UKSSDC Swift Burst Analyser (Evans+2007,2009)",
