time,time_err,time_unit,band,flux_density,flux_density_err,flux_density_unit,mag_system,Gext_corr,upperlimit,Gext_Alambda,mag_Gextcor,mag_Gextcor_err,flux_density_Gextcor,flux_density_Gextcor_err,flux_density_Gextcor_unit,weights,discard,telescope,instrument,reference,comment
110265.853,35408.542,s,10keV,1.00982533097653e-09,2.5582614316407e-10,Jy,,n,n,,,,,,,1.0,n,Swift,XRT,"UKSSDC Swift Burst Analyser (Evans+2007,2009)",
126591.18,1842.457,s,10keV,3.99991443581296e-09,1.03388070521946e-09,Jy,,n,n,,,,,,,1.0,n,Swift,XRT,"UKSSDC Swift Burst Analyser (Evans+2007,2009)",
140429.168,8742.457,s,10keV,5.25558257392541e-09,1.40135140218789e-09,Jy,,n,n,,,,,,,1.0,n,Swift,XRT,"UKSSDC Swift Burst Analyser (Evans+2007,2009)",
144754.429,1253.427,s,10keV,4.22976846766647e-09,1.07684199077076e-09,Jy,,n,n,,,,,,,1.0,n,Swift,XRT,"UKSSDC Swift Burst Analyser (Evans+2007,2009)",
149971.425,813.909,s,10keV,7.70201580272731e-09,1.78243040575705e-09,Jy,,n,n,,,,,,,1.0,n,Swift,XRT,"UKSSDC Swift Burst Analyser (Evans+2007,2009)",
156182.074,870.359,s,10keV,9.43532875449312e-09,2.24583417736796e-09,Jy,,n,n,,,,,,,1.0,n,Swift,XRT,"UKSSDC Swift Burst Analyser (Evans+2007,2009)",
162091.884,787.107,s,10keV,1.02648898469107e-08,2.81313611994588e-09,Jy,,n,n,,,,,,,1.0,n,Swift,XRT,"UKSSDC Swift Burst Analyser (Evans+2007,2009)",
170128.122,4228.969,s,10keV,1.00303790157531e-08,2.63403169228177e-09,Jy,,n,n,,,,,,,1.0,n,Swift,XRT,"UKSSDC Swift Burst Analyser (Evans+2007,2009)",
192216.672,8512.304,s,10keV,7.44724446661132e-09,1.80016966024324e-09,Jy,,n,n,,,,,,,1.0,n,Swift,XRT,"UKSSDC Swift Burst Analyser (Evans+2007,2009)",
204722.985,3558.448,s,10keV,8.96249060530211e-09,2.08557010344956e-09,Jy,,n,n,,,,,,,1.0,n,Swift,XRT,"UKSSDC Swift Burst Analyser (Evans+2007,2009)",
376057.481,28736.923,s,10keV,7.16812270049597e-10,1.37483132552773e-10,Jy,,n,n,,,,,,,1.0,n,Swift,XRT,"UKSSDC Swift Burst Analyser (Evans+2007,2009)",
453296.714,7696.521,s,10keV,7.85698253252508e-10,2.15807869733779e-10,Jy,,n,n,,,,,,,1.0,n,Swift,XRT,"UKSSDC Swift Burst Analyser (Evans+2007,2009)",
485972.425,29544.932,s,10keV,6.22922801459737e-10,1.27342024914086e-10,Jy,,n,n,,,,,,,1.0,n,Swift,XRT,"UKSSDC Swift Burst Analyser (Evans+2007,2009)",
717375.862,23573.271,s,10keV,4.12747226687166e-10,1.23456564972646e-10,Jy,,n,n,,,,,,,1.0,n,Swift,XRT,"UKSSDC Swift Burst Analyser (Evans+2007,2009)",
819477.094,88800.206,s,10keV,1.75796648495865e-10,5.65372860338232e-11,Jy,,n,n,,,,,,,1.0,n,Swift,XRT,"UKSSDC Swift Burst Analyser (Evans+2007,2009)",
915758.141,4037.076,s,10keV,5.26448182830128e-10,3.40431458575579e-10,Jy,,n,n,,,,,,,1.0,n,Swift,XRT,"UKSSDC Swift Burst Analyser (Evans+2007,2009)",
