time,time_err,time_unit,mjd,band,flux_density,flux_density_err,flux_density_unit,mag_system,Gext_corr,upperlimit,Gext_Alambda,mag_Gextcor,mag_Gextcor_err,flux_density_Gextcor,flux_density_Gextcor_err,flux_density_Gextcor_unit,weights,discard,telescope,instrument,reference,comment,source
174.566,2.71,s,53563.58566627315,10keV,2.76563230887222e-06,5.04933635708603e-07,Jy,,n,n,,,,,,,1.0,n,Swift,XRT,"UKSSDC Swift Burst Analyser (Evans+2007,2009)",,
175.80999755859375,15.004997253417969,s,53563.58568067127,uvot-v,18.395395278930664,0.3832579553127289,magnitude,Vega,y,n,0.6969023919940084,17.688492886936654,0.3832579553127289,0.3052313195131279,0.10774470898303323,mJy,1.0,n,Swift,UVOT,"Roming et al. 2017, ApJS, 228, 13 (MAST HLSP uvotgrb, noc-db)",,
179.864,2.853,s,53563.585727592596,10keV,2.89463094041117e-06,5.45627978174708e-07,Jy,,n,n,,,,,,,1.0,n,Swift,XRT,"UKSSDC Swift Burst Analyser (Evans+2007,2009)",,
185.243,2.769,s,53563.58578984954,10keV,3.38185364515324e-06,6.37467956106323e-07,Jy,,n,n,,,,,,,1.0,n,Swift,XRT,"UKSSDC Swift Burst Analyser (Evans+2007,2009)",,
190.484,2.705,s,53563.58585050926,10keV,4.12852616139129e-06,8.30654045457743e-07,Jy,,n,n,,,,,,,1.0,n,Swift,XRT,"UKSSDC Swift Burst Analyser (Evans+2007,2009)",,
194.794,2.501,s,53563.58590039352,10keV,4.8675130603055e-06,8.88683426824338e-07,Jy,,n,n,,,,,,,1.0,n,Swift,XRT,"UKSSDC Swift Burst Analyser (Evans+2007,2009)",,
198.92999267578125,4.995002746582031,s,53563.585948263804,uvot-v,17.36284065246582,0.33811330795288086,magnitude,Vega,y,n,0.6969023919940084,16.65593826047181,0.33811330795288086,0.7900433915947452,0.24603046613695642,mJy,1.0,n,Swift,UVOT,"Roming et al. 2017, ApJS, 228, 13 (MAST HLSP uvotgrb, noc-db)",,
199.536,2.24,s,53563.585955277784,10keV,6.41940009268355e-06,1.17201828831897e-06,Jy,,n,n,,,,,,,1.0,n,Swift,XRT,"UKSSDC Swift Burst Analyser (Evans+2007,2009)",,
201.0,,s,53563.58597222222,uvot-v,17.97,0.09,magnitude,,n,n,,,,,,,1.0,n,,Swift/UVOT,GCN3596,,
203.171,1.948,s,53563.58599734954,10keV,6.55597700571082e-06,1.2764330379261e-06,Jy,,n,n,,,,,,,1.0,n,Swift,XRT,"UKSSDC Swift Burst Analyser (Evans+2007,2009)",,
