time,time_err,time_unit,mjd,band,flux_density,flux_density_err,flux_density_unit,mag_system,Gext_corr,upperlimit,Gext_Alambda,mag_Gextcor,mag_Gextcor_err,flux_density_Gextcor,flux_density_Gextcor_err,flux_density_Gextcor_unit,weights,discard,telescope,instrument,reference,comment,source
25694.0,,s,59184.145833333336,g,21.0,,magnitude,AB,n,y,,,,,,,1.0,n,,ZTF/P48,GCN28989,,
25694.0,,s,59184.145833333336,r,21.0,,magnitude,AB,n,y,,,,,,,1.0,n,,ZTF/P48,GCN28989,,
49002.0,,s,59184.415601851855,J,16.04,0.04,magnitude,AB,n,n,,,,,,,1.0,n,,Kanata/HONIR,GCN29008,,
49002.0,,s,59184.415601851855,R,15.89,0.04,magnitude,AB,n,n,,,,,,,1.0,n,,Kanata/HONIR,GCN29008,,
49940.0,,s,59184.426458333335,R,19.5,0.3,magnitude,AB,n,n,,,,,,,1.0,n,,Kanata/HONIR,GCN29008,,
49940.0,,s,59184.426458333335,J,18.7,,magnitude,AB,n,y,,,,,,,1.0,n,,Kanata/HONIR,GCN29008,,
50885.0,,s,59184.43739583333,R,18.4,0.2,magnitude,AB,n,n,,,,,,,1.0,n,,Kanata/HONIR,GCN29008,,
50885.0,,s,59184.43739583333,J,17.2,0.1,magnitude,AB,n,n,,,,,,,1.0,n,,Kanata/HONIR,GCN29008,,
51821.0,,s,59184.448229166665,J,19.0,,magnitude,AB,n,y,,,,,,,1.0,n,,Kanata/HONIR,GCN29008,,
51821.0,,s,59184.448229166665,R,20.0,,magnitude,AB,n,y,,,,,,,1.0,n,,Kanata/HONIR,GCN29008,,
52764.0,,s,59184.45914351852,R,19.8,,magnitude,AB,n,y,,,,,,,1.0,n,,Kanata/HONIR,GCN29008,,
52764.0,,s,59184.45914351852,J,18.9,,magnitude,AB,n,y,,,,,,,1.0,n,,Kanata/HONIR,GCN29008,,
53706.0,,s,59184.470046296294,J,19.4,,magnitude,AB,n,y,,,,,,,1.0,n,,Kanata/HONIR,GCN29008,,
53706.0,,s,59184.470046296294,R,20.3,,magnitude,AB,n,y,,,,,,,1.0,n,,Kanata/HONIR,GCN29008,,
54646.0,,s,59184.48092592593,J,18.8,,magnitude,AB,n,y,,,,,,,1.0,n,,Kanata/HONIR,GCN29008,,
54646.0,,s,59184.48092592593,R,19.7,,magnitude,AB,n,y,,,,,,,1.0,n,,Kanata/HONIR,GCN29008,,
55968.0,,s,59184.49622685185,R,18.5,,magnitude,AB,n,y,,,,,,,1.0,n,,Kanata/HONIR,GCN29008,,
55968.0,,s,59184.49622685185,J,17.5,,magnitude,AB,n,y,,,,,,,1.0,n,,Kanata/HONIR,GCN29008,,
56523.0,,s,59184.502650462964,J,19.0,,magnitude,AB,n,y,,,,,,,1.0,n,,Kanata/HONIR,GCN29008,,
56523.0,,s,59184.502650462964,R,19.9,,magnitude,AB,n,y,,,,,,,1.0,n,,Kanata/HONIR,GCN29008,,
57463.0,,s,59184.51353009259,R,18.3,,magnitude,AB,n,y,,,,,,,1.0,n,,Kanata/HONIR,GCN29008,,
57463.0,,s,59184.51353009259,J,18.3,,magnitude,AB,n,y,,,,,,,1.0,n,,Kanata/HONIR,GCN29008,,
58404.0,,s,59184.52442129629,R,17.9,0.2,magnitude,AB,n,n,,,,,,,1.0,n,,Kanata/HONIR,GCN29008,,
58404.0,,s,59184.52442129629,J,17.0,0.1,magnitude,AB,n,n,,,,,,,1.0,n,,Kanata/HONIR,GCN29008,,
66014.0,,s,59184.6125,uvot-v,19.48,0.42,magnitude,Vega,n,n,,,,,,,1.0,n,,Swift/UVOT,GCN28979,,
66014.0,,s,59184.6125,uvot-uvw2,19.21,0.11,magnitude,Vega,n,n,,,,,,,1.0,n,,Swift/UVOT,GCN28979,,
66014.0,,s,59184.6125,uvot-uvw1,19.24,0.18,magnitude,Vega,n,n,,,,,,,1.0,n,,Swift/UVOT,GCN28979,,
66014.0,,s,59184.6125,uvot-b,19.68,0.21,magnitude,Vega,n,n,,,,,,,1.0,n,,Swift/UVOT,GCN28979,,
66014.0,,s,59184.6125,uvot-u,18.99,0.17,magnitude,Vega,n,n,,,,,,,1.0,n,,Swift/UVOT,GCN28979,,
66014.0,,s,59184.6125,uvot-uvm2,19.3,0.11,magnitude,Vega,n,n,,,,,,,1.0,n,,Swift/UVOT,GCN28979,,
133396.0,,s,59185.392384259256,R,15.91,0.03,magnitude,AB,n,n,,,,,,,1.0,n,,Kanata/HONIR,GCN29008,,
133396.0,,s,59185.392384259256,J,16.09,0.04,magnitude,AB,n,n,,,,,,,1.0,n,,Kanata/HONIR,GCN29008,,
134342.0,,s,59185.403333333335,J,18.4,,magnitude,AB,n,y,,,,,,,1.0,n,,Kanata/HONIR,GCN29008,,
134342.0,,s,59185.403333333335,R,19.8,0.3,magnitude,AB,n,n,,,,,,,1.0,n,,Kanata/HONIR,GCN29008,,
136219.0,,s,59185.42505787037,R,18.6,0.1,magnitude,AB,n,n,,,,,,,1.0,n,,Kanata/HONIR,GCN29008,,
136219.0,,s,59185.42505787037,J,17.3,0.1,magnitude,AB,n,n,,,,,,,1.0,n,,Kanata/HONIR,GCN29008,,
138099.0,,s,59185.44681712963,J,19.0,,magnitude,AB,n,y,,,,,,,1.0,n,,Kanata/HONIR,GCN29008,,
138099.0,,s,59185.44681712963,R,20.4,,magnitude,AB,n,y,,,,,,,1.0,n,,Kanata/HONIR,GCN29008,,
173834.0,,s,59185.86041666667,uvot-u,18.72,0.16,magnitude,Vega,n,n,,,,,,,1.0,n,,Swift/UVOT,GCN28994,,
173834.0,,s,59185.86041666667,uvot-uvw2,19.21,0.12,magnitude,Vega,n,n,,,,,,,1.0,n,,Swift/UVOT,GCN28994,,
173834.0,,s,59185.86041666667,uvot-uvm2,19.17,0.1,magnitude,Vega,n,n,,,,,,,1.0,n,,Swift/UVOT,GCN28994,,
173834.0,,s,59185.86041666667,uvot-uvw1,18.93,0.15,magnitude,Vega,n,n,,,,,,,1.0,n,,Swift/UVOT,GCN28994,,
173834.0,,s,59185.86041666667,uvot-b,19.6,0.18,magnitude,Vega,n,n,,,,,,,1.0,n,,Swift/UVOT,GCN28994,,
173834.0,,s,59185.86041666667,uvot-v,19.46,,magnitude,Vega,n,y,,,,,,,1.0,n,,Swift/UVOT,GCN28994,,
221371.0,,s,59186.41061342593,R,15.93,0.04,magnitude,AB,n,n,,,,,,,1.0,n,,Kanata/HONIR,GCN29008,,
221371.0,,s,59186.41061342593,J,16.12,0.05,magnitude,AB,n,n,,,,,,,1.0,n,,Kanata/HONIR,GCN29008,,
222309.0,,s,59186.42146990741,J,17.32,0.08,magnitude,AB,n,n,,,,,,,1.0,n,,Kanata/HONIR,GCN29008,,
222309.0,,s,59186.42146990741,R,18.46,0.08,magnitude,AB,n,n,,,,,,,1.0,n,,Kanata/HONIR,GCN29008,,
319529.0,,s,59187.54670138889,R,15.98,0.09,magnitude,AB,n,n,,,,,,,1.0,n,,Kanata/HONIR,GCN29008,,
319529.0,,s,59187.54670138889,J,16.19,0.06,magnitude,AB,n,n,,,,,,,1.0,n,,Kanata/HONIR,GCN29008,,
656510.0,,s,59191.44694444445,R,15.92,0.04,magnitude,AB,n,n,,,,,,,1.0,n,,Kanata/HONIR,GCN29008,,
656510.0,,s,59191.44694444445,J,16.08,0.03,magnitude,AB,n,n,,,,,,,1.0,n,,Kanata/HONIR,GCN29008,,
657454.0,,s,59191.457870370374,J,17.37,0.09,magnitude,AB,n,n,,,,,,,1.0,n,,Kanata/HONIR,GCN29008,,
657454.0,,s,59191.457870370374,R,18.41,0.08,magnitude,AB,n,n,,,,,,,1.0,n,,Kanata/HONIR,GCN29008,,
658394.0,,s,59191.46875,J,19.2,,magnitude,AB,n,y,,,,,,,1.0,n,,Kanata/HONIR,GCN29008,,
658394.0,,s,59191.46875,R,19.6,0.3,magnitude,AB,n,n,,,,,,,1.0,n,,Kanata/HONIR,GCN29008,,
659333.0,,s,59191.47961805556,R,17.8,0.1,magnitude,AB,n,n,,,,,,,1.0,n,,Kanata/HONIR,GCN29008,,
659333.0,,s,59191.47961805556,J,16.91,0.07,magnitude,AB,n,n,,,,,,,1.0,n,,Kanata/HONIR,GCN29008,,
