time,time_err,time_unit,band,flux_density,flux_density_err,flux_density_unit,mag_system,Gext_corr,upperlimit,Gext_Alambda,mag_Gextcor,mag_Gextcor_err,flux_density_Gextcor,flux_density_Gextcor_err,flux_density_Gextcor_unit,weights,discard,telescope,instrument,reference,comment
23.3,0.0,s,G,14.3,0.0,mag,Vega,y,y,0.0318170825128882,14.468182917487113,,5.925883127622423,,mJy,1.0,n,ROTSE-IIIb(0.45m),CCD,Dainotti2024;3322,orig_band=CR
1000.0,0.0,s,G,18.5,0.0,mag,Vega,y,y,0.0318170825128882,18.668182917487112,,0.12380924690434769,,mJy,1.0,n,ROTSE-IIIb(0.45m),CCD,Dainotti2024;3322,orig_band=CR
2669.76,0.0,s,Rc,18.62,0.07,mag,Vega,y,n,0.027292939796772206,18.768707060203226,0.07,0.11286087807669709,0.007276409712365396,mJy,1.0,n,SMARTS(1.3m),ANDICAM,Dainotti2024;Kann2010,
3326.4,0.0,s,Rc,18.78,0.1,mag,Vega,y,n,0.027292939796772206,18.928707060203227,0.1,0.09739651666233314,0.008970550695049378,mJy,1.0,n,SMARTS(1.3m),ANDICAM,Dainotti2024;Kann2010,
4000.32,0.0,s,Rc,19.04,0.08,mag,Vega,y,n,0.027292939796772206,19.188707060203225,0.08,0.07665551837005796,0.005648187324628054,mJy,1.0,n,SMARTS(1.3m),ANDICAM,Dainotti2024;Kann2010,
7413.32,0.0,s,V,19.8,0.4,mag,Vega,y,n,0.03416051180705761,19.743839488192943,0.4,0.045971688323768446,0.016936595877452425,mJy,1.0,n,0.30m,SBIG-ST1001E,Dainotti2024;3340,
7726.95,0.0,s,V,20.8,0.4,mag,Vega,y,n,0.03416051180705761,20.743839488192943,0.4,0.01830165876414269,0.006742580263580606,mJy,1.0,n,0.30m,SBIG-ST1001E,Dainotti2024;3340,
8040.58,0.0,s,V,20.3,0.4,mag,Vega,y,n,0.03416051180705761,20.243839488192943,0.4,0.029006174386035977,0.010686269559371547,mJy,1.0,n,0.30m,SBIG-ST1001E,Dainotti2024;3340,
8354.22,0.0,s,V,20.4,0.4,mag,Vega,y,n,0.03416051180705761,20.34383948819294,0.4,0.026453945448312612,0.009745993670425971,mJy,1.0,n,0.30m,SBIG-ST1001E,Dainotti2024;3340,
8666.98,0.0,s,V,20.5,0.4,mag,Vega,y,n,0.03416051180705761,20.443839488192943,0.4,0.02412628499259108,0.00888845186772259,mJy,1.0,n,0.30m,SBIG-ST1001E,Dainotti2024;3340,
8980.62,0.0,s,V,20.9,0.4,mag,Vega,y,n,0.03416051180705761,20.84383948819294,0.4,0.01669131117109125,0.006149306285612752,mJy,1.0,n,0.30m,SBIG-ST1001E,Dainotti2024;3340,
9293.38,0.0,s,V,21.4,0.4,mag,Vega,y,n,0.03416051180705761,21.34383948819294,0.4,0.010531505372404337,0.0038799499643655897,mJy,1.0,n,0.30m,SBIG-ST1001E,Dainotti2024;3340,
9606.15,0.0,s,V,21.4,0.4,mag,Vega,y,n,0.03416051180705761,21.34383948819294,0.4,0.010531505372404337,0.0038799499643655897,mJy,1.0,n,0.30m,SBIG-ST1001E,Dainotti2024;3340,
9919.78,0.0,s,V,21.0,0.4,mag,Vega,y,n,0.03416051180705761,20.943839488192943,0.4,0.01522265671109757,0.005608233986998246,mJy,1.0,n,0.30m,SBIG-ST1001E,Dainotti2024;3340,
10233.4,0.0,s,V,21.3,0.4,mag,Vega,y,n,0.03416051180705761,21.243839488192943,0.4,0.011547566013406146,0.004254280538053388,mJy,1.0,n,0.30m,SBIG-ST1001E,Dainotti2024;3340,
60480.0,0.0,s,Rc,16.52,0.0,mag,Vega,y,y,0.027292939796772206,16.668707060203225,,0.7808065085856519,,mJy,1.0,n,SMARTS(1.3m),ANDICAM,Dainotti2024;Kann2010,
158518.08,0.0,s,Rc,25.31,0.35,mag,Vega,y,n,0.027292939796772206,25.458707060203224,0.35,0.0002379816245387127,7.671621174970841e-05,mJy,1.0,y,SMARTS(1.3m),ANDICAM,Dainotti2024;Kann2010,
