time,time_err,time_unit,mjd,band,flux_density,flux_density_err,flux_density_unit,mag_system,Gext_corr,upperlimit,Gext_Alambda,mag_Gextcor,mag_Gextcor_err,flux_density_Gextcor,flux_density_Gextcor_err,flux_density_Gextcor_unit,weights,discard,telescope,instrument,reference,comment,source
85.3702,0.3717,s,55130.5506408588,10keV,9.69085748526959e-05,1.44462990271879e-05,Jy,,n,n,,,,,,,1.0,n,Swift,XRT,"UKSSDC Swift Burst Analyser (Evans+2007,2009)",,
86.1515,0.4096,s,55130.55064990162,10keV,7.65257355683947e-05,1.14078010012883e-05,Jy,,n,n,,,,,,,1.0,n,Swift,XRT,"UKSSDC Swift Burst Analyser (Evans+2007,2009)",,
86.9764,0.4908,s,55130.55065944907,10keV,4.76466347172815e-05,7.41933949110427e-06,Jy,,n,n,,,,,,,1.0,n,Swift,XRT,"UKSSDC Swift Burst Analyser (Evans+2007,2009)",,
87.0,,s,55130.55065972223,w,19.6,,magnitude,,n,y,,,,,,,1.0,n,,Swift/UVOT,GCN10081,,
87.8381,0.4469,s,55130.55066942245,10keV,3.83589609633989e-05,5.84369537145385e-06,Jy,,n,n,,,,,,,1.0,n,Swift,XRT,"UKSSDC Swift Burst Analyser (Evans+2007,2009)",,
88.6754,0.3964,s,55130.550679113425,10keV,4.57543342531227e-05,6.8206637243265e-06,Jy,,n,n,,,,,,,1.0,n,Swift,XRT,"UKSSDC Swift Burst Analyser (Evans+2007,2009)",,
89.474,0.57,s,55130.55068835648,10keV,4.3012271540121e-05,6.4119003974456e-06,Jy,,n,n,,,,,,,1.0,n,Swift,XRT,"UKSSDC Swift Burst Analyser (Evans+2007,2009)",,
90.5817,0.5379,s,55130.55070117708,10keV,6.21249117543238e-05,9.4642568660532e-06,Jy,,n,n,,,,,,,1.0,n,Swift,XRT,"UKSSDC Swift Burst Analyser (Evans+2007,2009)",,
91.493,0.536,s,55130.550711724536,10keV,4.17896757655326e-05,6.22964685019671e-06,Jy,,n,n,,,,,,,1.0,n,Swift,XRT,"UKSSDC Swift Burst Analyser (Evans+2007,2009)",,
92.588,0.559,s,55130.55072439815,10keV,2.49261913815271e-05,3.7157825187458e-06,Jy,,n,n,,,,,,,1.0,n,Swift,XRT,"UKSSDC Swift Burst Analyser (Evans+2007,2009)",,
93.5338,0.5184,s,55130.55073534491,10keV,2.16227074836499e-05,3.22332776661149e-06,Jy,,n,n,,,,,,,1.0,n,Swift,XRT,"UKSSDC Swift Burst Analyser (Evans+2007,2009)",,
94.793,0.741,s,55130.550749918984,10keV,2.19803504881611e-05,3.27664247762604e-06,Jy,,n,n,,,,,,,1.0,n,Swift,XRT,"UKSSDC Swift Burst Analyser (Evans+2007,2009)",,
96.059,0.674,s,55130.55076457176,10keV,3.11302522894231e-05,4.64063141915397e-06,Jy,,n,n,,,,,,,1.0,n,Swift,XRT,"UKSSDC Swift Burst Analyser (Evans+2007,2009)",,
97.257,0.632,s,55130.5507784375,10keV,2.89386634611574e-05,4.40858436525177e-06,Jy,,n,n,,,,,,,1.0,n,Swift,XRT,"UKSSDC Swift Burst Analyser (Evans+2007,2009)",,
98.535,0.645,s,55130.550793229166,10keV,2.37540692206559e-05,3.7815836889709e-06,Jy,,n,n,,,,,,,1.0,n,Swift,XRT,"UKSSDC Swift Burst Analyser (Evans+2007,2009)",,
99.555,0.552,s,55130.55080503473,10keV,2.29416733290253e-05,3.49498862578199e-06,Jy,,n,n,,,,,,,1.0,n,Swift,XRT,"UKSSDC Swift Burst Analyser (Evans+2007,2009)",,
100.776,0.705,s,55130.55081916667,10keV,1.70483673990939e-05,2.54142457606633e-06,Jy,,n,n,,,,,,,1.0,n,Swift,XRT,"UKSSDC Swift Burst Analyser (Evans+2007,2009)",,
102.135,0.737,s,55130.55083489583,10keV,1.6141357511119e-05,2.40621568581123e-06,Jy,,n,n,,,,,,,1.0,n,Swift,XRT,"UKSSDC Swift Burst Analyser (Evans+2007,2009)",,
103.433,0.693,s,55130.55084991898,10keV,2.02578801706883e-05,3.08613408113019e-06,Jy,,n,n,,,,,,,1.0,n,Swift,XRT,"UKSSDC Swift Burst Analyser (Evans+2007,2009)",,
104.859,0.734,s,55130.55086642361,10keV,2.19422847271959e-05,3.27096854054888e-06,Jy,,n,n,,,,,,,1.0,n,Swift,XRT,"UKSSDC Swift Burst Analyser (Evans+2007,2009)",,
106.309,0.737,s,55130.55088320602,10keV,2.31944078850332e-05,3.45762375629339e-06,Jy,,n,n,,,,,,,1.0,n,Swift,XRT,"UKSSDC Swift Burst Analyser (Evans+2007,2009)",,
107.905,1.008,s,55130.550901678245,10keV,1.86105663703995e-05,2.77430463400055e-06,Jy,,n,n,,,,,,,1.0,n,Swift,XRT,"UKSSDC Swift Burst Analyser (Evans+2007,2009)",,
109.956,1.043,s,55130.55092541667,10keV,1.75385380591357e-05,2.61449591712226e-06,Jy,,n,n,,,,,,,1.0,n,Swift,XRT,"UKSSDC Swift Burst Analyser (Evans+2007,2009)",,
111.975,1.16,s,55130.55094878472,10keV,1.36717758170444e-05,2.12891381624627e-06,Jy,,n,n,,,,,,,1.0,n,Swift,XRT,"UKSSDC Swift Burst Analyser (Evans+2007,2009)",,
113.873,0.934,s,55130.550970752316,10keV,1.62353232804756e-05,2.42022326004381e-06,Jy,,n,n,,,,,,,1.0,n,Swift,XRT,"UKSSDC Swift Burst Analyser (Evans+2007,2009)",,
115.539,0.924,s,55130.550990034724,10keV,1.46692719240191e-05,2.18677002168459e-06,Jy,,n,n,,,,,,,1.0,n,Swift,XRT,"UKSSDC Swift Burst Analyser (Evans+2007,2009)",,
117.696,1.374,s,55130.551015000005,10keV,8.79305249337785e-06,1.33955491763964e-06,Jy,,n,n,,,,,,,1.0,n,Swift,XRT,"UKSSDC Swift Burst Analyser (Evans+2007,2009)",,
119.74,0.982,s,55130.55103865741,10keV,9.20148551723722e-06,1.37167923137071e-06,Jy,,n,n,,,,,,,1.0,n,Swift,XRT,"UKSSDC Swift Burst Analyser (Evans+2007,2009)",,
121.877,1.156,s,55130.551063391205,10keV,6.30319536039867e-06,9.60244003925672e-07,Jy,,n,n,,,,,,,1.0,n,Swift,XRT,"UKSSDC Swift Burst Analyser (Evans+2007,2009)",,
124.352,1.569,s,55130.551092037036,10keV,7.06616466381462e-06,1.07647659825592e-06,Jy,,n,n,,,,,,,1.0,n,Swift,XRT,"UKSSDC Swift Burst Analyser (Evans+2007,2009)",,
127.369,1.447,s,55130.55112695602,10keV,1.13604449951825e-05,1.69351785836202e-06,Jy,,n,n,,,,,,,1.0,n,Swift,XRT,"UKSSDC Swift Burst Analyser (Evans+2007,2009)",,
129.951,1.824,s,55130.55115684028,10keV,9.3831935311856e-06,1.39876643320097e-06,Jy,,n,n,,,,,,,1.0,n,Swift,XRT,"UKSSDC Swift Burst Analyser (Evans+2007,2009)",,
134.138,2.363,s,55130.55120530093,10keV,5.55194007264975e-06,8.27636194689564e-07,Jy,,n,n,,,,,,,1.0,n,Swift,XRT,"UKSSDC Swift Burst Analyser (Evans+2007,2009)",,
137.717,2.472,s,55130.551246724535,10keV,4.7272703205448e-06,8.45262412721031e-07,Jy,,n,n,,,,,,,1.0,n,Swift,XRT,"UKSSDC Swift Burst Analyser (Evans+2007,2009)",,
142.731,2.543,s,55130.55130475695,10keV,6.04608636002281e-06,9.21075775630515e-07,Jy,,n,n,,,,,,,1.0,n,Swift,XRT,"UKSSDC Swift Burst Analyser (Evans+2007,2009)",,
146.682,2.384,s,55130.551350486116,10keV,7.59747905774184e-06,1.18304878858351e-06,Jy,,n,n,,,,,,,1.0,n,Swift,XRT,"UKSSDC Swift Burst Analyser (Evans+2007,2009)",,
150.614,2.118,s,55130.551395995375,10keV,6.0388089747549e-06,1.13910231820796e-06,Jy,,n,n,,,,,,,1.0,n,Swift,XRT,"UKSSDC Swift Burst Analyser (Evans+2007,2009)",,
154.332,1.975,s,55130.55143902778,10keV,6.50093916147558e-06,1.22627388561844e-06,Jy,,n,n,,,,,,,1.0,n,Swift,XRT,"UKSSDC Swift Burst Analyser (Evans+2007,2009)",,
158.454,2.147,s,55130.55148673611,10keV,6.33035266649006e-06,1.15576042795526e-06,Jy,,n,n,,,,,,,1.0,n,Swift,XRT,"UKSSDC Swift Burst Analyser (Evans+2007,2009)",,
162.0,,s,55130.55152777778,w,21.0,,magnitude,,n,y,,,,,,,1.0,n,,Swift/UVOT,GCN10087,,
162.41,2.115,s,55130.551532523146,10keV,1.0381838148306e-05,1.58159432190312e-06,Jy,,n,n,,,,,,,1.0,n,Swift,XRT,"UKSSDC Swift Burst Analyser (Evans+2007,2009)",,
166.444,1.919,s,55130.551579212966,10keV,1.32156151125503e-05,2.05788203816097e-06,Jy,,n,n,,,,,,,1.0,n,Swift,XRT,"UKSSDC Swift Burst Analyser (Evans+2007,2009)",,
169.682,1.727,s,55130.551616689816,10keV,1.44600199853113e-05,2.2516556248847e-06,Jy,,n,n,,,,,,,1.0,n,Swift,XRT,"UKSSDC Swift Burst Analyser (Evans+2007,2009)",,
173.531,2.122,s,55130.55166123843,10keV,1.50688892787827e-05,2.24634133200253e-06,Jy,,n,n,,,,,,,1.0,n,Swift,XRT,"UKSSDC Swift Burst Analyser (Evans+2007,2009)",,
176.358,1.386,s,55130.55169395833,10keV,2.16634549212102e-05,3.22940306936184e-06,Jy,,n,n,,,,,,,1.0,n,Swift,XRT,"UKSSDC Swift Burst Analyser (Evans+2007,2009)",,
179.972,2.228,s,55130.55173578704,10keV,1.54269372067568e-05,2.35017680114304e-06,Jy,,n,n,,,,,,,1.0,n,Swift,XRT,"UKSSDC Swift Burst Analyser (Evans+2007,2009)",,
183.582,2.132,s,55130.551777569446,10keV,1.5749266849276e-05,2.39928020915872e-06,Jy,,n,n,,,,,,,1.0,n,Swift,XRT,"UKSSDC Swift Burst Analyser (Evans+2007,2009)",,
187.889,2.175,s,55130.55182741898,10keV,1.00630481827488e-05,1.50011319701314e-06,Jy,,n,n,,,,,,,1.0,n,Swift,XRT,"UKSSDC Swift Burst Analyser (Evans+2007,2009)",,
192.13,2.329,s,55130.55187650463,10keV,5.66475787805956e-06,8.44454120140927e-07,Jy,,n,n,,,,,,,1.0,n,Swift,XRT,"UKSSDC Swift Burst Analyser (Evans+2007,2009)",,
196.321,2.043,s,55130.551925011576,10keV,3.78887976591576e-06,6.56886584198243e-07,Jy,,n,n,,,,,,,1.0,n,Swift,XRT,"UKSSDC Swift Burst Analyser (Evans+2007,2009)",,
200.055,2.038,s,55130.55196822917,10keV,2.90424146429751e-06,5.30240128865419e-07,Jy,,n,n,,,,,,,1.0,n,Swift,XRT,"UKSSDC Swift Burst Analyser (Evans+2007,2009)",,
203.9,1.97,s,55130.55201273148,10keV,3.12874085238844e-06,5.71228083488763e-07,Jy,,n,n,,,,,,,1.0,n,Swift,XRT,"UKSSDC Swift Burst Analyser (Evans+2007,2009)",,
208.013,2.55,s,55130.55206033565,10keV,4.10037988531981e-06,6.38494390135506e-07,Jy,,n,n,,,,,,,1.0,n,Swift,XRT,"UKSSDC Swift Burst Analyser (Evans+2007,2009)",,
213.137,2.574,s,55130.55211964121,10keV,3.24112529856209e-06,6.76197675869577e-07,Jy,,n,n,,,,,,,1.0,n,Swift,XRT,"UKSSDC Swift Burst Analyser (Evans+2007,2009)",,
217.661,2.082,s,55130.55217200232,10keV,7.81684780918058e-06,1.16526858611108e-06,Jy,,n,n,,,,,,,1.0,n,Swift,XRT,"UKSSDC Swift Burst Analyser (Evans+2007,2009)",,
221.971,3.734,s,55130.55222188657,10keV,1.86847593564468e-06,3.5245106332799e-07,Jy,,n,n,,,,,,,1.0,n,Swift,XRT,"UKSSDC Swift Burst Analyser (Evans+2007,2009)",,
228.412,3.016,s,55130.552296435184,10keV,1.66306222245437e-06,3.03632681835585e-07,Jy,,n,n,,,,,,,1.0,n,Swift,XRT,"UKSSDC Swift Burst Analyser (Evans+2007,2009)",,
235.231,3.803,s,55130.5523753588,10keV,1.96238406227924e-06,3.58281094035383e-07,Jy,,n,n,,,,,,,1.0,n,Swift,XRT,"UKSSDC Swift Burst Analyser (Evans+2007,2009)",,
242.154,5.269,s,55130.55245548611,10keV,1.61703287443363e-06,3.05021268878593e-07,Jy,,n,n,,,,,,,1.0,n,Swift,XRT,"UKSSDC Swift Burst Analyser (Evans+2007,2009)",,
250.308,2.884,s,55130.55254986111,10keV,3.33434276492569e-06,6.289579524237e-07,Jy,,n,n,,,,,,,1.0,n,Swift,XRT,"UKSSDC Swift Burst Analyser (Evans+2007,2009)",,
