time,time_err,time_unit,mjd,band,flux_density,flux_density_err,flux_density_unit,mag_system,Gext_corr,upperlimit,Gext_Alambda,mag_Gextcor,mag_Gextcor_err,flux_density_Gextcor,flux_density_Gextcor_err,flux_density_Gextcor_unit,weights,discard,telescope,instrument,reference,comment,source
211.448,,s,58348.52349537338,w,19.6,,magnitude,,n,y,,,,,,,1.0,n,,Swift/UVOT,GCN23149,,
211.448,,s,58348.52349537338,w,19.9,,magnitude,,n,y,,,,,,,1.0,n,,Swift/UVOT,GCN23152,,
211.448,,s,58348.52349537338,w,21.1,,magnitude,,n,y,,,,,,,1.0,n,,Swift/UVOT,GCN23152,,
368.448,,s,58348.525312503014,uvot-v,19.8,,magnitude,,n,y,,,,,,,1.0,n,,Swift/UVOT,GCN23152,,
392.448,,s,58348.52559028079,uvot-uvm2,20.5,,magnitude,,n,y,,,,,,,1.0,n,,Swift/UVOT,GCN23152,,
417.448,,s,58348.52587963264,uvot-uvw1,19.9,,magnitude,,n,y,,,,,,,1.0,n,,Swift/UVOT,GCN23152,,
431.448,,s,58348.52604166968,uvot-u,19.6,,magnitude,,n,y,,,,,,,1.0,n,,Swift/UVOT,GCN23152,,
456.448,,s,58348.52633102153,uvot-b,19.9,,magnitude,,n,y,,,,,,,1.0,n,,Swift/UVOT,GCN23152,,
516.448,,s,58348.52702546598,uvot-uvw2,20.3,,magnitude,,n,y,,,,,,,1.0,n,,Swift/UVOT,GCN23152,,
35419.4,,s,58348.93099481783,R,20.4,,magnitude,,n,y,,,,,,,1.0,n,,Zeiss-1000 1-m,GCN23177,,
54581.4,,s,58349.15277722523,I,21.6,,magnitude,,n,n,,,,,,,1.0,n,,OSN 1.5m,GCN23161,,
229721.0,,s,58351.17985592894,I,22.1,,magnitude,,n,y,,,,,,,1.0,n,,OSN 1.5m,GCN23161,,
