time,time_err,time_unit,mjd,band,flux_density,flux_density_err,flux_density_unit,mag_system,Gext_corr,upperlimit,Gext_Alambda,mag_Gextcor,mag_Gextcor_err,flux_density_Gextcor,flux_density_Gextcor_err,flux_density_Gextcor_unit,weights,discard,telescope,instrument,reference,comment,source
87.6,,s,59046.95780092593,w,16.34,0.14,magnitude,,n,n,,,,,,,1.0,n,,Swift/UVOT,GCN28124,,
253.6,,s,59046.95972222222,R,16.1,,magnitude,,n,n,,,,,,,1.0,n,,FRAM-ORM 25cm,GCN28149,,
10223.6,,s,59047.07511574074,R,17.1,0.2,magnitude,,n,n,,,,,,,1.0,n,,VIRT 0.5m,GCN28146,,
65327.6,,s,59047.71289351852,R,17.55,0.18,magnitude,,n,n,,,,,,,1.0,n,,HFOSC/2-m HCT,GCN28138,,
66346.6,,s,59047.7246875,I,17.19,0.15,magnitude,,n,n,,,,,,,1.0,n,,HFOSC/2-m HCT,GCN28138,,
66430.6,,s,59047.72565972222,R,18.2,0.3,magnitude,,n,n,,,,,,,1.0,n,,RC-36 Kitab,GCN28154,,
73205.6,,s,59047.804074074076,R,19.04,0.03,magnitude,,n,n,,,,,,,1.0,n,,ZTSh 2.6m,GCN28151,,
75182.6,,s,59047.82695601852,R,19.21,0.03,magnitude,,n,n,,,,,,,1.0,n,,ZTSh 2.6m,GCN28151,,
77966.6,,s,59047.85917824074,r,19.67,0.07,magnitude,AB,n,n,,,,,,,1.0,n,,CAFOS/2.2m Calar Alto,GCN28152,,
156945.6,,s,59048.77328703704,R,19.21,0.06,magnitude,,n,n,,,,,,,1.0,n,,Zeiss-2000,GCN28151,,
160052.6,,s,59048.80924768519,R,19.21,0.06,magnitude,,n,n,,,,,,,1.0,n,,ZTSh 2.6m,GCN28151,,
238683.6,,s,59049.7193287037,r,19.31,0.03,magnitude,,n,n,,,,,,,1.0,n,,AZT-20,GCN28151,,
