time,time_err,time_unit,mjd,band,flux_density,flux_density_err,flux_density_unit,mag_system,Gext_corr,upperlimit,Gext_Alambda,mag_Gextcor,mag_Gextcor_err,flux_density_Gextcor,flux_density_Gextcor_err,flux_density_Gextcor_unit,weights,discard,telescope,instrument,reference,comment,source
134.35,1.625,s,55662.816960069445,10keV,1.18634724561163e-05,1.7701376196247e-06,Jy,,n,n,,,,,,,1.0,n,Swift,XRT,"UKSSDC Swift Burst Analyser (Evans+2007,2009)",,
135.0,,s,55662.8169675926,w,19.6,,magnitude,,n,y,,,,,,,1.0,n,,UVOT,GCN11918,,
137.102,1.646,s,55662.816991921296,10keV,1.04830407784595e-05,1.56361287663064e-06,Jy,,n,n,,,,,,,1.0,n,Swift,XRT,"UKSSDC Swift Burst Analyser (Evans+2007,2009)",,
140.586,2.1,s,55662.81703224537,10keV,7.84413408927551e-06,1.19525368958178e-06,Jy,,n,n,,,,,,,1.0,n,Swift,XRT,"UKSSDC Swift Burst Analyser (Evans+2007,2009)",,
144.255,2.062,s,55662.81707471065,10keV,8.02471717625965e-06,1.222581271189e-06,Jy,,n,n,,,,,,,1.0,n,Swift,XRT,"UKSSDC Swift Burst Analyser (Evans+2007,2009)",,
148.208,2.142,s,55662.81712046297,10keV,6.96164718129539e-06,1.03780641703944e-06,Jy,,n,n,,,,,,,1.0,n,Swift,XRT,"UKSSDC Swift Burst Analyser (Evans+2007,2009)",,
152.12,1.954,s,55662.817165740744,10keV,5.26147818650527e-06,9.15913295012161e-07,Jy,,n,n,,,,,,,1.0,n,Swift,XRT,"UKSSDC Swift Burst Analyser (Evans+2007,2009)",,
156.777,2.713,s,55662.817219641205,10keV,3.23959362044379e-06,6.31644847106639e-07,Jy,,n,n,,,,,,,1.0,n,Swift,XRT,"UKSSDC Swift Burst Analyser (Evans+2007,2009)",,
161.194,2.066,s,55662.81727076389,10keV,4.88701575796831e-06,8.92245287831964e-07,Jy,,n,n,,,,,,,1.0,n,Swift,XRT,"UKSSDC Swift Burst Analyser (Evans+2007,2009)",,
166.193,2.934,s,55662.81732862269,10keV,3.22314581067057e-06,5.88464311408116e-07,Jy,,n,n,,,,,,,1.0,n,Swift,XRT,"UKSSDC Swift Burst Analyser (Evans+2007,2009)",,
179.239,8.598,s,55662.81747961806,10keV,9.13817898978643e-07,1.99611751182242e-07,Jy,,n,n,,,,,,,1.0,n,Swift,XRT,"UKSSDC Swift Burst Analyser (Evans+2007,2009)",,
202.823,20.116,s,55662.817752581024,10keV,4.23947968205716e-07,9.49978702587467e-08,Jy,,n,n,,,,,,,1.0,n,Swift,XRT,"UKSSDC Swift Burst Analyser (Evans+2007,2009)",,
210.0,,s,55662.81783564815,w,21.3,,magnitude,,n,y,,,,,,,1.0,n,,UVOT,GCN11925,,
238.205,29.865,s,55662.81816209491,10keV,3.73373817097102e-07,8.36652443684268e-08,Jy,,n,n,,,,,,,1.0,n,Swift,XRT,"UKSSDC Swift Burst Analyser (Evans+2007,2009)",,
311.665,46.669,s,55662.81901232639,10keV,2.36930458319154e-07,5.33163536765567e-08,Jy,,n,n,,,,,,,1.0,n,Swift,XRT,"UKSSDC Swift Burst Analyser (Evans+2007,2009)",,
398.555,40.222,s,55662.820017997685,10keV,3.2899437098308e-07,7.37986781463219e-08,Jy,,n,n,,,,,,,1.0,n,Swift,XRT,"UKSSDC Swift Burst Analyser (Evans+2007,2009)",,
472.0,,s,55662.820868055554,uvot-u,20.4,,magnitude,,n,y,,,,,,,1.0,n,,UVOT,GCN11925,,
488.571,50.004,s,55662.82105984954,10keV,2.72215311015673e-07,6.13866732506586e-08,Jy,,n,n,,,,,,,1.0,n,Swift,XRT,"UKSSDC Swift Burst Analyser (Evans+2007,2009)",,
557.955,39.154,s,55662.8218629051,10keV,1.79043575116762e-07,4.02510663076685e-08,Jy,,n,n,,,,,,,1.0,n,Swift,XRT,"UKSSDC Swift Burst Analyser (Evans+2007,2009)",,
633.212,41.699,s,55662.82273393519,10keV,1.20874616210302e-07,2.71746297627796e-08,Jy,,n,n,,,,,,,1.0,n,Swift,XRT,"UKSSDC Swift Burst Analyser (Evans+2007,2009)",,
705.433,51.563,s,55662.82356982639,10keV,1.63000716265642e-07,3.57498160763346e-08,Jy,,n,n,,,,,,,1.0,n,Swift,XRT,"UKSSDC Swift Burst Analyser (Evans+2007,2009)",,
799.171,42.175,s,55662.82465475694,10keV,2.0240710568618e-07,4.54993263270837e-08,Jy,,n,n,,,,,,,1.0,n,Swift,XRT,"UKSSDC Swift Burst Analyser (Evans+2007,2009)",,
889.432,49.695,s,55662.825699444445,10keV,1.69873171741306e-07,3.82670531324139e-08,Jy,,n,n,,,,,,,1.0,n,Swift,XRT,"UKSSDC Swift Burst Analyser (Evans+2007,2009)",,
974.666,43.09,s,55662.826685949076,10keV,1.41368870748504e-07,3.18510142527565e-08,Jy,,n,n,,,,,,,1.0,n,Swift,XRT,"UKSSDC Swift Burst Analyser (Evans+2007,2009)",,
1119.177,101.421,s,55662.828358530096,10keV,1.22267508636231e-07,2.75880284852239e-08,Jy,,n,n,,,,,,,1.0,n,Swift,XRT,"UKSSDC Swift Burst Analyser (Evans+2007,2009)",,
1300.855,95.051,s,55662.83046128473,10keV,6.35657642223708e-08,1.44176881136884e-08,Jy,,n,n,,,,,,,1.0,n,Swift,XRT,"UKSSDC Swift Burst Analyser (Evans+2007,2009)",,
1427.832,56.284,s,55662.83193092593,10keV,4.61473048277477e-08,1.0431120260565e-08,Jy,,n,n,,,,,,,1.0,n,Swift,XRT,"UKSSDC Swift Burst Analyser (Evans+2007,2009)",,
1534.128,50.012,s,55662.83316120371,10keV,7.32928539129606e-08,1.64241402046798e-08,Jy,,n,n,,,,,,,1.0,n,Swift,XRT,"UKSSDC Swift Burst Analyser (Evans+2007,2009)",,
