time,time_err,time_unit,band,flux_density,flux_density_err,flux_density_unit,mag_system,Gext_corr,upperlimit,Gext_Alambda,mag_Gextcor,mag_Gextcor_err,flux_density_Gextcor,flux_density_Gextcor_err,flux_density_Gextcor_unit,weights,discard,telescope,instrument,reference,comment
3152.406,58.269,s,10keV,4.55116347362786e-08,1.017997747998e-08,Jy,,n,n,,,,,,,1.0,n,Swift,XRT,"UKSSDC Swift Burst Analyser (Evans+2007,2009)",
3307.357,102.898,s,10keV,2.93569033193298e-08,6.78363597097469e-09,Jy,,n,n,,,,,,,1.0,n,Swift,XRT,"UKSSDC Swift Burst Analyser (Evans+2007,2009)",
3346.0,,s,uvot-v,18.2,,mag,,n,y,,,,,,,1.0,n,,Swift/UVOT,GCN18227,
3463.519,109.515,s,10keV,2.29043755927014e-08,5.2383408012971e-09,Jy,,n,n,,,,,,,1.0,n,Swift,XRT,"UKSSDC Swift Burst Analyser (Evans+2007,2009)",
3551.0,,s,uvot-uvm2,20.2,,mag,,n,y,,,,,,,1.0,n,,Swift/UVOT,GCN18227,
3756.0,,s,uvot-uvw1,19.2,,mag,,n,y,,,,,,,1.0,n,,Swift/UVOT,GCN18227,
3952.806,1702.785,s,10keV,2.02996587447431e-08,3.29097096651469e-09,Jy,,n,n,,,,,,,1.0,n,Swift,XRT,"UKSSDC Swift Burst Analyser (Evans+2007,2009)",
4760.0,,s,uvot-u,19.4,,mag,,n,y,,,,,,,1.0,n,,Swift/UVOT,GCN18227,
9028.483,192.086,s,10keV,1.11608197821818e-08,2.96747970018649e-09,Jy,,n,n,,,,,,,1.0,n,Swift,XRT,"UKSSDC Swift Burst Analyser (Evans+2007,2009)",
9292.0,,s,uvot-b,20.3,,mag,,n,y,,,,,,,1.0,n,,Swift/UVOT,GCN18227,
9593.602,426.241,s,10keV,7.75380203358832e-09,1.60336763762841e-09,Jy,,n,n,,,,,,,1.0,n,Swift,XRT,"UKSSDC Swift Burst Analyser (Evans+2007,2009)",
34368.874,22826.469,s,10keV,5.42294038553874e-10,1.92578725730013e-10,Jy,,n,n,,,,,,,1.0,n,Swift,XRT,"UKSSDC Swift Burst Analyser (Evans+2007,2009)",
