time,time_err,time_unit,mjd,band,flux_density,flux_density_err,flux_density_unit,mag_system,Gext_corr,upperlimit,Gext_Alambda,mag_Gextcor,mag_Gextcor_err,flux_density_Gextcor,flux_density_Gextcor_err,flux_density_Gextcor_unit,weights,discard,telescope,instrument,reference,comment,source
276480.0,,s,54209.2,8.46GHz,0.15,0.04,mJy,,n,n,,,,,,,1.0,n,,VLA,GCN9444,,
10791360.0,,s,54330.9,8.46GHz,0.58,0.04,mJy,,n,n,,,,,,,1.0,n,,VLA,GCN9444,,
27233280.0,,s,54521.2,8.46GHz,1.77,0.1,mJy,,n,n,,,,,,,1.0,n,,VLA,GCN9444,,
