time,time_err,time_unit,band,flux_density,flux_density_err,flux_density_unit,mag_system,Gext_corr,upperlimit,Gext_Alambda,mag_Gextcor,mag_Gextcor_err,flux_density_Gextcor,flux_density_Gextcor_err,flux_density_Gextcor_unit,weights,discard,telescope,instrument,reference,comment
155.331,27.175,s,10keV,5.47749346681831e-06,1.12764231370263e-06,Jy,,n,n,,,,,,,1.0,n,Swift,XRT,"UKSSDC Swift Burst Analyser (Evans+2007,2009)",
172.347,6.58,s,10keV,1.27306624450797e-05,2.72497958189547e-06,Jy,,n,n,,,,,,,1.0,n,Swift,XRT,"UKSSDC Swift Burst Analyser (Evans+2007,2009)",
183.301,5.032,s,10keV,1.64676249392451e-05,3.36959636245104e-06,Jy,,n,n,,,,,,,1.0,n,Swift,XRT,"UKSSDC Swift Burst Analyser (Evans+2007,2009)",
192.823,5.539,s,10keV,1.21415403096763e-05,2.73879764228406e-06,Jy,,n,n,,,,,,,1.0,n,Swift,XRT,"UKSSDC Swift Burst Analyser (Evans+2007,2009)",
206.588,9.325,s,10keV,6.54621411922245e-06,1.43445399862096e-06,Jy,,n,n,,,,,,,1.0,n,Swift,XRT,"UKSSDC Swift Burst Analyser (Evans+2007,2009)",
224.487,11.484,s,10keV,5.34040282477197e-06,1.1993766504813e-06,Jy,,n,n,,,,,,,1.0,n,Swift,XRT,"UKSSDC Swift Burst Analyser (Evans+2007,2009)",
261.618,37.036,s,10keV,1.55859985419523e-06,3.53128970108317e-07,Jy,,n,n,,,,,,,1.0,n,Swift,XRT,"UKSSDC Swift Burst Analyser (Evans+2007,2009)",
349.665,51.011,s,10keV,8.20996042045986e-07,1.81668771794535e-07,Jy,,n,n,,,,,,,1.0,n,Swift,XRT,"UKSSDC Swift Burst Analyser (Evans+2007,2009)",
431.075,37.143,s,10keV,7.83856957791131e-07,1.7812113664824e-07,Jy,,n,n,,,,,,,1.0,n,Swift,XRT,"UKSSDC Swift Burst Analyser (Evans+2007,2009)",
495.703,48.668,s,10keV,6.28268439431027e-07,1.41512792091205e-07,Jy,,n,n,,,,,,,1.0,n,Swift,XRT,"UKSSDC Swift Burst Analyser (Evans+2007,2009)",
587.075,57.588,s,10keV,4.44835485519857e-07,1.0063749944699e-07,Jy,,n,n,,,,,,,1.0,n,Swift,XRT,"UKSSDC Swift Burst Analyser (Evans+2007,2009)",
732.508,87.845,s,10keV,1.36284640694684e-07,3.09304272178219e-08,Jy,,n,n,,,,,,,1.0,n,Swift,XRT,"UKSSDC Swift Burst Analyser (Evans+2007,2009)",
854.993,57.953,s,10keV,1.33120213567496e-07,2.99444720230324e-08,Jy,,n,n,,,,,,,1.0,n,Swift,XRT,"UKSSDC Swift Burst Analyser (Evans+2007,2009)",
1062.825,149.88,s,10keV,6.74895955113875e-08,1.36960406493971e-08,Jy,,n,n,,,,,,,1.0,n,Swift,XRT,"UKSSDC Swift Burst Analyser (Evans+2007,2009)",
4930.485,485.216,s,10keV,2.03250011647618e-08,5.37431607558406e-09,Jy,,n,n,,,,,,,1.0,n,Swift,XRT,"UKSSDC Swift Burst Analyser (Evans+2007,2009)",
6123.735,864.048,s,10keV,1.77055951836679e-08,3.99802656513991e-09,Jy,,n,n,,,,,,,1.0,n,Swift,XRT,"UKSSDC Swift Burst Analyser (Evans+2007,2009)",
10802.669,576.592,s,10keV,1.78285121842862e-08,4.73338592153472e-09,Jy,,n,n,,,,,,,1.0,n,Swift,XRT,"UKSSDC Swift Burst Analyser (Evans+2007,2009)",
12015.46,755.747,s,10keV,2.34193583911696e-08,4.90597987123699e-09,Jy,,n,n,,,,,,,1.0,n,Swift,XRT,"UKSSDC Swift Burst Analyser (Evans+2007,2009)",
17444.553,1310.56,s,10keV,1.98827643378604e-08,5.24557824883383e-09,Jy,,n,n,,,,,,,1.0,n,Swift,XRT,"UKSSDC Swift Burst Analyser (Evans+2007,2009)",
25451.276,4654.988,s,10keV,1.5834457479053e-08,3.65767161035444e-09,Jy,,n,n,,,,,,,1.0,n,Swift,XRT,"UKSSDC Swift Burst Analyser (Evans+2007,2009)",
37469.527,4220.375,s,10keV,6.18722891751507e-09,1.70122878640462e-09,Jy,,n,n,,,,,,,1.0,n,Swift,XRT,"UKSSDC Swift Burst Analyser (Evans+2007,2009)",
48146.65,5120.561,s,10keV,3.39029065333447e-09,1.02809995258881e-09,Jy,,n,n,,,,,,,1.0,n,Swift,XRT,"UKSSDC Swift Burst Analyser (Evans+2007,2009)",
60077.583,4746.406,s,10keV,2.93115592817865e-09,7.65673787600428e-10,Jy,,n,n,,,,,,,1.0,n,Swift,XRT,"UKSSDC Swift Burst Analyser (Evans+2007,2009)",
76283.514,11681.001,s,10keV,1.77061537411627e-09,3.60498940597423e-10,Jy,,n,n,,,,,,,1.0,n,Swift,XRT,"UKSSDC Swift Burst Analyser (Evans+2007,2009)",
127987.888,16938.415,s,10keV,1.4482992712931e-09,3.94463155798612e-10,Jy,,n,n,,,,,,,1.0,n,Swift,XRT,"UKSSDC Swift Burst Analyser (Evans+2007,2009)",
