time,time_err,time_unit,band,flux_density,flux_density_err,flux_density_unit,mag_system,Gext_corr,upperlimit,Gext_Alambda,mag_Gextcor,mag_Gextcor_err,flux_density_Gextcor,flux_density_Gextcor_err,flux_density_Gextcor_unit,weights,discard,telescope,instrument,reference,comment
282.0,0.0,s,uvot-u,20.1,0.0,mag,Vega,y,y,0.165890293320108,20.954109706679894,,0.015079341135619874,,mJy,1.0,n,Swift,UVOT,Dainotti2024;30785,
455.0,0.0,s,G,18.2,0.0,mag,Vega,y,y,0.09556942403089026,18.304430575969107,,0.17308284234890964,,mJy,1.0,n,MASTER-SAAO(2X0.4m),VWF-2,Dainotti2024;30766,unfilter-polarization
468.288,0.0,s,H,16.15,0.09,mag,AB,y,n,0.01788008252095719,16.13211991747904,0.09,1.279906609887874,0.10609537969268512,mJy,1.0,n,REM(0.6m),REMIR,Dainotti2024;arXiv2202.04544,
469.0,0.0,s,H,14.82,0.15,mag,Vega,y,n,0.01788008252095719,16.181119917479045,0.15,1.2234276229657344,0.1690227724198824,mJy,1.0,n,REM(0.6m),REMIR,Dainotti2024;30772,
556.0,0.0,s,G,18.3,0.0,mag,Vega,y,y,0.09556942403089026,18.40443057596911,,0.15785342832873533,,mJy,1.0,n,MASTER-SAAO(2X0.4m),VWF-2,Dainotti2024;30766,unfilter-polarization
560.736,0.0,s,H,16.11,0.09,mag,AB,y,n,0.01788008252095719,16.092119917479042,0.09,1.3279394773519688,0.11007697121816212,mJy,1.0,n,REM(0.6m),REMIR,Dainotti2024;arXiv2202.04544,
565.0,0.0,s,G,19.1,0.0,mag,Vega,y,y,0.09556942403089026,19.20443057596911,,0.07555340097442752,,mJy,1.0,n,MASTER-SAAO(2X0.4m),VWF-2,Dainotti2024;30766,unfilter-polarization
653.184,0.0,s,H,16.13,0.11,mag,AB,y,n,0.01788008252095719,16.112119917479042,0.11,1.3037018503453286,0.13208291563781197,mJy,1.0,n,REM(0.6m),REMIR,Dainotti2024;arXiv2202.04544,
678.0,0.0,s,G,18.5,0.0,mag,Vega,y,y,0.09556942403089026,18.604430575969108,,0.13129676282819408,,mJy,1.0,n,MASTER-SAAO(2X0.4m),VWF-2,Dainotti2024;30766,unfilter-polarization
718.848,0.0,s,H,16.43,0.26,mag,AB,y,n,0.01788008252095719,16.412119917479043,0.26,0.988958988196019,0.2368248712754733,mJy,1.0,n,REM(0.6m),REMIR,Dainotti2024;arXiv2202.04544,
762.912,0.0,s,H,16.15,0.25,mag,AB,y,n,0.01788008252095719,16.13211991747904,0.25,1.279906609887874,0.29470938803523644,mJy,1.0,n,REM(0.6m),REMIR,Dainotti2024;arXiv2202.04544,
812.16,0.0,s,H,14.9,0.09,mag,AB,y,n,0.01788008252095719,14.882119917479043,0.09,4.04742007955026,0.33550304904925937,mJy,1.0,n,REM(0.6m),REMIR,Dainotti2024;arXiv2202.04544,
826.0,0.0,s,G,18.5,0.0,mag,Vega,y,y,0.09556942403089026,18.604430575969108,,0.13129676282819408,,mJy,1.0,n,MASTER-SAAO(2X0.4m),VWF-2,Dainotti2024;30766,unfilter-polarization
849.312,0.0,s,H,15.47,0.11,mag,AB,y,n,0.01788008252095719,15.452119917479044,0.11,2.39429843645338,0.2425753390700862,mJy,1.0,n,REM(0.6m),REMIR,Dainotti2024;arXiv2202.04544,
887.328,0.0,s,H,15.71,0.12,mag,AB,y,n,0.01788008252095719,15.692119917479044,0.12,1.9194565337080933,0.21214617605598138,mJy,1.0,n,REM(0.6m),REMIR,Dainotti2024;arXiv2202.04544,
924.48,0.0,s,H,15.82,0.16,mag,AB,y,n,0.01788008252095719,15.802119917479043,0.16,1.7345158865181534,0.25560770712691533,mJy,1.0,n,REM(0.6m),REMIR,Dainotti2024;arXiv2202.04544,
962.496,0.0,s,H,16.0,0.13,mag,AB,y,n,0.01788008252095719,15.982119917479043,0.13,1.469529409320559,0.17595325860412897,mJy,1.0,n,REM(0.6m),REMIR,Dainotti2024;arXiv2202.04544,
