time,time_err,time_unit,mjd,band,flux_density,flux_density_err,flux_density_unit,mag_system,Gext_corr,upperlimit,Gext_Alambda,mag_Gextcor,mag_Gextcor_err,flux_density_Gextcor,flux_density_Gextcor_err,flux_density_Gextcor_unit,weights,discard,telescope,instrument,reference,comment,source
57.0,,s,56402.53990740741,w,19.6,,magnitude,,n,y,,,,,,,1.0,n,,Swift/UVOT,GCN14411,,
83.0,,s,56402.54020833333,w,21.7,,magnitude,,n,y,,,,,,,1.0,n,,Swift/UVOT,GCN14425,,
1483.0,,s,56402.55641203704,R,22.6,,magnitude,,n,y,,,,,,,1.0,n,,2.4m GMG,GCN14423,,
1717.0,,s,56402.55912037037,R,20.5,,magnitude,,n,y,,,,,,,1.0,n,,Faulkes Telescope North,GCN14414,,
1965.0,,s,56402.56199074074,I,20.0,,magnitude,,n,y,,,,,,,1.0,n,,Faulkes Telescope North,GCN14414,,
3912.0,,s,56402.58452546296,uvot-u,20.6,,magnitude,,n,y,,,,,,,1.0,n,,Swift/UVOT,GCN14425,,
3937.791,210.801,s,56402.584823969904,10keV,4.07203369806092e-08,1.06142539572955e-08,Jy,,n,n,,,,,,,1.0,n,Swift,XRT,"UKSSDC Swift Burst Analyser (Evans+2007,2009)",,
4117.0,,s,56402.58689814815,uvot-b,20.9,,magnitude,,n,y,,,,,,,1.0,n,,Swift/UVOT,GCN14425,,
4292.787,304.245,s,56402.588932719904,10keV,2.30156964961491e-08,6.04790653947411e-09,Jy,,n,n,,,,,,,1.0,n,Swift,XRT,"UKSSDC Swift Burst Analyser (Evans+2007,2009)",,
4528.0,,s,56402.59165509259,uvot-uvw2,20.1,,magnitude,,n,y,,,,,,,1.0,n,,Swift/UVOT,GCN14425,,
4728.487,149.365,s,56402.59397554398,10keV,4.32773020398672e-08,1.12412444225451e-08,Jy,,n,n,,,,,,,1.0,n,Swift,XRT,"UKSSDC Swift Burst Analyser (Evans+2007,2009)",,
4733.0,,s,56402.59402777778,uvot-v,19.6,,magnitude,,n,y,,,,,,,1.0,n,,Swift/UVOT,GCN14425,,
4938.0,,s,56402.596400462964,uvot-uvm2,19.8,,magnitude,,n,y,,,,,,,1.0,n,,Swift/UVOT,GCN14425,,
5066.111,192.853,s,56402.597883229166,10keV,3.07299298391254e-08,8.05055154493682e-09,Jy,,n,n,,,,,,,1.0,n,Swift,XRT,"UKSSDC Swift Burst Analyser (Evans+2007,2009)",,
5143.0,,s,56402.59877314815,uvot-uvw1,20.1,,magnitude,,n,y,,,,,,,1.0,n,,Swift/UVOT,GCN14425,,
5512.813,325.324,s,56402.603053391205,10keV,3.52182724298726e-08,6.84968390429029e-09,Jy,,n,n,,,,,,,1.0,n,Swift,XRT,"UKSSDC Swift Burst Analyser (Evans+2007,2009)",,
9731.582,222.008,s,56402.651881736114,10keV,2.04330810777859e-08,5.36342669404283e-09,Jy,,n,n,,,,,,,1.0,n,Swift,XRT,"UKSSDC Swift Burst Analyser (Evans+2007,2009)",,
10227.176,423.23,s,56402.657617777775,10keV,1.13186791509508e-08,2.99119174947457e-09,Jy,,n,n,,,,,,,1.0,n,Swift,XRT,"UKSSDC Swift Burst Analyser (Evans+2007,2009)",,
10729.0,,s,56402.66342592592,I,21.2,,magnitude,,n,y,,,,,,,1.0,n,,1m Weihai telescope,GCN14426,,
16543.323,23350.648,s,56402.73072133102,10keV,6.30424778202712e-09,1.2078499302292e-09,Jy,,n,n,,,,,,,1.0,n,Swift,XRT,"UKSSDC Swift Burst Analyser (Evans+2007,2009)",,
52769.0,,s,56403.15,H,20.53,,magnitude,AB,n,y,,,,,,,1.0,n,,RATIR,GCN14432,,
52769.0,,s,56403.15,Y,21.39,,magnitude,AB,n,y,,,,,,,1.0,n,,RATIR,GCN14432,,
52769.0,,s,56403.15,J,21.2,,magnitude,AB,n,y,,,,,,,1.0,n,,RATIR,GCN14432,,
52769.0,,s,56403.15,r,23.19,,magnitude,AB,n,y,,,,,,,1.0,n,,RATIR,GCN14432,,
52769.0,,s,56403.15,i,22.99,,magnitude,AB,n,y,,,,,,,1.0,n,,RATIR,GCN14432,,
52769.0,,s,56403.15,Z,21.87,,magnitude,AB,n,y,,,,,,,1.0,n,,RATIR,GCN14432,,
88670.018,4081.568,s,56403.565521041666,10keV,1.39218377262871e-09,4.60263543016033e-10,Jy,,n,n,,,,,,,1.0,n,Swift,XRT,"UKSSDC Swift Burst Analyser (Evans+2007,2009)",,
204833.0,,s,56404.909999999996,85GHz,0.78,,mJy,,n,y,,,,,,,1.0,n,,CARMA,GCN14444,,
237665.0,,s,56405.29,5.8GHz,0.032,,mJy,,n,y,,,,,,,1.0,n,,VLA,GCN14444,,
