time,time_err,time_unit,band,flux_density,flux_density_err,flux_density_unit,mag_system,Gext_corr,upperlimit,Gext_Alambda,mag_Gextcor,mag_Gextcor_err,flux_density_Gextcor,flux_density_Gextcor_err,flux_density_Gextcor_unit,weights,discard,telescope,instrument,reference,comment
159.0,,s,w,20.6,,mag,,n,y,,,,,,,1.0,n,,UVOT,GCN22439,
421.0,,s,uvot-u,19.5,,mag,,n,y,,,,,,,1.0,n,,UVOT,GCN22439,
640.5,,s,w,21.6,,mag,,n,y,,,,,,,1.0,n,,UVOT,GCN22439,
721.5,,s,uvot-u,19.7,,mag,,n,y,,,,,,,1.0,n,,UVOT,GCN22439,
849.5,,s,uvot-v,18.0,,mag,,n,y,,,,,,,1.0,n,,UVOT,GCN22439,
862.0,,s,uvot-b,18.6,,mag,,n,y,,,,,,,1.0,n,,UVOT,GCN22439,
871.0,,s,uvot-uvm2,18.0,,mag,,n,y,,,,,,,1.0,n,,UVOT,GCN22439,
895.5,,s,uvot-uvw1,18.0,,mag,,n,y,,,,,,,1.0,n,,UVOT,GCN22439,
911.5,,s,uvot-uvw2,19.3,,mag,,n,y,,,,,,,1.0,n,,UVOT,GCN22439,
