|name        |time                   |ra        |dec      |error_radius|lle_bbbd_sig|lle_t90 |tl100      |like_best_ts|arr_flag|bii     |distance_to_closest|ext_emission_max_ene|ext_emission_max_ene_p|ext_emission_max_ene_t|ext_emission_n|gbm_cat_fluence|gbm_cat_fluence_error|gbm_cat_name|gbm_cat_t05|gbm_cat_t90|gbm_cat_t90_error|gbm_cat_t95|gcn_name  |irfs            |lat_bpl_chi2|lat_bpl_f0  |lat_bpl_f0_error|lat_bpl_index1|lat_bpl_index1_error|lat_bpl_index2|lat_bpl_index2_error|lat_bpl_timebreak|lat_bpl_timebreak_error|lat_f0      |lat_f0_error|lat_spl_chi2|lat_spl_index1|lat_spl_index1_error|late_index  |late_index_error|lii     |like_best_eiso_rf|like_best_eiso_rf_error|like_best_fluence|like_best_fluence_error|like_best_flux|like_best_flux_ene|like_best_flux_ene_error|like_best_flux_error|like_best_grbindex|like_best_grbindex_error|like_best_t0|like_best_t1|like_ext_eiso_rf|like_ext_eiso_rf_error|like_ext_fluence|like_ext_fluence_error|like_ext_flux|like_ext_flux_ene|like_ext_flux_ene_error|like_ext_flux_error|like_ext_grbindex|like_ext_grbindex_error|like_ext_t0|like_ext_t1|like_ext_ts|like_gbm_eiso_rf|like_gbm_eiso_rf_error|like_gbm_fluence|like_gbm_fluence_error|like_gbm_flux|like_gbm_flux_ene|like_gbm_flux_ene_error|like_gbm_flux_error|like_gbm_grbindex|like_gbm_grbindex_error|like_gbm_t0|like_gbm_t1|like_gbm_ts |like_lat_eiso_rf|like_lat_eiso_rf_error|like_lat_fluence|like_lat_fluence_error|like_lat_flux|like_lat_flux_ene|like_lat_flux_ene_error|like_lat_flux_error|like_lat_grbindex|like_lat_grbindex_error|like_lat_t0|like_lat_t1|like_lat_ts|lle_bbbd_sig_detected|lle_t05   |lle_t95   |luminosity_distance|redshift|su_tsinput |theta   |tl0        |tl0_lower  |tl1        |tl100_error|tl1_upper  |trigger_met    |zenith  |
+------------+-----------------------+----------+---------+------------+------------+--------+-----------+------------+--------+--------+-------------------+--------------------+----------------------+----------------------+--------------+---------------+---------------------+------------+-----------+-----------+-----------------+-----------+----------+----------------+------------+------------+----------------+--------------+--------------------+--------------+--------------------+-----------------+-----------------------+------------+------------+------------+--------------+--------------------+------------+----------------+--------+-----------------+-----------------------+-----------------+-----------------------+--------------+------------------+------------------------+--------------------+------------------+------------------------+------------+------------+----------------+----------------------+----------------+----------------------+-------------+-----------------+-----------------------+-------------------+-----------------+-----------------------+-----------+-----------+-----------+----------------+----------------------+----------------+----------------------+-------------+-----------------+-----------------------+-------------------+-----------------+-----------------------+-----------+-----------+------------+----------------+----------------------+----------------+----------------------+-------------+-----------------+-----------------------+-------------------+-----------------+-----------------------+-----------+-----------+-----------+---------------------+----------+----------+-------------------+--------+-----------+--------+-----------+-----------+-----------+-----------+-----------+---------------+--------+
|GRB140110263|2014-01-10 06:18:36.996|01 56 28.8|-36 30 00|      0.2500|     13.0000| 5.98300|  158.81000| 3.38656e+02|       0|-73.3423|             3.0500|             2000.00|                  1.00|               0.62000|         38.00|    5.42600e-06|          4.53320e-08|GRB140110263|     -0.256|      9.472|          1.61900|      9.216|GRB140110A|P8_TRANSIENT020E| 9.99000e+02| 0.00000e+00|     0.00000e+00|   0.00000e+00|         0.00000e+00|   0.00000e+00|         0.00000e+00|      0.00000e+00|            0.00000e+00|-3.47990e+00| 4.92406e-02| 3.00900e-05|   9.74491e-01|         2.40978e-02| 9.74491e-01|     2.40978e-02|251.1913|      0.00000e+00|            0.00000e+00|      2.19816e-06|            6.29153e-07|   5.46367e-04|       2.19816e-07|             6.29153e-08|         1.00885e-04|      -2.64840e+00|             2.82414e-01|     0.00000|    10.00000|     0.00000e+00|           0.00000e+00|     8.72172e-07|           6.05363e-07|  9.94162e-06|      5.80620e-09|            4.03000e-09|        3.68607e-06|     -2.32460e+00|            4.24462e-01|    9.21600|  159.42999|3.12898e+01|     0.00000e+00|           0.00000e+00|     2.18097e-06|           6.50003e-07|  5.56247e-04|      2.30254e-07|            6.86236e-08|        1.04477e-04|     -2.61609e+00|            2.81797e-01|   -0.25600|    9.21600| 3.29597e+02|     0.00000e+00|           0.00000e+00|     2.50820e-06|           6.68089e-07|  3.88391e-05|      1.57937e-08|            4.20684e-09|        6.88938e-06|     -2.63607e+00|            2.55957e-01|    0.62000|  159.42999|2.30950e+02|                    1|   0.14800|   6.13100|                   |        |2.00000e+02| 36.1006|    0.62000|    0.61000|  159.42999|    7.66500|  174.75000|411027520.94000| 64.6367|
|GRB090531775|2009-05-31 18:35:56.000|16 48 14.4|-36 03 00|      0.0000|     10.0000| 0.07100|    7.47000| 5.31069e+00|       0|  5.7448|            -1.0000|              630.00|                  0.94|               9.10000|          2.00|    3.18090e-07|          1.83670e-08|GRB090531775|      0.000|      0.768|          0.23100|      0.768|GRB090531B|P8_TRANSIENT020E| 9.99000e+02| 0.00000e+00|     0.00000e+00|   0.00000e+00|         0.00000e+00|   0.00000e+00|         0.00000e+00|      0.00000e+00|            0.00000e+00| 0.00000e+00| 0.00000e+00| 9.99000e+02|   0.00000e+00|         0.00000e+00| 0.00000e+00|     0.00000e+00|347.1972|      0.00000e+00|            0.00000e+00|      8.39312e-07|            0.00000e+00|   9.09271e-05|       1.00734e-07|             0.00000e+00|         0.00000e+00|      -2.66036e+00|             1.50029e+00|     0.76800|     9.10000|     0.00000e+00|           0.00000e+00|     8.39312e-07|           0.00000e+00|  9.09271e-05|      1.00734e-07|            0.00000e+00|        0.00000e+00|     -2.66036e+00|            1.50029e+00|    0.76800|    9.10000|5.31069e+00|     0.00000e+00|           0.00000e+00|     0.00000e+00|           0.00000e+00|  0.00000e+00|      0.00000e+00|            0.00000e+00|        0.00000e+00|      0.00000e+00|            0.00000e+00|    0.00000|    0.00000| 0.00000e+00|     0.00000e+00|           0.00000e+00|     0.00000e+00|           0.00000e+00|  0.00000e+00|      0.00000e+00|            0.00000e+00|        0.00000e+00|      0.00000e+00|            0.00000e+00|    0.00000|    0.00000|0.00000e+00|                    1|  -0.06700|   0.00400|                   |        |0.00000e+00| 21.9282|    1.63000|    0.82000|    9.10000|    4.14000|   16.57000|265487758.49200| 49.1757|
|GRB150118409|2015-01-18 09:48:17.001|16 00 55.2|-35 55 48|      0.5600|      6.6000| 1.47300|   46.69000| 3.04634e+01|       1| 12.7382|             4.5400|             1800.00|                  1.00|              51.03000|          3.00|    1.41140e-04|          1.09720e-07|GRB150118409|      7.680|     40.193|          0.57200|     47.873|GRB150118B|P8_TRANSIENT010E| 9.99000e+02| 0.00000e+00|     0.00000e+00|   0.00000e+00|         0.00000e+00|   0.00000e+00|         0.00000e+00|      0.00000e+00|            0.00000e+00| 0.00000e+00| 0.00000e+00| 9.99000e+02|   0.00000e+00|         0.00000e+00| 0.00000e+00|     0.00000e+00|340.5789|      0.00000e+00|            0.00000e+00|      2.11486e-05|            1.05782e-05|   9.31672e-05|       4.22973e-08|             2.11565e-08|         4.26895e-05|      -2.52221e+00|             5.12161e-01|     0.00000|   500.00000|     0.00000e+00|           0.00000e+00|     4.28303e-06|           0.00000e+00|  1.22461e-03|      1.35668e-06|            0.00000e+00|        0.00000e+00|     -5.99890e+00|            1.68812e-01|   47.87300|   51.03000|5.87139e+00|     0.00000e+00|           0.00000e+00|     6.18148e-06|           0.00000e+00|  1.38823e-04|      1.53795e-07|            0.00000e+00|        0.00000e+00|     -3.23827e+00|            1.49378e+00|    7.68000|   47.87300| 3.75577e+00|     0.00000e+00|           0.00000e+00|     6.97233e-06|           0.00000e+00|  1.34795e-04|      1.49332e-07|            0.00000e+00|        0.00000e+00|     -3.89108e+00|            1.59186e+00|    4.34000|   51.03000|5.48174e+00|                    1|  22.12200|  23.59500|                   |        |2.80000e+01| 65.2622|    4.34000|    4.13000|   51.03000|   15.28000|   81.38000|443267300.77000| 91.7388|
|GRB131216081|2013-12-16 01:56:31.998|06 06 21.6|-35 30 00|      2.2400|      7.7000| 0.27500|    0.00000| 8.28272e-03|       1|-23.9780|            -1.0000|             -670.00|               -670.00|            -666.00000|          0.00|    6.77790e-06|          3.99000e-08|GRB131216081|      0.003|     19.262|          3.59800|     19.265|GRB131216A|P8_TRANSIENT020E| 9.99000e+02| 0.00000e+00|     0.00000e+00|   0.00000e+00|         0.00000e+00|   0.00000e+00|         0.00000e+00|      0.00000e+00|            0.00000e+00| 0.00000e+00| 0.00000e+00| 9.99000e+02|   0.00000e+00|         0.00000e+00| 0.00000e+00|     0.00000e+00|242.0253|      0.00000e+00|            0.00000e+00|      9.52059e-07|            0.00000e+00|   4.46151e-05|       4.94268e-08|             0.00000e+00|         0.00000e+00|      -5.13255e+00|             1.10677e+01|     0.00000|    19.26200|     0.00000e+00|           0.00000e+00|     0.00000e+00|           0.00000e+00|  0.00000e+00|      0.00000e+00|            0.00000e+00|        0.00000e+00|      0.00000e+00|            0.00000e+00|    0.00000|    0.00000|0.00000e+00|     0.00000e+00|           0.00000e+00|     9.52050e-07|           0.00000e+00|  4.46147e-05|      4.94263e-08|            0.00000e+00|        0.00000e+00|     -5.13234e+00|            1.10672e+01|    0.00300|   19.26500| 8.27929e-03|     0.00000e+00|           0.00000e+00|     0.00000e+00|           0.00000e+00|  0.00000e+00|      0.00000e+00|            0.00000e+00|        0.00000e+00|      0.00000e+00|            0.00000e+00|    0.00000|    0.00000|0.00000e+00|                    1|  -0.19000|   0.08500|                   |        |0.00000e+00| 44.5659| -666.00000|    0.00000| -666.00000| -666.00000|-1332.00000|408851795.06300| 77.2043|
|GRB120526303|2012-05-26 07:16:39.996|03 35 16.8|-35 13 48|      0.1100|      0.0000| 0.00000| 2614.09009| 1.22225e+02|       0|-54.2944|             2.2500|            14000.00|                  1.00|            1354.30005|         20.00|    1.16190e-04|          2.27960e-07|GRB120526303|      3.072|     43.649|          1.00200|     46.721|GRB120526A|P8_TRANSIENT010E| 9.99000e+02| 0.00000e+00|     0.00000e+00|   0.00000e+00|         0.00000e+00|   0.00000e+00|         0.00000e+00|      0.00000e+00|            0.00000e+00|-3.46241e+00| 4.37292e-01| 4.00846e-04|   6.90622e-01|         1.30643e-01| 6.90622e-01|     1.30643e-01|236.3685|      0.00000e+00|            0.00000e+00|      1.05103e-05|            5.99379e-06|   2.07330e-06|       3.22445e-09|             1.83883e-09|         4.44434e-07|      -1.87180e+00|             1.64249e-01|    46.72100|  3306.29004|     0.00000e+00|           0.00000e+00|     1.05103e-05|           5.99379e-06|  2.07330e-06|      3.22445e-09|            1.83883e-09|        4.44434e-07|     -1.87180e+00|            1.64249e-01|   46.72100| 3306.29004|1.22225e+02|     0.00000e+00|           0.00000e+00|     0.00000e+00|           0.00000e+00|  0.00000e+00|      0.00000e+00|            0.00000e+00|        0.00000e+00|      0.00000e+00|            0.00000e+00|    0.00000|    0.00000| 0.00000e+00|     0.00000e+00|           0.00000e+00|     8.99624e-06|           5.20615e-06|  2.02675e-06|      3.44144e-09|            1.99157e-09|        4.39708e-07|     -1.84116e+00|            1.62956e-01|  692.20001| 3306.29004|1.21121e+02|                    0|   0.00000|   0.00000|                   |        |1.10000e+02|109.6846|  692.20001|  662.50000| 3306.29004|  173.12500| 3622.84009|359709402.76000| 62.9318|
|GRB121225417|2012-12-25 10:00:53.001|20 41 48.0|-34 49 48|      1.5000|      8.3000| 4.20700|    0.00000| 3.78045e+00|       0|-36.7829|            -1.0000|             -670.00|               -670.00|            -666.00000|          0.00|    6.95800e-05|          1.91100e-07|GRB121225417|      9.472|     58.497|          0.82000|     67.969|GRB121225B|P8_TRANSIENT020E| 9.99000e+02| 0.00000e+00|     0.00000e+00|   0.00000e+00|         0.00000e+00|   0.00000e+00|         0.00000e+00|      0.00000e+00|            0.00000e+00| 0.00000e+00| 0.00000e+00| 9.99000e+02|   0.00000e+00|         0.00000e+00| 0.00000e+00|     0.00000e+00|  8.2097|      0.00000e+00|            0.00000e+00|      6.76150e-06|            0.00000e+00|   1.04335e-04|       1.15587e-07|             0.00000e+00|         0.00000e+00|      -5.97962e+00|             1.32593e+00|     9.47200|    67.96900|     0.00000e+00|           0.00000e+00|     0.00000e+00|           0.00000e+00|  0.00000e+00|      0.00000e+00|            0.00000e+00|        0.00000e+00|      0.00000e+00|            0.00000e+00|    0.00000|    0.00000|0.00000e+00|     0.00000e+00|           0.00000e+00|     6.76150e-06|           0.00000e+00|  1.04335e-04|      1.15587e-07|            0.00000e+00|        0.00000e+00|     -5.97962e+00|            1.32593e+00|    9.47200|   67.96900| 3.78045e+00|     0.00000e+00|           0.00000e+00|     0.00000e+00|           0.00000e+00|  0.00000e+00|      0.00000e+00|            0.00000e+00|        0.00000e+00|      0.00000e+00|            0.00000e+00|    0.00000|    0.00000|0.00000e+00|                    1|  16.90200|  21.10900|                   |        |0.00000e+00| 64.2509| -666.00000|    0.00000| -666.00000| -666.00000|-1332.00000|378122456.58300| 90.7313|
|GRB110518860|2011-05-18 20:38:10.003|04 28 45.6|-34 16 12|      0.1900|      0.0000| 0.00000|  395.98999| 4.19981e+01|       0|-43.2849|             3.1600|             2900.00|                  1.00|            2039.23999|          4.00|               |                     |0           |      0.000|     35.000|                 |     35.000|GRB110518A|P8_TRANSIENT010E| 9.99000e+02| 0.00000e+00|     0.00000e+00|   0.00000e+00|         0.00000e+00|   0.00000e+00|         0.00000e+00|      0.00000e+00|            0.00000e+00|-3.78730e+00| 1.76785e+00| 2.26347e-03|   7.20437e-01|         4.88600e-01| 7.20437e-01|     4.88600e-01|235.6743|      0.00000e+00|            0.00000e+00|      5.85313e-06|            4.63301e-06|   9.14141e-07|       1.46328e-09|             1.15825e-09|         3.99060e-07|      -1.86165e+00|             3.16971e-01|     0.00000|  4000.00000|     0.00000e+00|           0.00000e+00|     4.08143e-06|           3.53216e-06|  1.30877e-06|      1.75226e-09|            1.51644e-09|        6.00913e-07|     -1.92619e+00|            3.58000e-01|   35.00000| 2364.23999|3.13806e+01|     0.00000e+00|           0.00000e+00|     0.00000e+00|           0.00000e+00|  0.00000e+00|      0.00000e+00|            0.00000e+00|        0.00000e+00|      0.00000e+00|            0.00000e+00|    0.00000|    0.00000| 0.00000e+00|     0.00000e+00|           0.00000e+00|     1.07836e-06|           1.47375e-06|  1.42766e-06|      2.72320e-09|            3.72168e-09|        9.54326e-07|     -1.80178e+00|            4.95386e-01| 1968.25000| 2364.23999|2.08134e+01|                    0|   0.00000|   0.00000|                   |        |4.00000e+01|165.9076| 1968.25000| 1897.26001| 2364.23999|  183.30000| 2659.85010|327443892.00000|124.1270|
|GRB131209547|2013-12-09 13:07:55.998|09 08 14.4|-33 54 00|      1.1600|      0.0000| 0.00000|  360.54001| 2.82334e+01|       0|  9.2588|             1.4900|              290.00|                  0.91|              65.13000|          8.00|    1.36740e-05|          8.83320e-08|GRB131209547|      2.816|     13.568|          1.14500|     16.384|GRB131209A|P8_TRANSIENT010E| 9.99000e+02| 0.00000e+00|     0.00000e+00|   0.00000e+00|         0.00000e+00|   0.00000e+00|         0.00000e+00|      0.00000e+00|            0.00000e+00|-3.44056e+00| 3.44322e-01| 8.94804e-04|   8.32158e-01|         1.55467e-01| 8.32158e-01|     1.55467e-01|258.8613|      0.00000e+00|            0.00000e+00|      7.89424e-07|            2.90559e-07|   5.92058e-06|       1.57885e-09|             5.81117e-10|         1.96079e-06|      -3.49885e+00|             7.30975e-01|     0.00000|   500.00000|     0.00000e+00|           0.00000e+00|     5.70957e-07|           2.66835e-07|  5.69127e-06|      1.59296e-09|            7.44464e-10|        2.13622e-06|     -3.33380e+00|            8.02072e-01|   16.38400|  374.81000|2.22336e+01|     0.00000e+00|           0.00000e+00|     1.21452e-06|           0.00000e+00|  8.07996e-05|      8.95138e-08|            0.00000e+00|        0.00000e+00|     -3.02825e+00|            1.33195e+00|    2.81600|   16.38400| 9.47978e+00|     0.00000e+00|           0.00000e+00|     7.14438e-07|           2.81853e-07|  6.92700e-06|      1.98158e-09|            7.81753e-10|        2.30885e-06|     -3.26852e+00|            6.79088e-01|   14.27000|  374.81000|2.73626e+01|                    0|   0.00000|   0.00000|                   |        |2.90000e+01| 19.7944|   14.27000|   12.98000|  374.81000|   56.79000|  487.10001|408287279.96000| 53.5509|
|GRB090626189|2009-06-26 04:32:08.002|11 20 45.6|-33 33 36|      0.2900|      9.1000| 0.88900|  548.32001| 1.19713e+02|       0| 25.6114|             2.6400|             2100.00|                  1.00|             111.63000|         20.00|    6.30460e-05|          1.06560e-07|GRB090626189|      1.536|     48.897|          2.82800|     50.433|GRB90626.0|P8_TRANSIENT010E| 9.99000e+02| 0.00000e+00|     0.00000e+00|   0.00000e+00|         0.00000e+00|   0.00000e+00|         0.00000e+00|      0.00000e+00|            0.00000e+00|-2.76129e+00| 5.91489e-01| 2.78339e-03|   9.42202e-01|         2.22585e-01| 9.42202e-01|     2.22585e-01|282.0672|      0.00000e+00|            0.00000e+00|      3.59409e-05|            1.46720e-05|   9.77951e-06|       8.98523e-09|             3.66799e-09|         2.07595e-06|      -2.07981e+00|             1.90556e-01|     0.00000|  4000.00000|     0.00000e+00|           0.00000e+00|     6.26618e-06|           3.05876e-06|  1.12022e-05|      1.23621e-08|            6.03440e-09|        2.70247e-06|     -2.00142e+00|            2.05215e-01|   50.43300|  557.32001|1.01796e+02|     0.00000e+00|           0.00000e+00|     1.47527e-06|           0.00000e+00|  2.72339e-05|      3.01710e-08|            0.00000e+00|        0.00000e+00|     -6.00000e+00|            9.95618e-04|    1.53600|   50.43300| 1.83995e+01|     0.00000e+00|           0.00000e+00|     5.64400e-06|           2.60555e-06|  1.08635e-05|      1.02933e-08|            4.75188e-09|        2.58376e-06|     -2.06605e+00|            2.12314e-01|    9.00000|  557.32001|1.01013e+02|                    1|  21.48100|  22.37000|                   |        |1.00000e+02| 22.5990|    9.00000|    7.92000|  557.32001|   86.40500|  729.04999|267683530.88000| 10.4193|
|GRB170825307|2017-08-25 07:22:00.998|19 02 33.6|-32 33 00|      1.0200|      0.0000| 0.00000|    0.58000| 2.53163e+01|       0|-16.3633|             5.8300|              300.00|                  0.99|               1.49000|          2.00|    2.24790e-06|          2.20480e-08|GRB170825307|     -0.512|      6.656|          0.92300|      6.144|GRB170825B|P8_TRANSIENT020E| 9.99000e+02| 0.00000e+00|     0.00000e+00|   0.00000e+00|         0.00000e+00|   0.00000e+00|         0.00000e+00|      0.00000e+00|            0.00000e+00| 0.00000e+00| 0.00000e+00| 9.99000e+02|   0.00000e+00|         0.00000e+00| 0.00000e+00|     0.00000e+00|  4.2709|      0.00000e+00|            0.00000e+00|      2.88144e-07|            2.27276e-07|   9.84143e-05|       2.88144e-08|             2.27276e-08|         5.81075e-05|      -3.20424e+00|             1.15455e+00|     0.00000|    10.00000|     0.00000e+00|           0.00000e+00|     0.00000e+00|           0.00000e+00|  0.00000e+00|      0.00000e+00|            0.00000e+00|        0.00000e+00|      0.00000e+00|            0.00000e+00|    0.00000|    0.00000|0.00000e+00|     0.00000e+00|           0.00000e+00|     1.98537e-06|           0.00000e+00|  2.69245e-04|      2.98283e-07|            0.00000e+00|        0.00000e+00|     -2.76510e+00|            1.13217e+00|   -0.51200|    6.14400| 1.98559e+01|     0.00000e+00|           0.00000e+00|     1.50276e-06|           0.00000e+00|  2.33873e-03|      2.59096e-06|            0.00000e+00|        0.00000e+00|     -2.08148e+00|            1.01966e+00|    0.91000|    1.49000|1.52824e+01|                    0|   0.00000|   0.00000|                   |        |2.50000e+01| 50.4679|    0.91000|    0.81000|    1.49000|    0.34000|    2.07000|525338526.42000| 79.4937|
|GRB180718763|2018-07-18 18:18:24.002|02 57 55.2|-30 19 48|      0.9500|      0.0000| 0.00000|   15.09000| 7.22406e+01|       0|-62.1772|             2.2500|              490.00|                  0.99|               2.63000|          9.00|    1.49000e-05|          4.95580e-08|GRB180718763|      1.600|     98.306|          4.89100|     99.906|GRB180718B|P8_TRANSIENT020E| 9.99000e+02| 0.00000e+00|     0.00000e+00|   0.00000e+00|         0.00000e+00|   0.00000e+00|         0.00000e+00|      0.00000e+00|            0.00000e+00| 0.00000e+00| 0.00000e+00| 9.99000e+02|   0.00000e+00|         0.00000e+00| 0.00000e+00|     0.00000e+00|227.1050|      0.00000e+00|            0.00000e+00|      6.84721e-07|            3.20811e-07|   2.02505e-04|       6.84721e-08|             3.20811e-08|         7.26315e-05|      -2.89512e+00|             6.18434e-01|     0.00000|    10.00000|     0.00000e+00|           0.00000e+00|     0.00000e+00|           0.00000e+00|  0.00000e+00|      0.00000e+00|            0.00000e+00|        0.00000e+00|      0.00000e+00|            0.00000e+00|    0.00000|    0.00000|0.00000e+00|     0.00000e+00|           0.00000e+00|     1.07324e-06|           4.82120e-07|  2.98619e-05|      1.09174e-08|            4.90428e-09|        9.88168e-06|     -2.77202e+00|            4.90276e-01|    1.60000|   99.90600| 2.09384e+01|     0.00000e+00|           0.00000e+00|     6.67688e-07|           3.53739e-07|  1.34565e-04|      4.42470e-08|            2.34419e-08|        4.85803e-05|     -2.94544e+00|            6.38290e-01|    1.07000|   16.16000|5.99889e+01|                    0|   0.00000|   0.00000|                   |        |3.70000e+01| 46.4544|    1.07000|    0.95000|   16.16000|    3.20500|   22.45000|553630709.46000| 43.0937|
|GRB180703949|2018-07-03 22:46:51.001|06 27 40.8|-29 52 48|      0.4400|      0.0000| 0.00000|   70.55000| 4.29003e+01|       0|-17.8795|             4.6100|             1100.00|                  1.00|              34.22000|          5.00|    8.84880e-06|          1.81590e-08|GRB180703949|      0.128|      1.536|          0.09100|      1.664|GRB180703B|P8_TRANSIENT020E| 9.99000e+02| 0.00000e+00|     0.00000e+00|   0.00000e+00|         0.00000e+00|   0.00000e+00|         0.00000e+00|      0.00000e+00|            0.00000e+00| 0.00000e+00| 0.00000e+00| 9.99000e+02|   0.00000e+00|         0.00000e+00| 0.00000e+00|     0.00000e+00|237.9491|      0.00000e+00|            0.00000e+00|      1.92223e-06|            2.35826e-06|   1.84416e-05|       5.90437e-08|             7.24369e-08|         9.32989e-06|      -1.63769e+00|             3.58289e-01|     1.66400|    34.22000|     0.00000e+00|           0.00000e+00|     1.92223e-06|           2.35826e-06|  1.84416e-05|      5.90437e-08|            7.24369e-08|        9.32989e-06|     -1.63769e+00|            3.58289e-01|    1.66400|   34.22000|4.29003e+01|     0.00000e+00|           0.00000e+00|     0.00000e+00|           0.00000e+00|  0.00000e+00|      0.00000e+00|            0.00000e+00|        0.00000e+00|      0.00000e+00|            0.00000e+00|    0.00000|    0.00000| 0.00000e+00|     0.00000e+00|           0.00000e+00|     1.22256e-06|           1.77155e-06|  1.71484e-05|      4.66272e-08|            6.75649e-08|        1.00718e-05|     -1.68796e+00|            4.33091e-01|    8.00000|   34.22000|2.71636e+01|                    0|   0.00000|   0.00000|                   |        |4.10000e+01| 32.2084|    8.00000|    7.92000|   78.55000|   22.20500|  122.88000|552350816.32000| 44.3668|
|GRB120830297|2012-08-30 07:07:03.000|05 54 21.6|-28 47 24|      0.6200|      0.0000| 0.00000|   10.02000| 7.07080e+01|       0|-24.3213|             3.2800|              780.00|                  1.00|               2.96000|          6.00|    3.06930e-06|          2.71880e-08|GRB120830297|      0.000|      0.896|          0.23100|      0.896|GRB120830A|P8_TRANSIENT020E| 9.99000e+02| 0.00000e+00|     0.00000e+00|   0.00000e+00|         0.00000e+00|   0.00000e+00|         0.00000e+00|      0.00000e+00|            0.00000e+00| 0.00000e+00| 0.00000e+00| 9.99000e+02|   0.00000e+00|         0.00000e+00| 0.00000e+00|     0.00000e+00|234.1716|      0.00000e+00|            0.00000e+00|      1.41242e-06|            1.46058e-06|   1.05102e-04|       1.40960e-07|             1.45766e-07|         4.34967e-05|      -1.92554e+00|             3.74183e-01|     0.66000|    10.68000|     0.00000e+00|           0.00000e+00|     9.86210e-07|           1.46209e-06|  5.19874e-05|      1.00798e-07|            1.49437e-07|        3.09659e-05|     -1.79634e+00|            4.79395e-01|    0.89600|   10.68000|2.92152e+01|     0.00000e+00|           0.00000e+00|     4.95158e-07|           6.82723e-07|  6.03307e-04|      5.52631e-07|            7.61967e-07|        3.51018e-04|     -2.08118e+00|            5.99469e-01|    0.00000|    0.89600| 4.72912e+01|     0.00000e+00|           0.00000e+00|     1.41242e-06|           1.46058e-06|  1.05102e-04|      1.40960e-07|            1.45766e-07|        4.34967e-05|     -1.92554e+00|            3.74183e-01|    0.66000|   10.68000|7.07080e+01|                    0|   0.00000|   0.00000|                   |        |4.40000e+01| 38.7316|    0.66000|    0.59000|   10.68000|    0.18000|   10.97000|368003226.54000| 75.3340|
|GRB090228204|2009-02-28 04:53:20.000|06 34 24.0|-28 47 24|      0.2100|      0.0000| 0.00000|    2.00000| 6.04479e+01|       1|-16.1131|             4.3800|              700.00|                  0.92|               2.09000|          5.00|    6.19360e-06|          2.64910e-08|GRB090228204|      0.000|      0.448|          0.14300|      0.448|GRB090228A|P8_TRANSIENT020E| 9.99000e+02| 0.00000e+00|     0.00000e+00|   0.00000e+00|         0.00000e+00|   0.00000e+00|         0.00000e+00|      0.00000e+00|            0.00000e+00| 0.00000e+00| 0.00000e+00| 9.99000e+02|   0.00000e+00|         0.00000e+00| 0.00000e+00|     0.00000e+00|237.4670|      0.00000e+00|            0.00000e+00|      1.95619e-06|            2.08498e-06|   9.31307e-05|       1.95619e-07|             2.08498e-07|         3.92687e-05|      -1.77001e+00|             3.33113e-01|     0.00000|    10.00000|     0.00000e+00|           0.00000e+00|     8.83434e-07|           1.14702e-06|  3.88099e-04|      5.38023e-07|            6.98548e-07|        1.97478e-04|     -1.91327e+00|            4.59209e-01|    0.44800|    2.09000|3.92447e+01|     0.00000e+00|           0.00000e+00|     8.60333e-07|           0.00000e+00|  1.73344e-03|      1.92039e-06|            0.00000e+00|        0.00000e+00|     -4.50637e+00|            3.26964e+00|    0.00000|    0.44800| 1.24343e+01|     0.00000e+00|           0.00000e+00|     8.83400e-07|           1.14916e-06|  3.19539e-04|      4.41700e-07|            5.74582e-07|        1.62763e-04|     -1.91434e+00|            4.60421e-01|    0.09000|    2.09000|3.77270e+01|                    0|   0.00000|   0.00000|                   |        |4.10000e+01| 23.8033|    0.09000|    0.08000|    2.09000|    0.13500|    2.35000|257489602.92000| 56.6437|
