|name        |time                   |ra        |dec      |error_radius|lle_bbbd_sig|lle_t90 |tl100      |like_best_ts|arr_flag|bii     |distance_to_closest|ext_emission_max_ene|ext_emission_max_ene_p|ext_emission_max_ene_t|ext_emission_n|gbm_cat_fluence|gbm_cat_fluence_error|gbm_cat_name|gbm_cat_t05|gbm_cat_t90|gbm_cat_t90_error|gbm_cat_t95|gcn_name  |irfs            |lat_bpl_chi2|lat_bpl_f0  |lat_bpl_f0_error|lat_bpl_index1|lat_bpl_index1_error|lat_bpl_index2|lat_bpl_index2_error|lat_bpl_timebreak|lat_bpl_timebreak_error|lat_f0      |lat_f0_error|lat_spl_chi2|lat_spl_index1|lat_spl_index1_error|late_index  |late_index_error|lii     |like_best_eiso_rf|like_best_eiso_rf_error|like_best_fluence|like_best_fluence_error|like_best_flux|like_best_flux_ene|like_best_flux_ene_error|like_best_flux_error|like_best_grbindex|like_best_grbindex_error|like_best_t0|like_best_t1|like_ext_eiso_rf|like_ext_eiso_rf_error|like_ext_fluence|like_ext_fluence_error|like_ext_flux|like_ext_flux_ene|like_ext_flux_ene_error|like_ext_flux_error|like_ext_grbindex|like_ext_grbindex_error|like_ext_t0|like_ext_t1|like_ext_ts|like_gbm_eiso_rf|like_gbm_eiso_rf_error|like_gbm_fluence|like_gbm_fluence_error|like_gbm_flux|like_gbm_flux_ene|like_gbm_flux_ene_error|like_gbm_flux_error|like_gbm_grbindex|like_gbm_grbindex_error|like_gbm_t0|like_gbm_t1|like_gbm_ts |like_lat_eiso_rf|like_lat_eiso_rf_error|like_lat_fluence|like_lat_fluence_error|like_lat_flux|like_lat_flux_ene|like_lat_flux_ene_error|like_lat_flux_error|like_lat_grbindex|like_lat_grbindex_error|like_lat_t0|like_lat_t1|like_lat_ts|lle_bbbd_sig_detected|lle_t05   |lle_t95   |luminosity_distance|redshift|su_tsinput |theta   |tl0        |tl0_lower  |tl1        |tl100_error|tl1_upper  |trigger_met    |zenith  |
+------------+-----------------------+----------+---------+------------+------------+--------+-----------+------------+--------+--------+-------------------+--------------------+----------------------+----------------------+--------------+---------------+---------------------+------------+-----------+-----------+-----------------+-----------+----------+----------------+------------+------------+----------------+--------------+--------------------+--------------+--------------------+-----------------+-----------------------+------------+------------+------------+--------------+--------------------+------------+----------------+--------+-----------------+-----------------------+-----------------+-----------------------+--------------+------------------+------------------------+--------------------+------------------+------------------------+------------+------------+----------------+----------------------+----------------+----------------------+-------------+-----------------+-----------------------+-------------------+-----------------+-----------------------+-----------+-----------+-----------+----------------+----------------------+----------------+----------------------+-------------+-----------------+-----------------------+-------------------+-----------------+-----------------------+-----------+-----------+------------+----------------+----------------------+----------------+----------------------+-------------+-----------------+-----------------------+-------------------+-----------------+-----------------------+-----------+-----------+-----------+---------------------+----------+----------+-------------------+--------+-----------+--------+-----------+-----------+-----------+-----------+-----------+---------------+--------+
|GRB141028455|2014-10-28 10:54:46.002|21 31 07.2|-00 38 24|      0.2700|     31.0000|23.89200|  489.62000| 1.69281e+02|       1|-35.1826|             1.4400|             3900.00|                  0.94|             157.52000|         34.00|    3.47810e-05|          8.91410e-08|GRB141028455|      6.656|     31.489|          2.42900|     38.145|GRB141028A|P8_TRANSIENT010E| 9.99000e+02| 0.00000e+00|     0.00000e+00|   0.00000e+00|         0.00000e+00|   0.00000e+00|         0.00000e+00|      0.00000e+00|            0.00000e+00|-2.85806e+00| 8.27176e-02| 5.79150e-05|   9.70033e-01|         3.24528e-02| 9.70033e-01|     3.24528e-02| 53.1646|      6.98226e+52|            3.43620e+52|      1.18858e-06|            3.18280e-07|   1.30827e-04|       3.77460e-08|             1.01077e-08|         3.04642e-05|      -3.24428e+00|             4.68325e-01|     6.65600|    38.14500|     3.85943e+52|           1.01060e+52|     4.24793e-06|           2.54944e-06|  8.58793e-06|      9.18740e-09|            5.51390e-09|        2.27958e-06|     -2.01416e+00|            2.45905e-01|   38.14500|  500.51001|8.99154e+01|     6.98226e+52|           3.43620e+52|     1.18858e-06|           3.18280e-07|  1.30827e-04|      3.77460e-08|            1.01077e-08|        3.04642e-05|     -3.24428e+00|            4.68325e-01|    6.65600|   38.14500| 1.69281e+02|     9.17608e+52|           1.88403e+52|     4.50307e-06|           1.38063e-06|  1.84084e-05|      9.19707e-09|            2.81980e-09|        3.28326e-06|     -2.43884e+00|            2.29823e-01|   10.89000|  500.51001|1.51968e+02|                    1|   6.86300|  30.75500|        5.91256e+28| 2.33200|1.30000e+02| 36.4301|   10.89000|   10.86000|  500.51001|   82.29000|  665.06000|436186489.78000| 48.0918|
|GRB181231144|2018-12-31 03:27:43.001|16 58 21.6|+00 36 36|      0.1670|      0.0000| 0.00000|  187.70000| 2.99350e+01|       0| 25.2359|            -1.0000|             2400.00|                  1.00|             502.98001|          4.00|    4.08730e-06|          4.19420e-08|GRB181231144|     -6.912|     36.865|          3.66500|     29.953|GRB181231A|P8_SOURCE       | 9.99000e+02| 0.00000e+00|     0.00000e+00|   0.00000e+00|         0.00000e+00|   0.00000e+00|         0.00000e+00|      0.00000e+00|            0.00000e+00| 0.00000e+00| 0.00000e+00| 9.99000e+02|   0.00000e+00|         0.00000e+00| 0.00000e+00|     0.00000e+00| 19.7372|      0.00000e+00|            0.00000e+00|      2.88443e-06|            2.44242e-06|   2.66225e-06|       2.88443e-09|             2.44241e-09|         1.31799e-06|      -2.00893e+00|             3.79722e-01|     0.00000|  1000.00000|     0.00000e+00|           0.00000e+00|     3.98156e-06|           0.00000e+00|  7.59778e-06|      8.41719e-09|            0.00000e+00|        0.00000e+00|     -2.11393e+00|            4.74293e-01|   29.95300|  502.98001|1.55446e+01|     0.00000e+00|           0.00000e+00|     0.00000e+00|           0.00000e+00|  0.00000e+00|      0.00000e+00|            0.00000e+00|        0.00000e+00|      0.00000e+00|            0.00000e+00|    0.00000|    0.00000| 0.00000e+00|     0.00000e+00|           0.00000e+00|     2.20371e-06|           0.00000e+00|  1.05976e-05|      1.17406e-08|            0.00000e+00|        0.00000e+00|     -2.29607e+00|            9.42569e-01|  315.28000|  502.98001|5.11359e+00|                    0|   0.00000|   0.00000|                   |        |2.90000e+01| 51.3990|  315.28000|  286.48999|  502.98001|   53.68000|  581.54999|567919668.74500| 47.1126|
|GRB140102887|2014-01-02 21:17:37.000|14 08 04.8|+01 28 12|      0.2400|     11.0000| 2.87200|   57.10000| 1.19439e+02|       1| 58.4415|             2.5100|             2300.00|                  1.00|               4.29000|         12.00|    1.78030e-05|          2.41240e-08|GRB140102887|      0.448|      3.648|          0.09100|      4.096|GRB140102A|P8_TRANSIENT020E| 9.99000e+02| 0.00000e+00|     0.00000e+00|   0.00000e+00|         0.00000e+00|   0.00000e+00|         0.00000e+00|      0.00000e+00|            0.00000e+00|-2.64633e+00| 5.39856e-01| 1.11178e-02|   1.22455e+00|         3.79262e-01| 1.22455e+00|     3.79262e-01|341.7548|      0.00000e+00|            0.00000e+00|      2.32804e-06|            1.43173e-06|   5.13792e-05|       4.07712e-08|             2.50740e-08|         1.47639e-05|      -2.14927e+00|             3.00694e-01|     3.09000|    60.19000|     0.00000e+00|           0.00000e+00|     2.14019e-06|           1.46043e-06|  4.44037e-05|      3.81537e-08|            2.60353e-08|        1.38947e-05|     -2.11069e+00|            3.17320e-01|    4.09600|   60.19000|1.04484e+02|     0.00000e+00|           0.00000e+00|     1.76397e-06|           0.00000e+00|  4.36471e-04|      4.83544e-07|            0.00000e+00|        0.00000e+00|     -2.99850e+00|            1.10816e+00|    0.44800|    4.09600| 1.53482e+01|     0.00000e+00|           0.00000e+00|     2.32804e-06|           1.43173e-06|  5.13792e-05|      4.07712e-08|            2.50740e-08|        1.47639e-05|     -2.14927e+00|            3.00694e-01|    3.09000|   60.19000|1.19439e+02|                    1|   2.37900|   5.25100|                   |        |5.50000e+01| 47.1566|    3.09000|    2.98000|   60.19000|   11.60500|   83.29000|410390260.81000| 44.6674|
|GRB170808936|2017-08-08 22:27:43.004|09 42 52.8|+01 36 36|      0.7100|      7.3000|10.30900| 6192.14990| 6.55309e+01|       1| 38.1671|             0.9900|             1800.00|                  1.00|             484.35999|         18.00|    1.15910e-04|          1.56360e-07|GRB170808936|      4.096|     17.664|          0.57200|     21.760|GRB170808B|P8_TRANSIENT010E| 9.99000e+02| 0.00000e+00|     0.00000e+00|   0.00000e+00|         0.00000e+00|   0.00000e+00|         0.00000e+00|      0.00000e+00|            0.00000e+00|-2.56377e+00| 6.07528e-01| 2.49621e-03|   1.00768e+00|         2.21432e-01| 1.00768e+00|     2.21432e-01|234.1887|      0.00000e+00|            0.00000e+00|      1.17842e-05|            4.90990e-06|   4.69112e-06|       2.94606e-09|             1.22748e-09|         1.20958e-06|      -2.27828e+00|             2.58728e-01|     0.00000|  4000.00000|     0.00000e+00|           0.00000e+00|     7.25689e-06|           3.50420e-06|  1.47268e-06|      1.17347e-09|            5.66646e-10|        4.35020e-07|     -2.14720e+00|            2.61120e-01|   21.76000| 6205.87988|5.19413e+01|     0.00000e+00|           0.00000e+00|     4.31167e-06|           0.00000e+00|  2.20331e-04|      2.44093e-07|            0.00000e+00|        0.00000e+00|     -6.00000e+00|            6.15633e-03|    4.09600|   21.76000| 1.99965e+01|     0.00000e+00|           0.00000e+00|     6.91590e-06|           2.93764e-06|  1.66936e-06|      1.11688e-09|            4.74414e-10|        4.70772e-07|     -2.24063e+00|            2.68725e-01|   13.73000| 6205.87988|5.53092e+01|                    1|   6.46600|  16.77500|                   |        |4.60000e+01| 64.8486|   13.73000|   12.92000| 6205.87988|   37.61000| 6280.29004|523924068.10000| 17.4545|
|GRB101123952|2010-11-23 22:51:34.004|09 00 38.4|+01 54 36|      1.0000|      8.9000| 2.69600|    0.00000| 1.84620e+01|       0| 29.3739|            -1.0000|              260.00|                  0.91|           55389.75000|          1.00|    1.17470e-04|          5.28800e-08|GRB101123952|     41.473|    103.938|          0.57200|    145.411|GRB101123A|P8_TRANSIENT020E| 9.99000e+02| 0.00000e+00|     0.00000e+00|   0.00000e+00|         0.00000e+00|   0.00000e+00|         0.00000e+00|      0.00000e+00|            0.00000e+00| 0.00000e+00| 0.00000e+00| 9.99000e+02|   0.00000e+00|         0.00000e+00| 0.00000e+00|     0.00000e+00|227.1381|      0.00000e+00|            0.00000e+00|      7.58818e-06|            0.00000e+00|   2.41221e-06|       2.67237e-09|             0.00000e+00|         0.00000e+00|      -2.78209e+00|             4.53137e-01| 54298.62891| 57138.12500|     0.00000e+00|           0.00000e+00|     3.69060e-05|           0.00000e+00|  5.84516e-07|      6.47556e-10|            0.00000e+00|        0.00000e+00|     -3.09433e+00|            5.05834e-01|  145.41100|57138.12500|1.19076e+01|     0.00000e+00|           0.00000e+00|     0.00000e+00|           0.00000e+00|  0.00000e+00|      0.00000e+00|            0.00000e+00|        0.00000e+00|      0.00000e+00|            0.00000e+00|    0.00000|    0.00000| 0.00000e+00|     0.00000e+00|           0.00000e+00|     7.58818e-06|           0.00000e+00|  2.41221e-06|      2.67237e-09|            0.00000e+00|        0.00000e+00|     -2.78209e+00|            4.53137e-01|54298.62891|57138.12500|1.84620e+01|                    1|  43.43000|  46.12600|                   |        |0.00000e+00| 77.4140|55389.75000|51264.10938|55389.75000| 7253.75977|65771.63281|312245496.97300| 97.7702|
|GRB180526461|2018-05-26 11:04:09.002|07 13 55.2|+03 38 24|      0.2700|      0.0000| 0.00000| 1139.68994| 5.14177e+01|       0|  6.6577|             1.9400|             2200.00|                  1.00|            1308.08997|          8.00|               |                     |0           |      0.000|     87.000|                 |     87.000|GRB180526A|P8_TRANSIENT010E| 9.99000e+02| 0.00000e+00|     0.00000e+00|   0.00000e+00|         0.00000e+00|   0.00000e+00|         0.00000e+00|      0.00000e+00|            0.00000e+00|-9.67397e-01| 2.30855e+00| 8.35718e-03|   1.33444e+00|         7.04101e-01| 1.33444e+00|     7.04101e-01|212.2435|      0.00000e+00|            0.00000e+00|      1.20535e-05|            8.16006e-06|   3.68122e-06|       6.47489e-09|             4.38343e-09|         1.35630e-06|      -1.82910e+00|             2.57623e-01|    87.00000|  1948.56995|     0.00000e+00|           0.00000e+00|     1.20535e-05|           8.16006e-06|  3.68122e-06|      6.47489e-09|            4.38343e-09|        1.35630e-06|     -1.82910e+00|            2.57623e-01|   87.00000| 1948.56995|5.14177e+01|     0.00000e+00|           0.00000e+00|     0.00000e+00|           0.00000e+00|  0.00000e+00|      0.00000e+00|            0.00000e+00|        0.00000e+00|      0.00000e+00|            0.00000e+00|    0.00000|    0.00000| 0.00000e+00|     0.00000e+00|           0.00000e+00|     6.46899e-06|           4.60355e-06|  3.40368e-06|      5.67610e-09|            4.03930e-09|        1.33016e-06|     -1.84739e+00|            2.78134e-01|  808.88000| 1948.56995|4.83835e+01|                   -1|   0.00000|   0.00000|                   |        |4.60000e+01| 82.1820|  808.88000|  794.78998| 1948.56995|   45.13000| 2024.73999|549025454.00000|109.6541|
|GRB130504978|2013-05-04 23:28:57.000|06 06 12.0|+03 46 48|      0.1200|     29.0000|57.36100|  547.67999| 1.04096e+02|       1| -8.2848|             3.7600|             5700.00|                  1.00|             250.82001|         19.00|    1.28720e-04|          2.32340e-07|GRB130504978|      8.704|     73.217|          2.11100|     81.921|GRB130504C|P8_TRANSIENT010E| 5.90639e-05|-5.13247e+00|     3.04450e-01|   6.61005e-01|         1.11137e-01|   9.57216e-01|         4.87651e-01|      2.44486e+00|            4.44192e-01|-3.29015e+00| 1.40486e-01| 4.82515e-05|   7.67047e-01|         5.82158e-02| 7.67047e-01|     5.82158e-02|204.3363|      0.00000e+00|            0.00000e+00|      5.75058e-06|            2.95816e-06|   8.42644e-06|       1.15012e-08|             5.91632e-09|         2.08283e-06|      -1.91902e+00|             1.96768e-01|     0.00000|   500.00000|     0.00000e+00|           0.00000e+00|     4.81717e-06|           2.83576e-06|  5.95823e-06|      9.47518e-09|            5.57782e-09|        1.63139e-06|     -1.86394e+00|            2.11096e-01|   81.92100|  590.32001|8.42413e+01|     0.00000e+00|           0.00000e+00|     9.91454e-07|           5.35304e-07|  2.76523e-05|      1.35413e-08|            7.31120e-09|        1.19149e-05|     -2.45530e+00|            4.90186e-01|    8.70400|   81.92100| 2.86901e+01|     0.00000e+00|           0.00000e+00|     5.47419e-06|           2.85244e-06|  7.21117e-06|      9.99523e-09|            5.20823e-09|        1.80263e-06|     -1.91333e+00|            1.98973e-01|   42.64000|  590.32001|1.02838e+02|                    1|  13.54200|  70.90300|                   |        |9.10000e+01| 47.6034|   42.64000|   31.12000|  590.32001|   20.32000|  619.44000|389402940.52000| 52.3386|
|GRB181120265|2018-11-20 06:21:18.996|01 22 58.1|+03 48 22|      0.7110|      0.0000| 0.00000|  245.00000| 2.85728e+01|       0|-58.1429|            -1.0000|              220.00|                  0.90|            5239.52002|          5.00|    3.54770e-06|          1.65600e-08|GRB181120265|      0.003|     17.374|          0.79900|     17.377|GRB181120A|P8_TRANSIENT020E| 9.99000e+02| 0.00000e+00|     0.00000e+00|   0.00000e+00|         0.00000e+00|   0.00000e+00|         0.00000e+00|      0.00000e+00|            0.00000e+00| 0.00000e+00| 0.00000e+00| 9.99000e+02|   0.00000e+00|         0.00000e+00| 0.00000e+00|     0.00000e+00|137.9583|      0.00000e+00|            0.00000e+00|      2.58555e-06|            8.06688e-07|   2.35208e-06|       4.95113e-10|             1.54475e-10|         6.98065e-07|      -5.14760e+00|             1.18389e+00|    17.37700|  5239.52002|     0.00000e+00|           0.00000e+00|     2.58555e-06|           8.06688e-07|  2.35208e-06|      4.95113e-10|            1.54475e-10|        6.98065e-07|     -5.14760e+00|            1.18389e+00|   17.37700| 5239.52002|2.85728e+01|     0.00000e+00|           0.00000e+00|     0.00000e+00|           0.00000e+00|  0.00000e+00|      0.00000e+00|            0.00000e+00|        0.00000e+00|      0.00000e+00|            0.00000e+00|    0.00000|    0.00000| 0.00000e+00|     0.00000e+00|           0.00000e+00|     2.47953e-06|           0.00000e+00|  9.13531e-06|      1.01205e-08|            0.00000e+00|        0.00000e+00|     -4.26069e+00|            1.47835e+00| 4994.52002| 5239.52002|6.97915e+00|                    0|   0.00000|   0.00000|                   |        |2.10000e+01| 71.5091| 4994.52002| 4893.00000| 5239.52002|   72.79500| 5283.58984|564387684.08400| 82.8728|
|GRB141207800|2014-12-07 19:11:20.999|10 39 12.0|+03 57 00|      0.2000|     15.0000|10.47900|  732.57001| 4.95227e+02|       0| 50.8542|             2.3300|             5500.00|                  1.00|             734.33002|         48.00|    3.41970e-05|          1.16070e-07|GRB141207800|      1.280|     20.992|          0.57200|     22.272|GRB141207A|P8_TRANSIENT020E| 9.99000e+02| 0.00000e+00|     0.00000e+00|   0.00000e+00|         0.00000e+00|   0.00000e+00|         0.00000e+00|      0.00000e+00|            0.00000e+00|-1.07844e+00| 5.84295e-02| 1.19308e-05|   1.87700e+00|         2.73616e-02| 1.87700e+00|     2.73616e-02|243.3835|      0.00000e+00|            0.00000e+00|      1.97258e-05|            7.75998e-06|   6.63599e-04|       9.39684e-07|             3.69664e-07|         1.09041e-04|      -1.90549e+00|             1.43347e-01|     1.28000|    22.27200|     0.00000e+00|           0.00000e+00|     3.18315e-06|           2.82118e-06|  2.32730e-06|      4.47035e-09|            3.96201e-09|        1.00101e-06|     -1.79945e+00|            2.98562e-01|   22.27200|  734.33002|3.19737e+01|     0.00000e+00|           0.00000e+00|     1.97258e-05|           7.75998e-06|  6.63599e-04|      9.39684e-07|            3.69664e-07|        1.09041e-04|     -1.90549e+00|            1.43347e-01|    1.28000|   22.27200| 4.95227e+02|     0.00000e+00|           0.00000e+00|     1.71731e-05|           6.49133e-06|  1.22902e-05|      2.34423e-08|            8.86104e-09|        2.02875e-06|     -1.80179e+00|            1.25059e-01|    1.76000|  734.33002|1.96816e+02|                    1|   1.69200|  12.17100|                   |        |2.60000e+02| 61.1366|    1.76000|    1.56000|  734.33002|   11.16500|  756.46002|439672284.10000| 36.7668|
|GRB110728056|2011-07-28 01:20:22.001|11 34 16.8|+04 20 24|      0.6200|      0.0000| 0.00000|    2.62000| 7.26365e+01|       0| 60.7063|             3.6900|             1400.00|                  1.00|               2.98000|          6.00|    3.26680e-07|          6.29920e-08|GRB110728056|     -0.128|      0.704|          0.23100|      0.576|GRB110728A|P8_TRANSIENT020E| 9.99000e+02| 0.00000e+00|     0.00000e+00|   0.00000e+00|         0.00000e+00|   0.00000e+00|         0.00000e+00|      0.00000e+00|            0.00000e+00| 0.00000e+00| 0.00000e+00| 9.99000e+02|   0.00000e+00|         0.00000e+00| 0.00000e+00|     0.00000e+00|260.6164|      0.00000e+00|            0.00000e+00|      2.45096e-06|            2.27553e-06|   1.36158e-04|       2.45096e-07|             2.27553e-07|         5.05000e-05|      -1.82124e+00|             3.05847e-01|     0.00000|    10.00000|     0.00000e+00|           0.00000e+00|     1.13727e-06|           1.31149e-06|  3.66515e-04|      4.73075e-07|            5.45547e-07|        1.69212e-04|     -1.93995e+00|            4.23881e-01|    0.57600|    2.98000|3.93767e+01|     0.00000e+00|           0.00000e+00|     9.57288e-07|           0.00000e+00|  1.22741e-03|      1.35978e-06|            0.00000e+00|        0.00000e+00|     -1.64858e+00|            7.19542e-01|   -0.12800|    0.57600| 1.59361e+01|     0.00000e+00|           0.00000e+00|     1.60928e-06|           1.69859e-06|  4.00825e-04|      6.14229e-07|            6.48318e-07|        1.68102e-04|     -1.87703e+00|            3.64367e-01|    0.36000|    2.98000|5.71236e+01|                    0|   0.00000|   0.00000|                   |        |4.30000e+01| 41.6803|    0.36000|    0.36000|    2.98000|    0.93500|    4.85000|333508824.81000| 16.8110|
|GRB210822388|2021-08-22 09:18:17.997|20 18 38.4|+04 53 24|      0.5400|      0.0000| 0.00000| 1776.01001| 2.80493e+01|       0|-16.8848|             1.2100|             1000.00|                  0.99|             855.71997|          5.00|               |                     |0           |      0.000|     60.000|                 |     60.000|GRB210822A|P8_TRANSIENT010E| 9.99000e+02| 0.00000e+00|     0.00000e+00|   0.00000e+00|         0.00000e+00|   0.00000e+00|         0.00000e+00|      0.00000e+00|            0.00000e+00|-3.82232e+00| 6.17549e-01| 5.57441e-04|   5.70842e-01|         1.76236e-01| 5.70842e-01|     1.76236e-01| 47.7416|      0.00000e+00|            0.00000e+00|      3.90978e-06|            1.86641e-06|   1.75268e-06|       1.00728e-09|             4.80845e-10|         5.89228e-07|      -2.33538e+00|             3.31430e-01|     0.00000|  3881.53003|     0.00000e+00|           0.00000e+00|     3.09666e-06|           2.13577e-06|  1.49886e-06|      1.31942e-09|            9.10003e-10|        5.96565e-07|     -2.09939e+00|            3.35422e-01|   60.00000| 2406.98999|2.27876e+01|     0.00000e+00|           0.00000e+00|     0.00000e+00|           0.00000e+00|  0.00000e+00|      0.00000e+00|            0.00000e+00|        0.00000e+00|      0.00000e+00|            0.00000e+00|    0.00000|    0.00000| 0.00000e+00|     0.00000e+00|           0.00000e+00|     4.74949e-06|           0.00000e+00|  2.41391e-06|      2.67425e-09|            0.00000e+00|        0.00000e+00|     -2.10737e+00|            3.59557e-01|  630.97998| 2406.98999|1.86483e+01|                    0|   0.00000|   0.00000|                   |        |2.90000e+01| 84.2818|  630.97998|  464.16000| 2406.98999|  623.35999| 3486.88989|651316703.16000|116.4960|
|GRB150510139|2015-05-10 03:19:53.003|01 05 40.8|+04 54 36|      0.3300|     12.0000|16.38000|  170.10001| 5.61762e+01|       1|-57.7774|             2.6300|             2000.00|                  1.00|             100.91000|          9.00|    9.86250e-05|          8.69130e-08|GRB150510139|      0.384|     51.904|          0.45300|     52.288|GRB150510A|P8_TRANSIENT010E| 9.99000e+02| 0.00000e+00|     0.00000e+00|   0.00000e+00|         0.00000e+00|   0.00000e+00|         0.00000e+00|      0.00000e+00|            0.00000e+00| 0.00000e+00| 0.00000e+00| 9.99000e+02|   0.00000e+00|         0.00000e+00| 0.00000e+00|     0.00000e+00|129.5957|      0.00000e+00|            0.00000e+00|      5.59644e-06|            3.96068e-06|   7.15665e-06|       1.11929e-08|             7.92136e-09|         2.46066e-06|      -1.86981e+00|             2.60154e-01|     0.00000|   500.00000|     0.00000e+00|           0.00000e+00|     3.19004e-06|           3.57506e-06|  1.49129e-05|      3.34730e-08|            3.75130e-08|        8.17736e-06|     -1.74854e+00|            3.90502e-01|   52.28800|  147.59000|3.58218e+01|     0.00000e+00|           0.00000e+00|     1.24397e-06|           8.29750e-07|  4.79922e-05|      2.39668e-08|            1.59862e-08|        1.98584e-05|     -2.43920e+00|            4.98930e-01|    0.38400|   52.28800| 4.61692e+01|     0.00000e+00|           0.00000e+00|     3.61210e-06|           2.71109e-06|  2.16877e-05|      2.48836e-08|            1.86766e-08|        8.35847e-06|     -1.98572e+00|            3.16274e-01|    2.43000|  147.59000|5.51810e+01|                    1|   0.02900|  16.40900|                   |        |5.30000e+01| 56.1898|    2.43000|    2.30000|  172.53000|   12.53500|  197.47000|452920796.74000| 11.4394|
|GRB140402007|2014-04-02 00:10:06.001|13 50 38.4|+05 58 12|      0.1600|      8.4000| 1.54600|   71.60000| 9.23306e+01|       0| 64.5844|             1.6200|             3700.00|                  1.00|               8.73000|         16.00|    2.84280e-07|          2.90080e-08|GRB140402007|     -0.128|      0.320|          0.63000|      0.192|GRB140402A|P8_TRANSIENT020E| 9.99000e+02| 0.00000e+00|     0.00000e+00|   0.00000e+00|         0.00000e+00|   0.00000e+00|         0.00000e+00|      0.00000e+00|            0.00000e+00|-3.67074e+00| 7.73662e-02| 6.32687e-04|   8.69832e-01|         5.63980e-02| 8.69832e-01|     5.63980e-02|339.2299|      0.00000e+00|            0.00000e+00|      4.12054e-06|            2.82482e-06|   2.01166e-05|       4.12054e-08|             2.82482e-08|         6.14522e-06|      -1.77822e+00|             2.28437e-01|     0.00000|   100.00000|     0.00000e+00|           0.00000e+00|     3.30564e-06|           2.76603e-06|  1.82200e-05|      4.62599e-08|            3.87085e-08|        7.22156e-06|     -1.70938e+00|            2.73472e-01|    0.19200|   71.65000|6.24114e+01|     0.00000e+00|           0.00000e+00|     3.30350e-07|           3.31407e-07|  1.84099e-03|      1.03235e-06|            1.03565e-06|        9.28928e-04|     -2.35224e+00|            6.42326e-01|   -0.12800|    0.19200| 6.11612e+01|     0.00000e+00|           0.00000e+00|     3.19424e-06|           2.55788e-06|  2.04019e-05|      4.46496e-08|            3.57545e-08|        7.55193e-06|     -1.75669e+00|            2.67163e-01|    0.11000|   71.65000|7.57564e+01|                    1|  -0.30600|   1.24000|                   |        |9.30000e+01| 13.6688|    0.05000|    0.05000|   71.65000|    5.32500|   82.30000|418090209.99000| 45.9661|
|GRB110625881|2011-06-25 21:08:18.001|19 05 31.2|+06 24 00|      0.1300|      0.0000| 0.00000|  371.38000| 8.81201e+01|       1| -0.1995|             0.7100|             1700.00|                  0.95|             577.23999|          7.00|    6.54790e-05|          1.01120e-07|GRB110625881|      3.840|     26.880|          0.57200|     30.720|GRB110625A|P8_TRANSIENT010E| 9.99000e+02| 0.00000e+00|     0.00000e+00|   0.00000e+00|         0.00000e+00|   0.00000e+00|         0.00000e+00|      0.00000e+00|            0.00000e+00|-2.82996e+00| 7.95435e-01| 2.70450e-03|   5.74106e-01|         2.63649e-01| 5.74106e-01|     2.63649e-01| 40.2301|      0.00000e+00|            0.00000e+00|      3.87443e-05|            8.34295e-06|   2.41187e-05|       9.68607e-09|             2.08574e-09|         6.20820e-05|      -2.65051e+00|             2.85859e+00|     0.00000|  4000.00000|     0.00000e+00|           0.00000e+00|     6.78324e-06|           1.75958e-06|  3.13584e-05|      1.24117e-08|            3.21960e-09|        6.11754e-06|     -2.66778e+00|            2.62874e-01|   30.72000|  577.23999|7.31520e+01|     0.00000e+00|           0.00000e+00|     0.00000e+00|           0.00000e+00|  0.00000e+00|      0.00000e+00|            0.00000e+00|        0.00000e+00|      0.00000e+00|            0.00000e+00|    0.00000|    0.00000| 0.00000e+00|     0.00000e+00|           0.00000e+00|     4.36396e-06|           1.15110e-06|  3.13847e-05|      1.17506e-08|            3.09951e-09|        6.42577e-06|     -2.73883e+00|            2.89570e-01|  205.86000|  577.23999|6.72889e+01|                    0|   0.00000|   0.00000|                   |        |5.50000e+01| 87.9482|  205.86000|  166.55000|  577.23999|  106.34500|  750.62000|330728900.23000| 51.4461|
