#####################################################################################
## Column descriptions:
## GRBname: GRB name.
## Trig_ID: Special ID associated with the trigger. The observation ID of the event data used in this analysis is 00"Trid_ID"000. For GRBs found in ground analysis, the ID are associated with the trigger ID of the failed event data, or the full observation ID of the event data for the analysis.
## XX_XX keV: Energy fluence in XX - XX keV, with unit of erg/cm^2.
## XX_XXkeV_low: The lower limit of energy fluence in XX - XX keV (90% confidence region).
## XX_XXkeV_hi: The upper limit of energy fluence in XX - XX keV (90% confidence region).
## Exposure_time: The time interval of the spectrum, in unit of sec.
## Spectrum_start: The start time of the spectrum, relative to the BAT trigger time, in unit of sec.
## Spectrum_stop: The end time of the spectrum, relative to the BAT trigger time, in unit of sec. 
## *Special note: the original XSPEC fit report log10(flux). Thus the value 1.0 indicate the original fit of log10(flux) = 0.0.
#####################################################################################
#####################################################################################
## GRBname | Trig_ID | 15_25kev | 15_25kev_low | 15_25kev_hi | 25_50kev | 25_50kev_low | 25_50kev_hi | 50_100kev | 50_100kev_low | 50_100kev_hi | 100_150kev | 100_150kev_low | 100_150kev_hi | 100_350kev | 100_350kev_low | 100_350kev_hi | 15_150kev | 15_150kev_low | 15_150kev_hi | 15_350kev | 15_350kev_low | 15_350kev_hi | Exposure_time | Spectrum_start | Spectrum_stop | comment
GRB241127A   |   1270788    | 3.240336e-08 | 2.812225e-08 | 3.673669e-08 | 4.281441e-08 | 3.817596e-08 | 4.741328e-08 | 4.152982e-08 | 3.340027e-08 | 5.000230e-08 | 2.371155e-08 | 1.715813e-08 | 3.137690e-08 | 7.192171e-08 | 4.800760e-08 | 1.029580e-07 | 1.404559e-07 | 1.217251e-07 | 1.598380e-07 | 1.886601e-07 | 1.539288e-07 | 2.291765e-07 | 1 | 0.092000 | 1.092000 |  
GRB241115A   |   1267921    | 5.668524e-08 | 5.241191e-08 | 6.102953e-08 | 1.008928e-07 | 9.585395e-08 | 1.059254e-07 | 1.376195e-07 | 1.290031e-07 | 1.462245e-07 | 1.026833e-07 | 9.320302e-08 | 1.124605e-07 | 3.880699e-07 | 3.410358e-07 | 4.388640e-07 | 3.978781e-07 | 3.766431e-07 | 4.191891e-07 | 6.832348e-07 | 6.280439e-07 | 7.412932e-07 | 1 | 0.472000 | 1.472000 |  
GRB241113A   |   1267501    | 1.602618e-08 | 1.325074e-08 | 1.890210e-08 | 2.682687e-08 | 2.385503e-08 | 2.979271e-08 | 3.412401e-08 | 2.839749e-08 | 3.983089e-08 | 2.411460e-08 | 1.816519e-08 | 3.074397e-08 | 8.692006e-08 | 5.989492e-08 | 1.210096e-07 | 1.010927e-07 | 8.783953e-08 | 1.145381e-07 | 1.639004e-07 | 1.311475e-07 | 2.023578e-07 | 1 | -0.020000 | 0.980000 |  
GRB241030B   |   1263840    | 2.655156e-08 | 1.830038e-08 | 3.559180e-08 | 5.790952e-08 | 4.583635e-08 | 6.968672e-08 | 9.938710e-08 | 8.046185e-08 | 1.180266e-07 | 8.848711e-08 | 6.471128e-08 | 1.137915e-07 | 3.939944e-07 | 2.558822e-07 | 5.712418e-07 | 2.723328e-07 | 2.234807e-07 | 3.212329e-07 | 5.778432e-07 | 4.243557e-07 | 7.615002e-07 | 1 | 0.676000 | 1.676000 |  
GRB241030A   |   1263718    | 9.313223e-08 | 8.790630e-08 | 9.847137e-08 | 2.091221e-07 | 2.021995e-07 | 2.160180e-07 | 3.708429e-07 | 3.585667e-07 | 3.830716e-07 | 3.385088e-07 | 3.207968e-07 | 3.565250e-07 | 1.544365e-06 | 1.429058e-06 | 1.665942e-06 | 1.011603e-06 | 9.804151e-07 | 1.042846e-06 | 2.217430e-06 | 2.095174e-06 | 2.345093e-06 | 1 | 147.452000 | 148.452000 |  
GRB241026A   |   1262764    | 3.710565e-08 | 2.919577e-08 | 4.551348e-08 | 7.368176e-08 | 6.368395e-08 | 8.353337e-08 | 1.137680e-07 | 9.618780e-08 | 1.310087e-07 | 9.340927e-08 | 7.208087e-08 | 1.162224e-07 | 3.850791e-07 | 2.703958e-07 | 5.258719e-07 | 3.179655e-07 | 2.747831e-07 | 3.613100e-07 | 6.096352e-07 | 4.802971e-07 | 7.599762e-07 | 1 | -0.292000 | 0.708000 |  
GRB241025A   |   1262165    | 1.606645e-08 | 1.239538e-08 | 1.999355e-08 | 3.461067e-08 | 2.951345e-08 | 3.961686e-08 | 5.858143e-08 | 5.036166e-08 | 6.670218e-08 | 5.160598e-08 | 4.102797e-08 | 6.282609e-08 | 2.274312e-07 | 1.652114e-07 | 3.034590e-07 | 1.608644e-07 | 1.398717e-07 | 1.819072e-07 | 3.366898e-07 | 2.684541e-07 | 4.160160e-07 | 1 | 22.164000 | 23.164000 |  
GRB241010A   |   1259578    | 4.343102e-08 | 3.933055e-08 | 4.763652e-08 | 8.066219e-08 | 7.589619e-08 | 8.541418e-08 | 1.154676e-07 | 1.070508e-07 | 1.238540e-07 | 8.943139e-08 | 7.956645e-08 | 9.971718e-08 | 3.494781e-07 | 2.981467e-07 | 4.063404e-07 | 3.289955e-07 | 3.085176e-07 | 3.495667e-07 | 5.890335e-07 | 5.306278e-07 | 6.518385e-07 | 1 | -0.040000 | 0.960000 |  
GRB241006A   |   1258721    | 6.499501e-09 | 3.597825e-09 | 9.808667e-09 | 1.228174e-08 | 8.351414e-09 | 1.617559e-08 | 1.792958e-08 | 1.107414e-08 | 2.481418e-08 | 1.409905e-08 | 6.955366e-09 | 2.292292e-08 | 5.585474e-08 | 2.233007e-08 | 1.112807e-07 | 5.080892e-08 | 3.388208e-08 | 6.824330e-08 | 9.254011e-08 | 5.103875e-08 | 1.516666e-07 | 1 | 10.424000 | 11.424000 |  
GRB241002A   |   1257556    | 1.627346e-08 | 1.295269e-08 | 1.977197e-08 | 3.067326e-08 | 2.654972e-08 | 3.475842e-08 | 4.464985e-08 | 3.777026e-08 | 5.145766e-08 | 3.503160e-08 | 2.723830e-08 | 4.340902e-08 | 1.385096e-07 | 9.881207e-08 | 1.869132e-07 | 1.266281e-07 | 1.095570e-07 | 1.437871e-07 | 2.301018e-07 | 1.839924e-07 | 2.828981e-07 | 1 | -0.276000 | 0.724000 |  
GRB240912A   |   1253910    | 1.522685e-07 | 1.446372e-07 | 1.600442e-07 | 2.803045e-07 | 2.719944e-07 | 2.886024e-07 | 3.972464e-07 | 3.842289e-07 | 4.102324e-07 | 3.053022e-07 | 2.894343e-07 | 3.214623e-07 | 1.184732e-06 | 1.099740e-06 | 1.273943e-06 | 1.135115e-06 | 1.103367e-06 | 1.166944e-06 | 2.014559e-06 | 1.921410e-06 | 2.111009e-06 | 1 | 76.052000 | 77.052000 |  
GRB240905E   |   1252695    | 1.761935e-08 | 1.215850e-08 | 2.368482e-08 | 4.380967e-08 | 3.516819e-08 | 5.215789e-08 | 8.709435e-08 | 7.233858e-08 | 1.015664e-07 | 8.669619e-08 | 6.474705e-08 | 1.103443e-07 | 4.314694e-07 | 2.832696e-07 | 6.285213e-07 | 2.352177e-07 | 1.967841e-07 | 2.737915e-07 | 5.799893e-07 | 4.223767e-07 | 7.796326e-07 | 1 | 0.084000 | 1.084000 |  
GRB240904A   |   1252402    | 1.013211e-08 | 7.646981e-09 | 1.271364e-08 | 1.547426e-08 | 1.273738e-08 | 1.820874e-08 | 1.772679e-08 | 1.286649e-08 | 2.268193e-08 | 1.154224e-08 | 7.168363e-09 | 1.679113e-08 | 3.884007e-08 | 2.119971e-08 | 6.393520e-08 | 5.487443e-08 | 4.340602e-08 | 6.665765e-08 | 8.217127e-08 | 5.848305e-08 | 1.116915e-07 | 1 | 69.712000 | 70.712000 |  
GRB240829A   |   1251252    | 3.579975e-08 | 2.772937e-08 | 4.411741e-08 | 4.761130e-08 | 3.875699e-08 | 5.645729e-08 | 4.653074e-08 | 3.521032e-08 | 5.777900e-08 | 2.672760e-08 | 1.813594e-08 | 3.596914e-08 | 8.144417e-08 | 5.058480e-08 | 1.182905e-07 | 1.566643e-07 | 1.259447e-07 | 1.874476e-07 | 2.112224e-07 | 1.617670e-07 | 2.639733e-07 | 1 | 0.188000 | 1.188000 |  
