#####################################################################################
## Column descriptions:
## GRBname: GRB name.
## Trig_ID: Special ID associated with the trigger. The observation ID of the event data used in this analysis is 00"Trid_ID"000. For GRBs found in ground analysis, the ID are associated with the trigger ID of the failed event data, or the full observation ID of the event data for the analysis.
## alpha: "alpha" in the cutoff power-law model (equation below).
## alpha_low: The lower limit of "alpha" (90% confidence region).
## alpha_hi: The upper limit of "alpha" (90% confidence region).
## norm: The normalization factor in the cutoff power-law model (equation below), in unit of (number of photon)/cm^2/s/keV.
## Epeak: "Epeak" in the cutoff power-law model (equation below).
## Epeak_low: The lower limit of "Epeak" (90% confidence region).
## Epeak_hi: The upper limit of "Epeak" (90% confidence region).
## norm: The normalization factor in the cutoff power-law model (equation below), in unit of (number of photon)/cm^2/s/keV.
## norm_low: The lower limit of "norm" (90% confidence region). 
## norm_hi: The upper limit of "norm" (90% confidence region).
## chi2: chi^2 from the fitting, reported by XSPEC.
## reduced_chi2: reduced chi^2 reported by XSPEC.
## null_prob: The null probability of the model, reported by XSPEC.
## enrom: The normalization energy in the cutoff power-law model (eaution below). "enorm" is set to 50 keV in all analyses.
## Exposure_time: The time interval of the spectrum, in unit of sec.
## Spectrum_start: The start time of the spectrum, relative to the BAT trigger time, in unit of sec.
## Spectrum_stop: The end time of the spectrum, relative to the BAT trigger time, in unit of sec. 
## Note -- Cutoff power-law (CPL) equation: f = norm*((E/enorm)^{alpha})*(exp(-E(2+alpha)/Epeak))
#####################################################################################
#####################################################################################
GRB240421B   |   1223470    | -8.799540e-01 | -2.494030e+00 | 3.167640e-01 | 1.245350e-01 | 0.000000e+00 | 2.122500e-01 | 13.82 | 8 | 1.7275 | 8.65e-02 | 50.0000 | 0.02 | 0.652000 | 0.672000 |  
GRB240419B   |   1223072    | -1.388390e+00 | -1.810700e+00 | -9.361140e-01 | 3.265900e-02 | 2.390760e-02 | 4.138930e-02 | 4.27 | 8 | 0.53375 | 8.32e-01 | 50.0000 | 0.02 | 117.256000 | 117.276000 |  
GRB240419A   |   1222955    | -8.844680e-01 | -1.879980e+00 | -0.000000e+00 | 1.376060e-02 | 4.889310e-05 | 1.470220e-04 | 6.74 | 8 | 0.8425 | 5.64e-01 | 50.0000 | 0.02 | -70.112000 | -70.092000 |  
GRB240418A   |   1222885    | -1.424580e+00 | -2.060600e+00 | -7.659880e-01 | 2.003520e-02 | 1.003190e-02 | 3.015030e-02 | 13.01 | 8 | 1.62625 | 1.11e-01 | 50.0000 | 0.02 | 5.820000 | 5.840000 |  
GRB240415A   |   1221874    | -1.772840e+00 | -2.372960e+00 | -1.214380e+00 | 4.767220e-02 | 2.900270e-02 | 6.537500e-02 | 12.25 | 8 | 1.53125 | 1.40e-01 | 50.0000 | 0.02 | 6.648000 | 6.668000 |  
GRB240414A   |   1221714    | -1.896250e+00 | N/A | N/A | 1.660320e-02 | N/A | N/A | 16.57 | 8 | 2.07125 | 3.49e-02 | 50.0000 | 0.02 | 11.400000 | 11.420000 |  
GRB240411B   |   1221183    | -7.181690e-01 | N/A | N/A | 5.885700e-03 | N/A | N/A | 19.20 | 8 | 2.4 | 1.38e-02 | 50.0000 | 0.02 | 1.836000 | 1.856000 |  
GRB240222A   |   1216804    | -8.494610e-01 | -1.584400e+00 | -3.696530e-02 | 2.640430e-02 | 1.500940e-02 | 3.772270e-02 | 12.00 | 8 | 1.5 | 1.51e-01 | 50.0000 | 0.02 | -2.680000 | -2.660000 |  
GRB240218A   |   1215912    | -6.665690e-01 | -1.351260e+00 | 3.413860e-01 | 4.661790e-02 | 0.000000e+00 | 6.839080e-02 | 10.17 | 8 | 1.27125 | 2.54e-01 | 50.0000 | 0.02 | 22.900000 | 22.920000 |  
GRB240205B   |   1213095    | -1.203350e+00 | N/A | N/A | 5.384080e-01 | N/A | N/A | 19.51 | 8 | 2.43875 | 1.24e-02 | 50.0000 | 0.02 | 39.420000 | 39.440000 |  
