GRB150424A XRT 263.57  23.58 127.88 196.45 chi    -2.39 0.08 0.08  1.33 4.52E-05 0.45E-05 5.06E-06 0.51E-06
GRB150506B GBM 143.49  15.78 114.54   7.56 cstat  -3.27 1.59 0.69  0.73 7.06E-06 0.71E-06 8.48E-07 0.85E-07
GRB150510A LAT 129.13 -57.92  84.91  92.62 chi    -1.39 0.10 0.10  1.88 5.32E-05 0.53E-05 7.63E-04 0.76E-04
GRB150622B GBM  58.45  26.92  39.12   1.43 chi    -1.05 0.17 0.23  1.28 3.98E-06 0.40E-06 1.63E-04 0.16E-04
GRB150724B GBM  86.52 -53.02  59.61  84.67 chi    -1.74 0.24 0.18  0.93 6.84E-06 0.68E-06 4.95E-05 0.50E-05
GRB150729A GBM 357.24  57.05  96.33  78.44 chi    -2.61 0.89 0.50  0.60 2.42E-06 0.24E-06 7.92E-06 0.79E-06
GRB150811B GBM 293.42  48.27  36.70  77.85 cstat  -2.27 0.15 0.13  1.06 1.17E-05 0.12E-05 2.81E-06 0.28E-06
GRB150919A IPN 176.75  39.63  63.17  48.61 cstat  -2.34 0.47 0.34  0.99 6.34E-06 0.63E-06 5.07E-08 0.51E-08
GRB151006A XRT 140.92  39.66 158.63 160.34 chi    -1.99 0.13 0.11  1.39 6.06E-06 0.61E-06 2.75E-05 0.28E-05
GRB151107B GBM 131.26 -17.34 115.36 270.97 chi    -3.66 2.94 1.28  1.25 8.10E-07 0.81E-07 3.79E-06 0.38E-06
GRB151222A GBM 106.40 -26.46  38.54  82.32 cstat  -2.24 2.83 0.73  3.96 4.22E-06 0.42E-06 8.77E-07 0.88E-07
GRB151228A GBM 329.92  40.73 137.03 275.18 cstat  -3.63 4.60 1.12  3.00 1.79E-06 0.18E-06 7.60E-07 0.76E-07
GRB160118A GBM 125.38  -3.00 154.52 334.52 chi    -1.74 0.16 0.13  1.18 3.86E-06 0.39E-06 3.12E-05 0.31E-05
GRB160216A XRT 322.63 -34.64  66.22 246.22 chi    -1.37 0.10 0.10  1.22 5.96E-06 0.60E-06 1.17E-05 0.12E-05
GRB160612A GBM  31.94 -68.00  28.97 208.97 cstat  -2.28 0.73 0.42  1.03 7.70E-06 0.77E-06 9.54E-07 0.95E-07
GRB160724A GBM 172.39 -29.46  49.03 229.03 cstat  -3.24 2.47 1.33  1.74 2.00E-06 0.20E-06 4.64E-07 0.46E-07
GRB160804B GBM 168.66  33.04  62.07 242.07 cstat  -1.38 0.58 0.37  1.69 1.10E-05 0.11E-05 3.51E-06 0.35E-06
GRB160820A GBM 121.18 -37.92  70.97 250.97 cstat  -3.55 3.57 1.83  0.97 2.26E-06 0.23E-06 1.17E-07 0.12E-07
GRB160927A XRT  37.63  31.10 159.36 339.36 cstat  -1.95 0.59 0.33  0.82 5.80E-06 0.58E-06 1.21E-06 0.12E-06
GRB170127C LAT 323.93 -47.36  36.47 216.47 cstat  -2.60 0.15 0.14  1.29 1.52E-05 0.15E-05 9.72E-07 0.97E-07
GRB170219A GBM 148.44  -4.30   5.68 185.68 cstat  -1.88 0.35 0.23  1.09 8.78E-06 0.88E-06 1.40E-07 0.14E-07
GRB170416A GBM 339.24 -23.20 141.87 321.87 chi    -1.29 0.11 0.11  1.26 1.07E-05 0.11E-05 4.08E-05 0.41E-05
GRB170607A BAT 113.85 -53.24  61.33 241.33 chi    -1.26 0.22 0.21  1.05 7.44E-06 0.74E-06 2.21E-05 0.22E-05
GRB170711C GBM  46.59  11.43 128.38 308.38 cstat  -1.29 0.86 1.29  1.36 7.40E-06 0.74E-06 3.02E-06 0.30E-06
GRB170730B GBM  17.43 -47.20  99.99 279.99 cstat  -1.64 0.60 0.37  0.85 7.66E-06 0.77E-06 1.78E-06 0.18E-06
GRB170802A GBM 243.42 -55.17  80.03 260.03 cstat  -2.36 0.40 0.30  1.45 3.20E-06 0.32E-06 6.16E-07 0.62E-07
GRB170816A GBM  92.01 -44.67  70.84 250.84 pgstat -2.07 0.23 0.19  1.37 5.62E-06 0.56E-06 5.40E-07 0.54E-07
GRB170923A GBM 251.67  -2.77 125.00 305.00 pgstat -2.46 0.84 0.48  0.93 6.72E-07 0.67E-07 4.47E-06 0.45E-06
GRB171011B IPN 245.16  48.65  56.94  87.40 chi    -2.35 0.10 0.09  1.03 1.11E-05 0.11E-05 5.69E-06 0.57E-06
GRB171011A BAT 357.88  33.48  67.91  86.59 chi    -2.36 0.86 0.56  0.79 1.74E-06 0.17E-06 2.22E-06 0.22E-06
GRB171022A GBM 338.72  70.60  83.05  81.19 chi    -1.50 0.36 0.26  1.08 2.32E-05 0.23E-05 6.29E-05 0.63E-05
GRB171103A BAT   6.74  23.62  79.56  47.84 cstat  -1.88 0.25 0.20  1.23 7.42E-06 0.74E-06 5.94E-06 0.59E-06
GRB171209A XRT 257.67  13.00  45.46 112.77 chi    -1.53 0.20 0.17  1.32 3.54E-06 0.35E-06 7.70E-06 0.77E-06
GRB180128B GBM 206.42 -32.14  29.37  59.84 chi    -1.54 0.47 0.26  0.69 1.47E-06 0.15E-06 5.84E-06 0.58E-06
GRB180204A XRT  84.86 -19.12 109.38   5.62 cstat  -2.81 1.28 0.61  1.40 7.52E-06 0.75E-06 6.02E-07 0.60E-07
GRB180325A XRT 209.64  58.09 128.90 259.29 chi    -1.38 0.20 0.60  2.26 2.22E-05 0.22E-05 9.45E-05 0.94E-05
GRB180326A IPN  24.63 -13.90 109.87 131.19 cstat  -2.29 0.18 0.16  1.07 1.06E-05 0.11E-05 7.43E-06 0.74E-06
GRB180416B GBM 117.78  12.54 105.35 165.84 chi    -2.42 0.48 0.35  1.02 1.61E-06 0.16E-06 8.22E-06 0.82E-06
GRB180529A IPN 263.86 -24.64  42.31 357.98 chi    -2.00 0.16 0.14  1.04 5.94E-06 0.59E-06 4.56E-06 0.46E-06
GRB180615A GBM 131.31  18.30  85.30   5.36 chi    -1.94 1.82 0.84  0.97 3.78E-06 0.38E-06 5.58E-06 0.56E-06
GRB180618A XRT 131.29  41.77 135.61 201.28 cstat  -2.07 0.18 0.14  1.16 2.82E-05 0.28E-05 2.14E-06 0.21E-06
GRB180720A GBM 224.90  21.17  64.13  66.98 chi    -2.19 0.36 0.28  0.78 3.24E-06 0.32E-06 3.12E-06 0.31E-06
GRB180728A XRT 333.96  -6.51 143.46 175.63 chi    -2.28 0.81 0.50  1.15 2.68E-06 0.27E-06 6.97E-06 0.70E-06
GRB181225A GBM  65.26 -60.70 151.88 247.21 chi    -1.95 0.12 0.11  1.23 1.58E-05 0.16E-05 1.32E-05 0.13E-05
GRB181228A XRT 169.30 -36.04  70.83  89.40 chi    -1.38 0.56 0.36  1.13 3.54E-06 0.35E-06 2.22E-05 0.22E-05
GRB190103A IPN  35.66  35.41 119.31 137.56 chi    -2.61 0.11 0.10  1.16 8.48E-06 0.85E-06 1.44E-05 0.14E-05
GRB190114C XRT 222.47 -53.08  74.20  72.11 chi    -2.48 0.19 0.09  3.14 6.22E-05 0.62E-05 1.39E-04 0.14E-04
GRB190206A IPN  14.14 -38.34  71.74   3.86 chi    -2.13 0.18 0.02  3.46 6.66E-05 0.67E-05 7.99E-07 0.80E-07
GRB190222B GBM 152.03  44.54 128.23 214.90 chi    -2.86 0.76 0.50  1.15 1.47E-06 0.15E-06 4.33E-06 0.43E-06
GRB190305A XRT 305.35 -66.90  64.73  63.68 chi    -2.36 0.15 0.07  2.10 1.02E-02 0.10E-02 6.53E-03 0.65E-03
GRB190401A GBM  58.42  19.76  51.56  10.98 pgstat -2.15 0.53 0.33  0.86 9.90E-07 0.99E-07 4.57E-06 0.46E-06
GRB190404A GBM 162.53  32.41 139.26 334.47 chi    -1.96 0.56 0.36  0.93 3.26E-06 0.33E-06 2.40E-06 0.24E-06
GRB190515A GBM 196.72  41.79 165.30 293.87 chi    -1.50 0.08 0.07  1.35 2.52E-05 0.25E-05 1.69E-05 0.17E-05
GRB190604A GBM 102.11 -11.54  26.82  18.63 chi    -1.98 0.30 0.22  0.98 4.18E-06 0.42E-06 1.28E-05 0.13E-05
GRB190606A GBM 200.87 -23.58 102.51 268.93 cstat  -2.02 0.14 0.11  1.22 4.38E-05 0.44E-05 3.86E-06 0.39E-06
GRB190610B GBM  90.75  -8.81  47.66  39.60 chi    -1.24 0.05 0.05  1.74 1.85E-05 0.19E-05 4.49E-05 0.45E-05
GRB190706C IPN  99.54 -34.24 116.21 273.13 chi    -3.13 0.68 0.48  0.81 4.36E-06 0.44E-06 5.86E-06 0.59E-06
GRB190726A GBM  75.54  -4.67 147.80 182.39 chi    -1.58 0.18 0.15  1.26 4.16E-06 0.42E-06 2.60E-05 0.26E-05
GRB190810A GBM 150.31  88.45  69.63 115.99 cstat  -1.93 0.55 0.37  1.05 9.76E-06 0.98E-06 1.05E-06 0.11E-06
GRB191031D XRT  77.34  19.42  69.01  68.46 cstat  -2.22 0.44 0.30  1.48 2.56E-03 0.26E-03 4.11E-04 0.41E-04
GRB191129A GBM 115.70 -57.21  76.07 262.06 chi    -1.70 0.39 0.28  0.92 2.34E-06 0.23E-06 8.52E-06 0.85E-06
GRB191221B XRT 272.73  15.64  39.55  48.08 chi    -2.35 0.09 0.09  0.97 5.18E-06 0.52E-06 2.59E-05 0.26E-05
GRB200325A GBM 233.40 -72.95  53.63  48.99 cstat  -1.84 0.55 0.36  3.18 6.76E-06 0.68E-06 4.76E-06 0.48E-06
GRB200327A GBM   3.17  37.44  62.61 257.60 cstat  -3.02 2.43 0.67  0.92 3.72E-06 0.37E-06 1.49E-07 0.15E-07
GRB200521A IPN 250.62  60.23  71.96 263.81 pgstat -2.13 0.11 0.10  2.09 3.14E-05 0.31E-05 2.27E-06 0.23E-06
GRB200716C XRT  75.91  86.26 157.44 298.29 chi    -1.73 0.14 0.13  1.39 1.27E-05 0.13E-05 1.46E-05 0.15E-05
GRB200829A XRT 104.50  35.19  21.92  32.34 chi    -2.26 0.03 0.03  1.52 1.63E-05 0.16E-05 3.55E-05 0.35E-05
GRB200907A IPN 234.37  32.95 112.94  88.75 cstat  -2.75 0.87 0.47  1.15 2.96E-06 0.30E-06 1.89E-07 0.19E-07
GRB200920B GBM 230.83  56.86  75.09  80.41 cstat  -2.73 1.22 0.62  1.58 1.91E-06 0.19E-06 3.06E-07 0.31E-07
GRB201103B IPN 162.68 -41.51  92.65 148.12 chi    -2.15 0.69 0.50  1.09 8.04E-06 0.80E-06 1.57E-05 0.16E-05
GRB201104A GBM 282.00 -32.47 165.82 181.09 chi    -1.70 0.06 0.06  1.41 2.42E-05 0.24E-05 1.30E-04 0.13E-04
