GRB131210A 2013 12 10 19 39 39.79 C2 Y Y Y I 212 {>=}   1.600 0.500 * {>=}   4.928 0.500 *
GRB131215B 2013 12 15 07 08 47.16 C2 N N Y Y 196        8.192 0.256         14.336 0.256
GRB131229A 2013 12 29 03 26 45.26 C2 Y Y Y Y 230        4.864 0.032          6.976 0.032
GRB140414A 2014 04 14 22 25 35.93 C2 Y Y Y Y 226        0.704 0.032          0.960 0.032
GRB140416A 2014 04 16 01 26 47.71 C2 Y Y Y I 195 {>=}   6.400 1.000 * {>=}   9.984 1.000 *
GRB140419A 2014 04 19 04 06 44.09 C2 N N Y I 221 {>=}  15.360 3.000 * {>=}  39.936 3.000 *
GRB140428B 2014 04 28 21 44 38.59 C2 N Y Y Y 179        0.040 0.004          0.152 0.004
GRB140508A 2014 05 08 03 03 56.95 C2 Y Y Y Y 200        2.560 0.256         25.088 0.256
GRB140523A 2014 05 23 03 05 57.68 C2 Y Y Y Y 212        4.608 0.640          7.808 0.640
GRB140529A 2014 05 29 15 04 51.47 C2 N N Y Y 213       13.824 0.256         34.816 0.256
GRB140604A 2014 06 04 04 50 11.42 C2 Y N Y Y 230        0.096 0.016          0.736 0.016
GRB140611A 2014 06 11 03 51 05.32 C2 Y Y Y Y 196        0.192 0.016          0.640 0.016
GRB140619B 2014 06 19 11 24 40.50 C2 Y Y Y Y 190        0.288 0.016          0.480 0.016
GRB140621A 2014 06 21 19 50 10.87 C2 N Y Y Y 244        4.544 0.032          6.016 0.032
GRB140721A 2014 07 21 08 03 37.15 C2 Y Y Y Y 199        4.992 0.640          7.424 0.640
GRB140729A 2014 07 29 00 36 55.14 C2 N Y Y I 211 {>=}   1.856 0.500 * {>=}   5.696 0.500 *
GRB140821A 2014 08 21 23 56 27.74 C2 Y Y Y Y 216        4.096 0.256         19.456 0.256
GRB140822A 2014 08 22 09 11 28.06 C2 Y Y Y Y 225        4.352 0.640          9.088 0.640
GRB140901A 2014 09 01 19 41 37.55 C2 Y Y Y Y 189        0.048 0.004          0.112 0.004
GRB140906C 2014 09 06 23 51 09.36 C2 Y Y Y Y 211        0.064 0.004          0.208 0.004
GRB140917A 2014 09 17 12 17 06.39 C2 Y Y Y Y 228        8.704 0.256         17.408 0.256
GRB140930B 2014 09 30 19 41 41.94 C2 Y Y Y Y 213        0.384 0.032          0.832 0.032
GRB141012A 2014 10 12 18 33 15.27 C2 Y Y Y Y 220       11.776 0.256         24.064 0.256
GRB141028A 2014 10 28 10 54 46.79 C2 Y Y Y I 194 {>=}   5.248 1.000 * {>=}  13.824 1.000 *
GRB141104A 2014 11 04 00 03 21.38 C2 Y Y Y Y 208        7.424 0.640         11.008 0.640
GRB141121A 2014 11 21 10 44 52.92 C2 Y Y Y Y 222        2.816 0.640          9.344 0.640
GRB141202A 2014 12 02 11 17 05.16 C2 Y Y Y Y 226        0.384 0.032          0.768 0.032
GRB141207A 2014 12 07 19 11 21.84 C2 Y Y Y I 200 {>=}   6.144 1.000 * {>=}  20.480 1.000 *
GRB141222A 2014 12 22 07 08 57.34 C2 Y Y Y Y 214        0.512 0.032          0.832 0.032
GRB141229A 2014 12 29 11 48 59.82 C2 Y Y Y Y 177        0.384 0.032          0.960 0.032
GRB150127A 2015 01 27 09 32 44.16 C2 Y Y Y Y 205        4.608 0.256         19.968 0.256
   150130  2015 01 30 03 37 03.60 C2 N N Y Y 200        0.240 0.080          0.432 0.080
GRB150222C 2015 02 22 10 49 00.47 C2 Y Y Y Y 212        3.200 0.640         10.624 0.640
GRB150302A 2015 03 02 17 05 10.14 C2 N N Y I 197 {>=}   7.168 1.000 * {>=}  17.280 1.000 *
GRB150306A 2015 03 06 23 49 39.50 C2 Y Y Y Y 194        2.816 0.032          7.488 0.032
GRB150319A 2015 03 19 06 29 52.31 C2 Y Y Y Y 202        1.472 0.032          5.504 0.032
GRB150320A 2015 03 20 11 05 31.53 C2 N N N Y 211        0.144 0.004          0.256 0.004
GRB150324A 2015 03 24 09 12 09.62 C3 Y N N Y 412        4.096 0.032          5.632 0.032
GRB150403A 2015 04 03 21 54 12.69 C3 Y Y Y Y 505        6.016 0.640         10.880 0.640
GRB150423A 2015 04 23 06 28 04.66 C3 N Y Y Y 528        0.144 0.004          0.344 0.004
GRB150424A 2015 04 24 07 42 57.03 C3 Y Y Y Y 495        0.160 0.080          0.224 0.080
GRB150506B 2015 05 06 15 07 05.50 C3 Y Y Y Y 562        0.184 0.004          0.240 0.004
GRB150510A 2015 05 10 03 19 53.74 C3 Y Y Y Y 464        9.216 0.512         28.672 0.512
GRB150523A 2015 05 23 09 30 20.96 C3 Y Y Y I 468 {>=}   0.416 0.250 * {>=}   0.640 0.250 *
GRB150608A 2015 06 08 21 20 12.53 C3 Y Y Y Y 541        4.096 0.640          9.856 0.640
GRB150622B 2015 06 22 09 26 28.16 C3 Y Y Y Y 419       45.056 0.512         81.920 0.512
GRB150627A 2015 06 27 04 23 27.52 C3 Y Y Y I 471 {>=}   9.216 3.000 * {>=}  41.984 3.000 *
   150701  2015 07 01 20 22 25.67 C3 N N N Y 416        0.048 0.004          0.144 0.004
   150703  2015 07 03 21 16 28.04 C3 N N Y Y 519        1.024 0.032          1.472 0.032
GRB150724B 2015 07 24 18 46 10.30 C3 Y Y Y Y 458        4.864 0.640         14.464 0.640
GRB150727A 2015 07 27 18 32 40.67 C3 Y Y Y Y 406        4.608 0.640         10.880 0.640
GRB150729A 2015 07 29 12 24 26.20 C3 Y Y Y Y 439        2.688 0.640          6.528 0.640
GRB150811B 2015 08 11 20 22 13.82 C3 Y Y Y Y 518        0.160 0.016          0.480 0.016
GRB150919A 2015 09 19 20 43 17.79 C3 Y Y Y Y 519        0.008 0.004          0.016 0.004
GRB151006A 2015 10 06 09 54 57.24 C3 Y Y Y Y 500        3.968 0.640          9.088 0.640
GRB151015A 2015 10 15 06 55 32.70 C3 N N Y Y 447        2.176 0.032          4.544 0.032
GRB151019A 2015 10 19 08 05 27.55 C3 Y Y Y Y 497        1.088 0.032          2.048 0.032
GRB151021B 2015 10 21 18 59 29.02 C3 Y Y Y F 453 {>=}   0.960 0.500 * {>=}   1.856 0.500 *
GRB151107B 2015 11 07 20 24 59.34 C3 Y Y Y Y 537        3.328 0.640          9.344 0.640
GRB151117A 2015 11 17 01 36 58.59 C3 Y Y Y Y 673        0.080 0.004          0.168 0.004
GRB151222A 2015 12 22 08 10 13.58 C3 Y Y Y Y 458        0.096 0.016          0.416 0.016
GRB151228A 2015 12 28 03 05 12.30 C3 N N Y Y 354        0.416 0.080          0.848 0.080
GRB151231A 2015 12 31 10 37 51.70 C3 Y Y Y I 679 {>=}   0.896 0.500 * {>=}   1.856 0.500 *
GRB160103A 2016 01 03 17 39 05.06 C3 Y Y Y Y 455        0.432 0.080          0.720 0.080
GRB160106A 2016 01 06 22 45 36.11 C3 Y Y Y I 628 {>=}   6.144 0.500 * {>=}   6.144 0.500 *
GRB160108A 2016 01 08 07 40 18.92 C3 N N Y Y 517        0.032 0.004          0.072 0.004
GRB160118A 2016 01 18 01 26 03.98 C3 Y Y Y Y 392        8.704 0.640         16.128 0.640
GRB160128A 2016 01 28 12 59 35.15 C3 N Y Y I 540 {>=}   3.072 1.000 * {>=}  10.752 1.000 *
GRB160131A 2016 01 31 08 20 40.76 C3 Y Y Y I 473 {>=}   5.120 3.000 * {>=}  11.264 3.000 *
GRB160215A 2016 02 15 18 36 26.94 C3 Y Y Y I 502 {>=}   4.736 1.000 * {>=}   9.600 1.000 *
GRB160216A 2016 02 16 19 10 31.03 C3 Y Y Y Y 432        2.112 0.032          3.904 0.032
GRB160310A 2016 03 10 16 26 58.01 C3 Y Y Y I 484 {>=}   3.072 1.000 * {>=}  12.800 1.000 *
GRB160312A 2016 03 12 19 54 25.83 C3 Y Y Y I 497 {>=}   6.144 1.000 * {>=}  11.264 1.000 *
GRB160401a 2016 04 01 05 36 04.15 C3 Y Y Y Y 480        1.088 0.032          2.496 0.032
GRB160401c 2016 04 01 23 15 07.37 C3 N N Y Y 558        5.632 0.640         11.392 0.640
GRB160418A 2016 04 18 18 08 46.17 C3 Y Y Y I 620 {>=}   6.900 0.500 * {>=}   6.900 0.500 *
GRB160421A 2016 04 21 03 17 31.57 C3 Y Y Y I 485 {>=}   6.784 1.000 * {>=}  14.080 1.000 *
   160427  2016 04 27 10 32 04.78 C3 Y Y Y Y 525        5.376 0.032          7.424 0.032
GRB160528A 2016 05 28 10 41 16.14 C3 N N Y Y 437        0.152 0.004          0.480 0.004
GRB160530B 2016 05 30 16 01 15.88 C3 Y Y Y I 558 {>=}   1.216 0.500 * {>=}   1.728 0.500 *
GRB160612A 2016 06 12 20 12 47.50 C3 Y Y Y Y 526        0.056 0.004          0.248 0.004
GRB160625A 2016 06 25 22 43 24.00 C3 Y Y Y F 499 {>=}  11.264 1.000 * {>=}  13.824 1.000 *
GRB160720A 2016 07 20 18 25 19.11 C3 Y Y Y I 482 {>=}   4.928 0.500 * {>=}   6.528 0.500 *
GRB160724A 2016 07 24 10 40 03.42 C3 Y Y Y Y 509        0.176 0.080          0.464 0.080
GRB160802A 2016 08 02 06 13 29.58 C3 Y Y Y I 590 {>=}   0.896 0.500 * {>=}   2.048 0.500 *
GRB160804B 2016 08 04 04 18 43.49 C3 N N Y Y 406        0.320 0.080          0.640 0.080
GRB160820A 2016 08 20 11 54 10.67 C3 N Y N Y 604        0.048 0.004          0.104 0.004
GRB160821A 2016 08 21 20 36 26.19 C4 Y Y Y I 550 {>=}   4.608 1.000 * {>=}  10.752 1.000 *
GRB160829B 2016 08 29 14 18 48.23 C4 Y Y Y Y 522       14.208 0.640         17.920 0.640
GRB160908A 2016 09 08 05 17 07.85 C4 Y Y Y I 425 {>=}   2.048 1.000 * {>=}   4.352 1.000 *
GRB160910A 2016 09 10 17 19 42.51 C4 Y Y Y I 490 {>=}   0.640 1.000 * {>=}   4.352 1.000 *
GRB160911A 2016 09 11 14 08 51.49 C4 Y Y Y Y 449        2.432 0.640          9.728 0.640
GRB160927A 2016 09 27 18 04 50.19 C3 Y N Y Y 535        0.192 0.016          0.416 0.016
GRB161011b 2016 10 11 05 13 48.06 C4 Y N Y Y 404        0.072 0.004          0.224 0.004
   161113  2016 11 13 02 21 51.53 C3 N N N Y 531        0.032 0.004          0.120 0.004
GRB161127A 2016 11 27 02 49 52.10 C3 N N Y Y 461        0.704 0.032          1.600 0.032
GRB161203A 2016 12 03 18 41 07.76 C3 N Y Y Y 568        2.304 0.032          3.328 0.032
GRB170111B 2017 01 11 18 14 33.90 C3 N N Y Y 479        0.056 0.004          0.264 0.004
GRB170115B 2017 01 15 17 49 14.09 C4 Y Y Y I 505 {>=}   6.144 3.000 * {>=}   9.216 3.000 *
GRB170121B 2017 01 21 14 44 11.65 C4 Y N Y I 483 {>=}   5.120 3.000 * {>=}   8.192 3.000 *
GRB170127C 2017 01 27 01 35 47.80 C4 Y Y Y Y 484        0.064 0.080          0.128 0.080
GRB170214A 2017 02 14 15 34 23.62 C4 N N Y I 474 {>=}   3.072 3.000 * {>=}   4.096 3.000 *
GRB170219A 2017 02 19 00 03 07.06 C3 Y N Y Y 515        0.016 0.004          0.032 0.004
GRB170308A 2017 03 08 05 18 01.18 C4 Y Y Y I 411 {>=}   6.400 1.000 * {>=}  14.592 1.000 *
GRB170311B 2017 03 11 13 45 10.21 C3 Y Y Y I 539 {>=}   1.600 0.500 * {>=}   2.816 0.500 *
   170319C 2017 03 19 11 58 53.90 C3 N N N Y 375        0.052 0.002          0.096 0.002
   170321D 2017 03 21 17 44 43.18 C4 N N N Y 471        1.152 0.016          1.696 0.016
   170324C 2017 03 24 07 08 53.16 C4 N N N Y 312        0.320 0.080          0.720 0.080
GRB170329A 2017 03 29 09 17 10.67 C3 Y Y Y I 563 {>=}   1.984 0.500 * {>=}   4.224 0.500 *
GRB170416A 2017 04 16 13 59 59.87 C3 Y N Y Y 467        4.096 0.032          7.616 0.032
   170520A 2017 05 20 15 30 23.90 C3 N N N Y 390        2.880 0.032          6.208 0.032
GRB170522A 2017 05 22 15 45 37.52 C3 Y Y Y I 573 {>=}   1.280 0.500 * {>=}   2.112 0.500 *
GRB170522B 2017 05 22 23 22 02.63 C3 Y Y Y I 477 {>=}   3.200 0.500 * {>=}   7.808 0.500 *
GRB170607B 2017 06 07 22 41 43.90 C4 Y Y Y I 509 {>=}  19.456 3.000 * {>=}  28.672 3.000 *
GRB170607A 2017 06 07 23 21 31.64 C4 Y Y Y Y 462        3.072 0.032          5.952 0.032
   170613A 2017 06 13 21 49 07.34 C4 N N N Y 507        0.056 0.004          0.128 0.004
   170615D 2017 06 15 02 41 26.93 C4 N N N Y 534        0.208 0.004          0.392 0.004
GRB170616A 2017 06 16 16 06 34.66 C3 n n n F 533 {>=}   1.600 0.250 * {>=}   1.696 0.250 *
GRB170621A 2017 06 21 18 49 20.08 C3 N N N Y 354        0.024 0.004          0.096 0.004
GRB170711C 2017 07 11 17 06 30.44 C4 N N Y Y 528        0.432 0.080          0.816 0.080
GRB170726A 2017 07 26 03 46 31.07 C4 Y Y Y Y 426        1.344 0.032          2.816 0.032
   170727  2017 07 27 03 55 15.57 C4 N N N Y 564        0.116 0.002          0.180 0.002
GRB170730B 2017 07 30 03 11 43.93 C4 N N Y Y 423        0.256 0.080          0.464 0.080
GRB170802A 2017 08 02 15 18 26.69 C3 Y Y Y Y 453        0.032 0.016          0.384 0.016
GRB170803A 2017 08 03 05 07 12.21 C3 N N Y Y 545        1.856 0.032          5.568 0.032
GRB170816A 2017 08 16 14 23 03.86 C4 Y Y Y Y 414        0.064 0.016          0.192 0.016
GRB170904A 2017 09 04 09 45 53.24 C3 Y Y Y I 561 {>=}   1.536 1.000 * {>=}   3.328 1.000 *
GRB170923A 2017 09 23 02 25 00.55 C4 N N Y Y 189        7.808 0.640         13.312 0.640
GRB170923B 2017 09 23 04 31 05.16 C4 N N Y I 213 {>=}   3.072 1.000 * {>=}  10.752 1.000 *
GRB171011B 2017 10 11 01 05 37.63 C4 Y Y Y Y 503        0.512 0.032          1.024 0.032
GRB171011A 2017 10 11 18 32 46.84 C4 Y Y Y Y 519        0.384 0.032          2.560 0.032
GRB171022A 2017 10 22 21 14 26.08 C3 Y Y Y Y 501        2.176 0.032          5.440 0.032
GRB171101A 2017 11 01 10 49 51.03 C4 Y Y Y Y 541        2.624 0.032          4.224 0.032
GRB171103A 2017 11 03 23 10 30.82 C4 Y Y Y Y 518        0.096 0.016          1.600 0.016
   171111A 2017 11 11 01 11 02.46 C3 N N N Y 500        0.040 0.002          0.112 0.002
GRB171112A 2017 11 12 20 50 17.11 C4 Y Y Y Y 393        7.808 0.640         14.592 0.640
GRB171119A 2017 11 19 23 48 26.93 C4 Y Y Y I 439 {>=}   1.408 1.000 * {>=}   3.712 1.000 *
   171126C 2017 11 26 15 22 24.54 C4 N N N Y 473        0.048 0.004          0.128 0.004
GRB171128A 2017 11 28 15 08 22.37 C3 Y N Y Y 513        0.640 0.032          1.472 0.032
GRB171209A 2017 12 09 14 46 10.27 C4 N N Y Y 487        1.664 0.640          4.352 0.640
GRB171209c 2017 12 09 20 27 58.57 C3 Y N Y I 520 {>=}   0.008 0.020 * {>=}   0.016 0.020 *
GRB171227A 2017 12 27 00 00 15.33 C4 Y Y Y F 439 {>=}   3.072 1.000 * {>=}  11.776 1.000 *
GRB171229A 2017 12 29 09 59 32.64 C4 Y Y Y Y 568        1.472 0.032          4.672 0.032
GRB180103A 2018 01 03 01 08 36.57 C4 F F F I 420 {>=}   5.120 3.000 * {>=}  16.384 3.000 *
GRB180111A 2018 01 11 16 42 06.27 C3 N Y Y I 398 {>=}   3.264 0.500 * {>=}   5.184 0.500 *
GRB180120A 2018 01 20 04 58 11.09 C4 Y Y Y I 498 {>=}   6.656 1.000 * {>=}  16.896 1.000 *
GRB180128B 2018 01 28 06 03 20.09 C4 Y N Y Y 476        3.456 0.640          7.936 0.640
GRB180202A 2018 02 02 05 04 30.09 C4 Y Y Y Y 411        2.688 0.640          7.936 0.640
GRB180204A 2018 02 04 02 36 16.92 C3 N Y Y Y 583        0.032 0.004          0.160 0.004
GRB180305A 2018 03 05 09 26 16.50 C3 Y Y Y I 577 {>=}   1.024 1.000 * {>=}   1.664 1.000 *
GRB180325A 2018 03 25 01 54 21.00 C4 Y Y Y Y 486        2.560 0.032          8.512 0.032
GRB180326A 2018 03 26 03 26 09.73 C4 Y Y Y Y 475        0.512 0.016          1.408 0.016
   180327  2018 03 27 11 55 11.69 C3 N N N Y 518        0.512 0.080          0.816 0.080
   180403  2018 04 03 19 26 06.05 C3 Y N Y I 363 {>=}   0.336 0.100 * {>=}   0.672 0.100 *
GRB180404C 2018 04 04 21 42 09.14 C4 Y Y Y F 575 {>=}   3.456 1.000 * {>=}   8.832 1.000 *
GRB180409A 2018 04 09 08 18 21.21 C3 Y Y Y I 511 {>=}   2.432 0.500 * {>=}   5.312 0.500 *
GRB180416B 2018 04 16 22 10 07.68 C4 Y N Y Y 476        5.632 0.640         10.240 0.640
   180515A 2018 05 15 05 36 07.24 C3 N N N Y 551        0.288 0.080          0.512 0.080
   180517A 2018 05 17 01 07 16.74 C3 N N N Y 544        0.088 0.004          0.152 0.004
GRB180523A 2018 05 23 18 20 25.95 C4 Y Y Y I 519 {>=}   7.168 1.000 * {>=}  13.824 1.000 *
GRB180529A 2018 05 29 08 29 12.55 C3 Y Y Y Y 541        0.640 0.032          1.536 0.032
GRB180611A 2018 06 11 03 29 01.10 C4 N N Y Y 361        1.344 0.032          2.368 0.032
GRB180615A 2018 06 15 11 05 56.46 C4 Y Y Y Y 495        1.856 0.032          2.944 0.032
GRB180618A 2018 06 18 00 43 13.18 C3 Y Y Y Y 583        0.096 0.004          0.152 0.004
GRB180718B 2018 07 18 18 18 24.86 C4 Y Y Y I 427 {>=}   4.608 1.000 * {>=}  12.800 1.000 *
GRB180720A 2018 07 20 05 06 02.42 C4 Y Y Y Y 485        0.960 0.032          1.920 0.032
GRB180728A 2018 07 28 17 29 12.49 C4 Y Y Y Y 499        1.856 0.032          5.184 0.032
GRB180806A 2018 08 06 22 38 52.22 C4 Y Y Y I 506 {>=}   5.120 1.000 * {>=}  14.848 1.000 *
GRB180809B 2018 08 09 20 28 53.52 C4 Y Y Y I 566 {>=}   7.168 3.000 * {>=}   8.192 3.000 *
GRB180820A 2018 08 20 12 28 26.95 C3 Y Y Y I 498 {>=}   3.072 0.500 * {>=}   4.288 0.500 *
GRB180914B 2018 09 14 18 23 02.02 C3 Y Y Y I 452 {>=}   2.048 3.000 * {>=}  87.040 3.000 *
GRB181014A 2018 10 14 11 30 10.79 C4 Y N Y I 525 {>=}   2.688 1.000 * {>=}   6.528 1.000 *
GRB181121A 2018 11 21 20 43 36.27 C4 Y Y Y Y 447        0.320 0.016          1.504 0.016
GRB181212A 2018 12 12 16 37 47.53 C3 Y Y Y I 546 {>=}   0.128 0.500 * {>=}   0.128 0.500 *
GRB181222A 2018 12 22 06 41 35.12 C3 Y Y Y I 696 {>=}   2.048 3.000 * {>=}   5.120 3.000 *
GRB181225A 2018 12 25 11 44 11.48 C3 N Y Y Y 515        0.640 0.032          1.664 0.032
GRB181228A 2018 12 28 02 53 29.48 C4 Y Y Y Y 542        4.352 0.640         12.544 0.640
GRB190102A 2019 01 02 15 40 22.89 C4 Y Y Y Y 487        1.664 0.032          7.424 0.032
GRB190103A 2019 01 03 16 42 13.81 C4 Y Y Y Y 540        1.408 0.032          3.392 0.032
GRB190114C 2019 01 14 20 57 02.67 C3 Y Y Y Y 571        1.408 0.032          4.480 0.032
GRB190117A 2019 01 17 14 36 49.05 C3 Y Y Y I 429 {>=}   0.704 0.500 * {>=}   1.664 0.500 *
GRB190202A 2019 02 02 01 39 30.79 C3 Y Y Y I 693 {>=}   2.048 3.000 * {>=}   2.048 3.000 *
GRB190206A 2019 02 06 03 49 28.60 C3 Y Y Y Y 533        0.016 0.004          0.024 0.004
GRB190222B 2019 02 22 12 53 26.37 C4 Y Y Y Y 437        1.216 0.032          5.888 0.032
GRB190305A 2019 03 05 13 05 19.25 C3 Y Y Y Y 485        0.320 0.032          1.280 0.032
GRB190325A 2019 03 25 23 58 55.46 C4 N N Y I 432 {>=}   7.168 1.000 * {>=}  16.896 1.000 *
GRB190327A 2019 03 27 02 39 08.45 C3 N N Y I 597 {>=}   5.047 1.000 * {>=}   5.047 1.000 *
GRB190329A 2019 03 29 06 21 50.67 C3 Y Y Y I 548 {>=}   0.704 0.500 * {>=}   4.224 0.500 *
GRB190331C 2019 03 31 20 12 00.12 C3 N Y Y Y 500        0.032 0.004          0.136 0.004
GRB190401A 2019 04 01 03 20 17.54 C4 Y Y Y Y 437        3.200 0.640          9.216 0.640
GRB190404A 2019 04 04 07 01 20.29 C4 N N Y Y 559        0.960 0.032          1.472 0.032
GRB190501A 2019 05 01 05 23 21.19 C3 Y Y Y I 856 {>=}   1.024 3.000 * {>=}   3.072 3.000 *
GRB190510A 2019 05 10 10 19 14.30 C4 N N Y Y 448        0.224 0.016          0.704 0.016
GRB190515A 2019 05 15 04 33 03.12 C3 N N Y Y 562        0.192 0.032          1.344 0.032
GRB190530A 2019 05 30 10 19 22.87 C3 Y Y Y F 557 {>=}   3.200 1.000 * {>=}  10.112 1.000 *
GRB190604A 2019 06 04 10 42 38.52 C4 Y Y Y Y 517        1.856 0.032          6.144 0.032
GRB190606A 2019 06 06 01 55 07.78 C3 Y Y Y Y 460        0.064 0.080          0.176 0.080
GRB190610B 2019 06 10 18 00 00.31 C3 Y Y Y Y 388        2.432 0.032          4.864 0.032
GRB190611B 2019 06 11 22 47 49.16 C4 Y Y Y I 549 {>=}   1.792 0.500 * {>=}   2.560 0.500 *
GRB190620A 2019 06 20 12 10 26.81 C3 Y Y Y I 482 {>=}   3.712 1.000 * {>=}   7.040 1.000 *
GRB190706C 2019 07 06 13 42 26.05 C3 Y Y Y Y 532        1.792 0.032          2.688 0.032
GRB190726A 2019 07 26 15 24 56.04 C4 N Y Y Y 388        6.016 0.640         12.544 0.640
GRB190727B 2019 07 27 20 17 56.77 C4 Y Y Y I 480 {>=}   3.008 0.500 * {>=}   6.016 0.500 *
GRB190731A 2019 07 31 22 38 21.52 C3 Y Y Y I 505 {>=}   1.280 0.500 * {>=}   3.072 0.500 *
GRB190810A 2019 08 10 16 12 01.22 C3 Y N Y Y 522        0.064 0.004          0.216 0.004
GRB190814A 2019 08 14 01 29 05.45 C3 N N Y Y 473        0.064 0.016          0.096 0.016
GRB190825A 2019 08 25 21 04 54.11 C4 Y Y Y I 571 {>=}   5.888 1.000 * {>=}  13.312 1.000 *
GRB190928A 2019 09 28 13 12 14.84 C4 Y Y Y F 461 {>=}   9.216 3.000 * {>=}  24.576 3.000 *
GRB191031D 2019 10 31 21 23 28.10 C3 n n n Y 395        0.112 0.080          0.320 0.080
GRB191125A 2019 11 25 04 56 42.71 C4 Y Y Y F 458 {>=}   4.864 1.000 * {>=}  11.008 1.000 *
GRB191129A 2019 11 29 03 22 26.28 C4 Y Y Y Y 507        3.200 0.640          7.296 0.640
GRB191218A 2019 12 18 02 42 42.95 C4 Y Y Y F 539 {>=}   3.456 1.000 * {>=}   6.912 1.000 *
GRB191221B 2019 12 21 20 39 08.01 C4 Y Y Y Y 435        3.968 0.640          9.984 0.640
   200128  2020 01 28 12 23 29.97 C4 N N Y Y 429        0.016 0.004          0.040 0.004
GRB200131A 2020 01 31 22 41 14.96 C3 Y Y Y I 561 {>=}   4.998 0.500 * {>=}   4.998 0.500 *
GRB200311A 2020 03 11 15 16 13.30 C3 N Y Y I 414 {>=}   3.648 0.500 * {>=}   6.464 0.500 *
GRB200325A 2020 03 25 03 18 31.71 C3 Y Y Y Y 395        0.480 0.016          1.408 0.016
GRB200327A 2020 03 27 20 56 48.19 C3 N N Y Y 487        0.048 0.002          0.080 0.002
GRB200424A 2020 04 24 12 07 24.03 C3 Y Y Y I 560 {>=}   1.152 0.500 * {>=}   4.224 0.500 *
GRB200503A 2020 05 03 05 01 40.21 C4 Y Y Y I 478 {>=}   3.584 1.000 * {>=}  12.160 1.000 *
   200514  2020 05 14 22 51 34.73 C3 N N N Y 532        0.208 0.080          0.336 0.080
GRB200521A 2020 05 21 12 16 40.77 C3 Y Y Y Y 584        0.064 0.080          0.144 0.080
   200611  2020 06 11 06 10 13.15 C3 Y Y N Y 425        0.120 0.004          0.296 0.004
GRB200716C 2020 07 16 22 57 41.33 C3 Y Y Y Y 492        1.920 0.032          2.304 0.032
GRB200817b 2020 08 17 06 03 49.57 C3 N N Y Y 474        0.352 0.016          0.928 0.016
GRB200829A 2020 08 29 13 58 29.54 C4 Y Y Y Y 443        1.408 0.640          4.352 0.640
GRB200903E 2020 09 03 02 34 22.92 C4 Y Y Y I 458 {>=}   2.560 1.000 * {>=}  10.496 1.000 *
GRB200907A 2020 09 07 14 24 20.08 C3 Y Y Y Y 583        0.064 0.016          0.128 0.016
GRB200907C 2020 09 07 22 57 30.21 C4 Y Y Y I 565 {>=}   3.840 1.000 * {>=}  10.880 1.000 *
GRB200914A 2020 09 14 12 48 39.81 C3 Y Y Y I 143 {>=}   3.422 0.500 * {>=}   3.422 0.500 *
GRB200919C 2020 09 19 23 08 47.25 C3 Y Y Y I 184 {>=}  17.099 1.000 * {>=}  17.099 1.000 *
GRB200920B 2020 09 20 19 56 59.40 C3 Y Y Y Y 414        0.128 0.032          0.320 0.032
GRB201009A 2020 10 09 03 08 28.49 C3 Y Y Y I 750 {>=}   3.660 1.000 * {>=}   3.660 1.000 *
GRB201103A 2020 11 03 06 13 09.77 C3 N N N Y 500        0.020 0.002          0.076 0.002
GRB201103B 2020 11 03 18 06 44.36 C3 Y Y Y Y 527        1.088 0.032          3.904 0.032
GRB201104A 2020 11 04 00 00 56.79 C3 N N Y Y 400        5.760 0.640         10.752 0.640
